levelKerawanan,jumlah_penduduk,total,kode_kecamatan,nama_kecamatan,nama_kabupatenKota,nama_provinsi
1,37141,6,161007,Indralaya Utara,KAB. OGAN ILIR,SUMATERA SELATAN
0,30005,2,657104,Tarakan Utara,KOTA TARAKAN,KALIMANTAN UTARA
0,28031,3,111704,Bandar,KAB. BENER MERIAH,ACEH
0,51473,2,630906,Murung Pudak,KAB. TABALONG,KALIMANTAN SELATAN
0,34640,2,330917,Kemusu,KAB. BOYOLALI,JAWA TENGAH
1,38176,7,352118,Gerih,KAB. NGAWI,JAWA TIMUR
0,32800,2,160510,STL Ulu Terawas,KAB. MUSI RAWAS,SUMATERA SELATAN
0,61203,6,140409,Keritang,KAB. INDRAGIRI HILIR,RIAU
1,10420,2,820404,Gane Barat,KAB. HALMAHERA SELATAN,MALUKU UTARA
1,29666,10,351205,Kendit,KAB. SITUBONDO,JAWA TIMUR
0,44368,4,332607,Karanganyar,KAB. PEKALONGAN,JAWA TENGAH
0,71308,8,350717,Jabung,KAB. MALANG,JAWA TIMUR
1,34271,5,320521,Sukaresmi,KAB. GARUT,JAWA BARAT
1,24559,4,110714,Padang Tiji,KAB. PIDIE,ACEH
1,27715,5,350309,Bendungan,KAB. TRENGGALEK,JAWA TIMUR
1,21347,5,320829,Karang Kancana,KAB. KUNINGAN,JAWA BARAT
1,13041,5,130816,Simpang Alahan Mati,KAB. PASAMAN,SUMATERA BARAT
0,41870,2,331405,Sambirejo,KAB. SRAGEN,JAWA TENGAH
0,26220,2,110803,Kuta Makmur,KAB. ACEH UTARA,ACEH
0,23355,2,130712,Bukik Barisan,KAB. LIMA PULUH KOTA,SUMATERA BARAT
0,45072,5,352219,Padangan,KAB. BOJONEGORO,JAWA TIMUR
1,29770,5,630315,Martapura Timur,KAB. BANJAR,KALIMANTAN SELATAN
1,52746,23,650105,Tanjung Selor,KAB. BULUNGAN,KALIMANTAN UTARA
0,32073,2,530715,Alok Timur,KAB. SIKKA,NUSA TENGGARA TIMUR
0,17870,2,160419,Kikim Barat,KAB. LAHAT,SUMATERA SELATAN
1,13708,3,320815,Selajambe,KAB. KUNINGAN,JAWA BARAT
1,5986,1,720615,Bungku Pesisir,KAB. MOROWALI,SULAWESI TENGAH
1,11602,2,352203,Ngambon,KAB. BOJONEGORO,JAWA TIMUR
0,21705,1,111707,Timang gajah,KAB. BENER MERIAH,ACEH
1,8144,2,721206,Mori Utara,KAB. MOROWALI UTARA,SULAWESI TENGAH
1,7735,2,640312,Batu Putih,KAB. BERAU,KALIMANTAN TIMUR
1,3449,1,640311,Maratua,KAB. BERAU,KALIMANTAN TIMUR
1,9268,3,630311,Aranio,KAB. BANJAR,KALIMANTAN SELATAN
1,24687,8,351216,Banyuglugur,KAB. SITUBONDO,JAWA TIMUR
1,6160,2,810503,Werinama,KAB. SERAM BAGIAN TIMUR,MALUKU
1,2736,1,650404,Betayau,KAB. TANA TIDUNG,KALIMANTAN UTARA
1,5158,2,121222,Tampahan,KAB. TOBA SAMOSIR,SUMATERA UTARA
2,1548,1,181306,Pulaupisang,KAB. PESISIR BARAT,LAMPUNG
2,6168,4,910802,Paniai Barat,KAB. PANIAI,P A P U A
2,11287,8,121305,Panyabungan Barat,KAB. MANDAILING NATAL,SUMATERA UTARA
2,7848,7,121205,Pintu Pohan Meranti,KAB. TOBA SAMOSIR,SUMATERA UTARA
2,13054,13,160412,Pajar Bulan,KAB. LAHAT,SUMATERA SELATAN
0,55018,4,321015,Jatitujuh,KAB. MAJALENGKA,JAWA BARAT
0,49725,4,321228,Kedokan Bunder,KAB. INDRAMAYU,JAWA BARAT
0,96834,8,327808,Mangkubumi,KOTA TASIKMALAYA,JAWA BARAT
0,44702,5,352102,Ngrambe,KAB. NGAWI,JAWA TIMUR
0,35758,4,720109,Toili,KAB. BANGGAI,SULAWESI TENGAH
1,80091,14,730201,Gantorang,KAB. BULUKUMBA,SULAWESI SELATAN
1,24486,5,120518,Berandan Barat,KAB. LANGKAT,SUMATERA UTARA
1,36221,9,180115,Sragi,KAB. LAMPUNG SELATAN,LAMPUNG
1,21024,11,621203,Laung Tuhup,KAB. MURUNG RAYA,KALIMANTAN TENGAH
0,58418,2,122306,Na IX - X,KAB. LABUHANBATU UTARA,SUMATERA UTARA
0,35004,2,120302,Batang Toru,KAB. TAPANULI SELATAN,SUMATERA UTARA
1,90490,26,330122,Cilacap Tengah,KAB. CILACAP,JAWA TENGAH
1,40599,14,330902,Ampel,KAB. BOYOLALI,JAWA TENGAH
1,13856,8,720222,Poso Kota Utara,KAB. POSO,SULAWESI TENGAH
0,61465,4,520212,Batukliang Utara,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT
1,10133,4,110711,Mila,KAB. PIDIE,ACEH
1,13116,7,167404,Rambang Kpk Tengah,KOTA PRABUMULIH,SUMATERA SELATAN
0,78306,3,180712,Sekampung Udik,KAB. LAMPUNG TIMUR,LAMPUNG
0,89101,8,520203,Batukliang,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT
0,60298,6,332414,Patebon,KAB. KENDAL,JAWA TENGAH
0,67514,7,350711,Kalipare,KAB. MALANG,JAWA TIMUR
0,32138,4,117104,Syiah Kuala,KOTA BANDA ACEH,ACEH
0,57181,4,352607,Klampis,KAB. BANGKALAN,JAWA TIMUR
0,34732,3,121808,Sipispis,KAB. SERDANG BEDAGAI,SUMATERA UTARA
0,62552,6,130103,Lengayang,KAB. PESISIR SELATAN,SUMATERA BARAT
1,33630,5,137202,Tanjung Harapan,KOTA SOLOK,SUMATERA BARAT
1,64837,10,320123,Tenjo,KAB. BOGOR,JAWA BARAT
1,35276,6,351118,Sumberwringin,KAB. BONDOWOSO,JAWA TIMUR
1,16308,3,530701,Paga,KAB. SIKKA,NUSA TENGGARA TIMUR
1,15768,4,180906,Punduh Pidada,KAB. PESAWARAN,LAMPUNG
0,49144,2,330417,Wanayasa,KAB. BANJARNEGARA,JAWA TENGAH
0,37110,3,320635,Jamanis,KAB. TASIKMALAYA,JAWA BARAT
0,83775,8,351605,Ngoro,KAB. MOJOKERTO,JAWA TIMUR
0,29310,3,352117,Karanganyar,KAB. NGAWI,JAWA TIMUR
0,8255,1,721203,Lembo Raya,KAB. MOROWALI UTARA,SULAWESI TENGAH
0,24668,3,620208,Mentaya Hilir Selatan,KAB. KOTAWARINGIN TIMUR,KALIMANTAN TENGAH
0,8172,1,740522,Ranomeeto Barat,KAB. KONAWE SELATAN,SULAWESI TENGGARA
1,37072,6,731403,Watang Pulu,KAB. SIDENRENG RAPPANG,SULAWESI SELATAN
1,61600,15,320917,Palimanan,KAB. CIREBON,JAWA BARAT
1,69485,17,180801,Blambangan Umpu,KAB. WAY KANAN,LAMPUNG
0,61314,2,352810,Waru,KAB. PAMEKASAN,JAWA TIMUR
0,30703,3,210202,Kundur,KAB. KARIMUN,KEPULAUAN RIAU
0,29644,3,610507,Dedai,KAB. SINTANG,KALIMANTAN BARAT
0,18722,2,181106,Panca Jaya,KAB. MESUJI,LAMPUNG
1,34014,5,117304,Muara Satu,KOTA LHOKSEUMAWE,ACEH
1,23565,4,530502,Alor Barat Laut,KAB. ALOR,NUSA TENGGARA TIMUR
1,18913,5,331224,Paranggupito,KAB. WONOGIRI,JAWA TENGAH
1,15720,6,820311,Tobelo Tengah,KAB. HALMAHERA UTARA,MALUKU UTARA
1,45018,27,210106,Bintan Timur,KAB. BINTAN,KEPULAUAN RIAU
1,58126,21,620505,Teweh Tengah,KAB. BARITO UTARA,KALIMANTAN TENGAH
1,35197,16,732407,Burau,KAB. LUWU TIMUR,SULAWESI SELATAN
0,69193,2,120511,Tanjung Pura,KAB. LANGKAT,SUMATERA UTARA
0,86162,3,352618,Galis,KAB. BANGKALAN,JAWA TIMUR
0,85004,3,520207,Janapria,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT
0,47236,4,321315,Compreng,KAB. SUBANG,JAWA BARAT
0,22604,2,111501,Kuala,KAB. NAGAN RAYA,ACEH
0,39135,4,121020,Panai Hulu,KAB. LABUHANBATU,SUMATERA UTARA
0,39859,5,331416,Mondokan,KAB. SRAGEN,JAWA TENGAH
1,92063,17,332816,Suradadi,KAB. TEGAL,JAWA TENGAH
1,57967,12,187118,Kedamaian,KOTA BANDAR LAMPUNG,LAMPUNG
1,23501,5,610206,Toho,KAB. MEMPAWAH,KALIMANTAN BARAT
1,37407,10,161301,Rupit,KAB. MUSI RAWAS UTARA,SUMATERA SELATAN
0,85728,6,332706,Bantarbolang,KAB. PEMALANG,JAWA TENGAH
0,45536,5,351809,Patianrowo,KAB. NGANJUK,JAWA TIMUR
0,56062,7,351418,Gondangwetan,KAB. PASURUAN,JAWA TIMUR
1,46769,7,180803,Banjit,KAB. WAY KANAN,LAMPUNG
1,42416,11,180109,Penengahan,KAB. LAMPUNG SELATAN,LAMPUNG
1,22851,6,321804,Cigugur,KAB. PANGANDARAN,JAWA BARAT
1,23467,13,920215,Manokwari Selatan,KAB. MANOKWARI,PAPUA BARAT
0,47968,3,320618,Salopa,KAB. TASIKMALAYA,JAWA BARAT
0,22988,2,130615,Kamang Magek,KAB. AGAM,SUMATERA BARAT
1,97305,26,331104,Sukoharjo,KAB. SUKOHARJO,JAWA TENGAH
1,24435,7,150909,Tengah Ilir,KAB. TEBO,JAMBI
1,55813,24,331205,Tirtomoyo,KAB. WONOGIRI,JAWA TENGAH
0,29875,3,610413,Tumbang Titi,KAB. KETAPANG,KALIMANTAN BARAT
0,51061,6,610208,Siantan,KAB. MEMPAWAH,KALIMANTAN BARAT
0,16105,2,150605,Merlung,KAB. TANJUNG JABUNG BARAT,JAMBI
1,33503,5,140205,Peranap,KAB. INDRAGIRI HULU,RIAU
1,12415,2,720205,Pamona Timur,KAB. POSO,SULAWESI TENGAH
1,42387,8,351304,Bantaran,KAB. PROBOLINGGO,JAWA TIMUR
1,22249,5,130203,Pantai Cermin,KAB. SOLOK,SUMATERA BARAT
0,65213,2,351307,Tiris,KAB. PROBOLINGGO,JAWA TIMUR
0,42054,2,140908,Singingi Hilir,KAB. KUANTAN SINGINGI,RIAU
0,44026,5,351310,Pakuniran,KAB. PROBOLINGGO,JAWA TIMUR
1,48574,7,352616,Modung,KAB. BANGKALAN,JAWA TIMUR
1,68819,10,330313,Rembang,KAB. PURBALINGGA,JAWA TENGAH
1,39049,6,321512,Pakisjaya,KAB. KARAWANG,JAWA BARAT
1,54584,9,360213,Maja,KAB. LEBAK,BANTEN
1,74302,14,187112,Sukabumi,KOTA BANDAR LAMPUNG,LAMPUNG
1,15802,4,150807,Limbur Lubuk Mengkuang,KAB. BUNGO,JAMBI
1,44932,18,351601,Jatirejo,KAB. MOJOKERTO,JAWA TIMUR
1,6115,3,731712,Latimojong,KAB. LUWU,SULAWESI SELATAN
0,51221,2,160602,Lais,KAB. MUSI BANYUASIN,SUMATERA SELATAN
0,41624,3,320203,Cikakak,KAB. SUKABUMI,JAWA BARAT
1,32853,19,140115,Bangkinang,KAB. KAMPAR,RIAU
1,31199,8,321414,Cibatu,KAB. PURWAKARTA,JAWA BARAT
1,6770,2,740609,Rarowatu Utara,KAB. BOMBANA,SULAWESI TENGGARA
1,14952,5,120211,Parmonangan,KAB. TAPANULI UTARA,SUMATERA UTARA
1,13855,5,160308,Semende Darat Laut,KAB. MUARA ENIM,SUMATERA SELATAN
0,76225,4,352924,Arjasa,KAB. SUMENEP,JAWA TIMUR
0,29486,2,170903,Pondok Kelapa,KAB. BENGKULU TENGAH,BENGKULU
0,40474,3,330416,Batur,KAB. BANJARNEGARA,JAWA TENGAH
1,26205,7,351914,Sawahan,KAB. MADIUN,JAWA TIMUR
1,20828,4,110712,Muara Tiga,KAB. PIDIE,ACEH
1,116792,23,510604,Kintamani,KAB. BANGLI,BALI
1,20861,5,180714,Bumi Agung,KAB. LAMPUNG TIMUR,LAMPUNG
1,38945,13,187108,Telukbetung Barat,KOTA BANDAR LAMPUNG,LAMPUNG
1,65854,22,320914,Talun,KAB. CIREBON,JAWA BARAT
1,109516,16,160410,Lahat,KAB. LAHAT,SUMATERA SELATAN
0,33215,3,121816,Tebing Syahbandar,KAB. SERDANG BEDAGAI,SUMATERA UTARA
1,28508,6,630301,Aluh Aluh,KAB. BANJAR,KALIMANTAN SELATAN
1,113415,24,350903,Sumberbaru,KAB. JEMBER,JAWA TIMUR
1,8164,2,731803,Bonggakaradeng,KAB. TANA TORAJA,SULAWESI SELATAN
1,16028,4,160513,Purwodadi,KAB. MUSI RAWAS,SUMATERA SELATAN
1,37974,12,717205,Matuari,KOTA BITUNG,SULAWESI UTARA
1,54407,18,320901,Waled,KAB. CIREBON,JAWA BARAT
0,128663,15,647203,Samarinda Ulu,KOTA SAMARINDA,KALIMANTAN TIMUR
1,44615,11,187105,Tanjungkarang Timur,KOTA BANDAR LAMPUNG,LAMPUNG
1,70821,32,350733,Pagelaran,KAB. MALANG,JAWA TIMUR
1,39306,23,740104,Kolaka,KAB. KOLAKA,SULAWESI TENGGARA
0,28082,3,731601,Maiwa,KAB. ENREKANG,SULAWESI SELATAN
1,29563,5,330901,Selo,KAB. BOYOLALI,JAWA TENGAH
1,42032,8,331709,Kaliori,KAB. REMBANG,JAWA TENGAH
1,57020,13,330710,Watumalang,KAB. WONOSOBO,JAWA TENGAH
0,86929,5,330101,Kedungreja,KAB. CILACAP,JAWA TENGAH
1,6782,3,750307,Botupingge,KAB. BONE BOLANGO,GORONTALO
0,48916,4,350111,Ngadirojo,KAB. PACITAN,JAWA TIMUR
0,36206,3,130505,VII Koto Sungai Sarik,KAB. PADANG PARIAMAN,SUMATERA BARAT
0,49597,5,360206,Leuwidamar,KAB. LEBAK,BANTEN
0,18909,2,190604,Kelapa Kampit,KAB. BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG
0,24289,3,117105,Lueng Bata,KOTA BANDA ACEH,ACEH
0,32336,4,160717,Sembawa,KAB. BANYUASIN,SUMATERA SELATAN
0,16006,2,721005,Kulawi,KAB. SIGI,SULAWESI TENGAH
0,15758,2,820405,Obi Selatan,KAB. HALMAHERA SELATAN,MALUKU UTARA
0,15737,2,731705,Bua Ponrang,KAB. LUWU,SULAWESI SELATAN
0,27432,2,160520,Tuah Negeri,KAB. MUSI RAWAS,SUMATERA SELATAN
0,34353,3,150402,Muara Tembesi,KAB. BATANGHARI,JAMBI
0,31739,3,760303,Mamasa,KAB. MAMASA,SULAWESI BARAT
0,58632,6,321230,Tukdana,KAB. INDRAMAYU,JAWA BARAT
0,76263,9,321510,Pedes,KAB. KARAWANG,JAWA BARAT
1,66827,10,127701,Padangsidimpuan Utara,KOTA PADANGSIDIMPUAN,SUMATERA UTARA
1,65682,10,320927,Susukan,KAB. CIREBON,JAWA BARAT
0,21160,2,120929,Rawang Panca Arga,KAB. ASAHAN,SUMATERA UTARA
0,40113,4,637206,Liang Anggang,KOTA BANJARBARU,KALIMANTAN SELATAN
0,102182,11,647208,Sungai Pinang,KOTA SAMARINDA,KALIMANTAN TIMUR
0,24549,3,120819,Jawa Maraja Bah Jambi,KAB. SIMALUNGUN,SUMATERA UTARA
1,54878,10,117405,Langsa Baro,KOTA LANGSA,ACEH
1,23437,5,167203,Dempo Utara,KOTA PAGAR ALAM,SUMATERA SELATAN
0,15647,2,130111,Basa Ampek Balai Tapan,KAB. PESISIR SELATAN,SUMATERA BARAT
2,59591,158,337409,Gajahmungkur,KOTA SEMARANG,JAWA TENGAH
2,68507,171,337407,Semarang Selatan,KOTA SEMARANG,JAWA TENGAH
2,114995,227,357815,Krembangan,KOTA SURABAYA,JAWA TIMUR
2,23436,44,147103,Sail,KOTA PEKANBARU,RIAU
2,388044,702,321606,Tambun Selatan,KAB. BEKASI,JAWA BARAT
2,234134,405,327602,Cimanggis,KOTA DEPOK,JAWA BARAT
2,151513,254,360328,Kelapa Dua,KAB. TANGERANG,BANTEN
2,180500,240,337410,Tembalang,KOTA SEMARANG,JAWA TENGAH
2,225680,276,327509,Jatiasih,KOTA BEKASI,JAWA BARAT
2,124365,116,510302,Mengwi,KAB. BADUNG,BALI
1,16279,12,910105,Semangga,KAB. MERAUKE,P A P U A
1,138130,94,360303,Tigaraksa,KAB. TANGERANG,BANTEN
1,79261,40,332218,Ungaran Barat,KAB. SEMARANG,JAWA TENGAH
1,43658,20,130401,X Koto,KAB. TANAH DATAR,SUMATERA BARAT
1,80991,30,360329,Sindang Jaya,KAB. TANGERANG,BANTEN
1,36069,12,730408,Turatea,KAB. JENEPONTO,SULAWESI SELATAN
0,40655,5,730407,Bontoramba,KAB. JENEPONTO,SULAWESI SELATAN
0,9820,1,110813,Tanah Pasir,KAB. ACEH UTARA,ACEH
0,9067,1,710225,Tompaso Barat,KAB. MINAHASA,SULAWESI UTARA
0,8763,1,760315,Rantebulahan Timur,KAB. MAMASA,SULAWESI BARAT
1,6470,1,920905,Sausapor,KAB. TAMBRAUW,PAPUA BARAT
1,6110,1,110109,Trumon,KAB. ACEH SELATAN,ACEH
1,6053,1,640806,Busang,KAB. KUTAI TIMUR,KALIMANTAN TIMUR
1,11615,2,530306,Biboki Utara,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
1,5802,1,170410,Luas,KAB. KAUR,BENGKULU
1,5508,1,920108,Klamono,KAB. SORONG,PAPUA BARAT
1,5007,1,820416,Kasiruta Timur,KAB. HALMAHERA SELATAN,MALUKU UTARA
1,7998,2,721210,Petasia Barat,KAB. MOROWALI UTARA,SULAWESI TENGAH
1,13427,5,630509,Bungur,KAB. TAPIN,KALIMANTAN SELATAN
1,2590,1,920410,Moswaren,KAB. SORONG SELATAN,PAPUA BARAT
2,1455,1,910240,Trikora,KAB. JAYAWIJAYA,P A P U A
0,18321,1,620704,Hanau,KAB. SERUYAN,KALIMANTAN TENGAH
0,17833,1,180420,Pagar Dewa,KAB. LAMPUNG BARAT,LAMPUNG
0,17682,1,720218,Poso Pesisir Utara,KAB. POSO,SULAWESI TENGAH
0,33234,2,120306,Angkola Selatan,KAB. TAPANULI SELATAN,SUMATERA UTARA
0,15571,1,180908,Marga Punduh,KAB. PESAWARAN,LAMPUNG
0,15324,1,120615,Merdeka,KAB. KARO,SUMATERA UTARA
0,15286,1,640813,Teluk Pandan,KAB. KUTAI TIMUR,KALIMANTAN TIMUR
0,14887,1,810305,Tanimbar Utara,KAB. MALUKU TENGGARA BARAT,MALUKU
0,14038,1,531510,Mbeliling,KAB. MANGGARAI BARAT,NUSA TENGGARA TIMUR
0,13701,1,740601,Poleang,KAB. BOMBANA,SULAWESI TENGGARA
0,13391,1,730308,Sinoa,KAB. BANTAENG,SULAWESI SELATAN
0,13085,1,160422,Pagar Gunung,KAB. LAHAT,SUMATERA SELATAN
0,12820,1,610119,Selakau Timur,KAB. SAMBAS,KALIMANTAN BARAT
0,38309,3,111608,Rantau,KAB. ACEH TAMIANG,ACEH
0,12619,1,720111,Luwuk Timur,KAB. BANGGAI,SULAWESI TENGAH
0,35459,3,160810,Belitang III,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
0,11514,1,110212,Ketambe,KAB. ACEH TENGGARA,ACEH
0,11214,1,530314,Bikomi Selatan,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
0,11030,1,170509,Seluma Timur,KAB. SELUMA,BENGKULU
0,10333,1,531120,Kanatang,KAB. SUMBA TIMUR,NUSA TENGGARA TIMUR
0,25966,1,111101,Samalanga,KAB. BIREUEN,ACEH
0,25617,1,160128,Lengkiti,KAB. OGAN KOMERING ULU,SUMATERA SELATAN
0,24897,1,160423,Merapi Timur,KAB. LAHAT,SUMATERA SELATAN
0,23819,1,360108,Munjul,KAB. PANDEGLANG,BANTEN
0,23000,1,747110,Kambu,KOTA KENDARI,SULAWESI TENGGARA
0,22960,1,161108,Sikap Dalam,KAB. EMPAT LAWANG,SUMATERA SELATAN
0,22628,1,630404,Anjir Muara,KAB. BARITO KUALA,KALIMANTAN SELATAN
0,21888,1,180624,Limau,KAB. TANGGAMUS,LAMPUNG
0,21677,1,710110,Dumoga Timur,KAB. BOLAANG MONGONDOW,SULAWESI UTARA
0,21127,1,180813,Buay Bahuga,KAB. WAY KANAN,LAMPUNG
0,20590,1,532104,Weliman,KAB. MALAKA,NUSA TENGGARA TIMUR
0,20046,1,530109,Amarasi,KAB. KUPANG,NUSA TENGGARA TIMUR
0,19842,1,532111,Kobalima,KAB. MALAKA,NUSA TENGGARA TIMUR
0,19790,1,150119,Kayu Aro Barat,KAB. KERINCI,JAMBI
0,19783,1,140909,Pangean,KAB. KUANTAN SINGINGI,RIAU
0,19610,1,750114,Mootilango,KAB. GORONTALO,GORONTALO
0,19146,1,610118,Salatiga,KAB. SAMBAS,KALIMANTAN BARAT
0,19033,1,140811,Lubuk Dalam,KAB. SIAK,RIAU
0,58176,1,180117,Candipuro,KAB. LAMPUNG SELATAN,LAMPUNG
0,51807,1,630805,Amuntai Tengah,KAB. HULU SUNGAI UTARA,KALIMANTAN SELATAN
0,49959,1,131202,Lembah Melintang,KAB. PASAMAN BARAT,SUMATERA BARAT
0,42711,1,120501,Bahorok,KAB. LANGKAT,SUMATERA UTARA
0,42477,1,332617,Siwalan,KAB. PEKALONGAN,JAWA TENGAH
0,40021,1,320247,Ciambar,KAB. SUKABUMI,JAWA BARAT
0,37304,1,810117,Kota Masohi,KAB. MALUKU TENGAH,MALUKU
0,32795,1,150806,Pelepat,KAB. BUNGO,JAMBI
0,32079,1,332514,Pecalungan,KAB. BATANG,JAWA TENGAH
0,31349,1,720801,Parigi,KAB. PARIGI MOUTONG,SULAWESI TENGAH
0,31019,1,180724,Marga Sekampung,KAB. LAMPUNG TIMUR,LAMPUNG
0,30372,1,130613,Ampek Nagari,KAB. AGAM,SUMATERA BARAT
0,29083,1,111110,Jangka,KAB. BIREUEN,ACEH
0,27574,1,730814,Ulaweng,KAB. BONE,SULAWESI SELATAN
2,1128,2,920707,Naikere,KAB. TELUK WONDAMA,PAPUA BARAT
0,68893,1,122308,Kualuh Selatan,KAB. LABUHANBATU UTARA,SUMATERA UTARA
0,54220,1,161102,Pendopo,KAB. EMPAT LAWANG,SUMATERA SELATAN
0,34921,1,180407,Way Tenong,KAB. LAMPUNG BARAT,LAMPUNG
0,25993,1,160903,Banding Agung,KAB. OGAN KOMERING ULU SELATAN,SUMATERA SELATAN
0,24885,1,190404,Simpang Katis,KAB. BANGKA TENGAH,KEPULAUAN BANGKA BELITUNG
0,22134,1,110603,Indrapuri,KAB. ACEH BESAR,ACEH
0,16792,1,180311,Abung Tengah,KAB. LAMPUNG UTARA,LAMPUNG
0,11515,1,710310,Manganitu Selatan,KAB. KEPULAUAN SANGIHE,SULAWESI UTARA
1,6771,1,620315,Mandau Talawang,KAB. KAPUAS,KALIMANTAN TENGAH
1,6489,1,810704,Aru Utara,KAB. KEPULAUAN ARU,MALUKU
1,6180,1,650304,Lumbis,KAB. NUNUKAN,KALIMANTAN UTARA
1,12062,2,750105,Batudaa Pantai,KAB. GORONTALO,GORONTALO
1,16882,3,110602,Lhoknga,KAB. ACEH BESAR,ACEH
1,3353,1,210507,Siantan Tengah,KAB. KEPULAUAN ANAMBAS,KEPULAUAN RIAU
0,22889,1,530405,Kakuluk Mesak,KAB. BELU,NUSA TENGGARA TIMUR
0,6472,1,530317,Bikomi Utara,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
0,16492,1,530205,Amanuban Tengah,KAB TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
0,23034,1,530203,Mollo Utara,KAB TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
0,55086,1,352202,Tambakrejo,KAB. BOJONEGORO,JAWA TIMUR
0,33221,1,320606,Cibalong,KAB. TASIKMALAYA,JAWA BARAT
0,18674,1,181204,Gunung Terang,KAB. TULANG BAWANG BARAT,LAMPUNG
0,24628,1,180405,Sumber Jaya,KAB. LAMPUNG BARAT,LAMPUNG
0,5960,1,170702,Lebong Atas,KAB. LEBONG,BENGKULU
0,11324,1,150105,Air Hangat,KAB. KERINCI,JAMBI
0,14023,1,130708,Gunuang Omeh,KAB. LIMA PULUH KOTA,SUMATERA BARAT
0,15143,1,130701,Suliki,KAB. LIMA PULUH KOTA,SUMATERA BARAT
0,59458,1,130204,Lembah Gumanti,KAB. SOLOK,SUMATERA BARAT
0,4951,1,121505,Pergetteng Getteng Sengkut,KAB. PAKPAK BHARAT,SUMATERA UTARA
0,11934,1,121501,Sitelu Tali Urang Jehe,KAB. PAKPAK BHARAT,SUMATERA UTARA
0,24206,1,120915,Bandar Pulau,KAB. ASAHAN,SUMATERA UTARA
0,20063,1,120806,Jorlang Hataran,KAB. SIMALUNGUN,SUMATERA UTARA
0,29659,1,111705,Bukit,KAB. BENER MERIAH,ACEH
0,6931,1,111408,Darul Hikmah,KAB. ACEH JAYA,ACEH
0,9772,1,740602,Poleang Timur,KAB. BOMBANA,SULAWESI TENGGARA
0,9616,1,121221,Nassau,KAB. TOBA SAMOSIR,SUMATERA UTARA
0,19132,2,110810,Syamtalira Aron,KAB. ACEH UTARA,ACEH
0,37050,1,120923,Sei Dadap,KAB. ASAHAN,SUMATERA UTARA
0,9450,1,170223,Sindang Beliti Ilir,KAB. REJANG LEBONG,BENGKULU
0,37019,2,351311,Kotaanyar,KAB. PROBOLINGGO,JAWA TIMUR
0,28015,2,111604,Seruway,KAB. ACEH TAMIANG,ACEH
0,21742,2,121602,Pollung,KAB. HUMBANG HASUNDUTAN,SUMATERA UTARA
0,10776,1,110408,Bintang,KAB. ACEH TENGAH,ACEH
0,10561,1,740610,Poleang Utara,KAB. BOMBANA,SULAWESI TENGGARA
0,11501,1,530810,Maurole,KAB. ENDE,NUSA TENGGARA TIMUR
0,11298,1,121310,Tambangan,KAB. MANDAILING NATAL,SUMATERA UTARA
0,11029,1,717305,Tomohon Timur,KOTA TOMOHON,SULAWESI UTARA
1,31482,5,197106,Gabek,KOTA PANGKAL PINANG,KEPULAUAN BANGKA BELITUNG
1,13259,2,920305,Fak-Fak Tengah,KAB. FAK FAK,PAPUA BARAT
0,14149,1,530214,Batu Putih,KAB TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
2,4968,5,110908,Alapan,KAB. SIMEULUE,ACEH
2,2788,6,910511,Wonawa,KAB. KEPULAUAN YAPEN,P A P U A
2,7290,19,910203,Kurulu,KAB. JAYAWIJAYA,P A P U A
2,6216,22,121223,Bonatua Lunasi,KAB. TOBA SAMOSIR,SUMATERA UTARA
0,0,0,530311,Miomaffo Tengah,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
0,5081,1,820204,Weda Utara,KAB. HALMAHERA TENGAH,MALUKU UTARA
0,15445,1,810902,Waesama,KAB. BURU SELATAN,MALUKU
0,24078,1,760503,Sendana,KAB. MAJENE,SULAWESI BARAT
0,11353,1,760308,Sesenapadang,KAB. MAMASA,SULAWESI BARAT
0,28638,1,740701,Wangi-Wangi,KAB. WAKATOBI,SULAWESI TENGGARA
0,5907,1,721105,Labobo,KAB. BANGGAI LAUT,SULAWESI TENGAH
0,21808,1,720403,Dondo,KAB. TOLI TOLI,SULAWESI TENGAH
0,18013,1,710109,Dumoga Barat,KAB. BOLAANG MONGONDOW,SULAWESI UTARA
0,7507,1,640313,Biatan,KAB. BERAU,KALIMANTAN TIMUR
0,35678,1,630904,Tanjung,KAB. TABALONG,KALIMANTAN SELATAN
0,18448,1,630807,Banjang,KAB. HULU SUNGAI UTARA,KALIMANTAN SELATAN
0,20123,1,611005,Sayan,KAB. MELAWI,KALIMANTAN BARAT
0,15446,1,181009,Pagelaran Utara,KAB. PRINGSEWU,LAMPUNG
0,14989,1,111508,Tadu Raya,KAB. NAGAN RAYA,ACEH
