levelKerawanan,jumlah_penduduk,total,kode_kecamatan,nama_kecamatan,nama_kabupatenKota,nama_provinsi
0,49419,4,150809,Pelepat Ilir,KAB. BUNGO,JAMBI
1,20006,3,130604,Matur,KAB. AGAM,SUMATERA BARAT
0,39173,4,117402,Langsa Barat,KOTA LANGSA,ACEH
0,63377,7,321305,Pabuaran,KAB. SUBANG,JAWA BARAT
1,38818,8,180807,Negeri Agung,KAB. WAY KANAN,LAMPUNG
0,27678,3,720904,Ampana Tete,KAB. TOJO UNA UNA,SULAWESI TENGAH
1,9751,3,110601,Lhoong,KAB. ACEH BESAR,ACEH
0,45631,3,332305,Kaloran,KAB. TEMANGGUNG,JAWA TENGAH
0,19688,2,731508,Cempa,KAB. PINRANG,SULAWESI SELATAN
1,22909,5,330522,Sadang,KAB. KEBUMEN,JAWA TENGAH
1,7047,2,210114,Bintan Pesisir,KAB. BINTAN,KEPULAUAN RIAU
1,23973,6,320714,Sukadana,KAB. CIAMIS,JAWA BARAT
1,33226,10,127601,Padang Hulu,KOTA TEBING TINGGI,SUMATERA UTARA
0,35786,2,520310,Sambelia,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT
0,53105,5,320226,Ciracap,KAB. SUKABUMI,JAWA BARAT
0,38118,3,350307,Kampak,KAB. TRENGGALEK,JAWA TIMUR
0,42208,4,731511,Paleteang,KAB. PINRANG,SULAWESI SELATAN
0,20026,2,150504,Maro Sebo,KAB. MUARO JAMBI,JAMBI
1,68309,18,620205,Baamang,KAB. KOTAWARINGIN TIMUR,KALIMANTAN TENGAH
2,20326,17,910106,Tanah Miring,KAB. MERAUKE,P A P U A
0,40503,2,320626,Sukarame,KAB. TASIKMALAYA,JAWA BARAT
0,38442,3,130413,Lintau Buo Utara,KAB. TANAH DATAR,SUMATERA BARAT
0,32746,2,610405,Sandai,KAB. KETAPANG,KALIMANTAN BARAT
0,27985,2,161203,Penukal,KAB. PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN
0,17898,2,810112,Saparua,KAB. MALUKU TENGAH,MALUKU
0,34713,4,351209,Mangaran,KAB. SITUBONDO,JAWA TIMUR
1,18935,5,731401,Panca Lautan,KAB. SIDENRENG RAPPANG,SULAWESI SELATAN
0,17997,2,360228,Cigemlong,KAB. LEBAK,BANTEN
0,23886,1,140715,Kubu Babussalam,KAB. ROKAN HILIR,RIAU
0,16674,1,150117,Depati Tujuh,KAB. KERINCI,JAMBI
0,15347,1,620402,Dusun Hilir,KAB. BARITO SELATAN,KALIMANTAN TENGAH
0,33070,2,150607,Batang Asam,KAB. TANJUNG JABUNG BARAT,JAMBI
1,4580,2,650206,Malinau Selatan,KAB. MALINAU,KALIMANTAN UTARA
1,45082,13,360406,Waringinkurung,KAB. SERANG,BANTEN
0,52717,3,360221,Wanasalam,KAB. LEBAK,BANTEN
1,12893,2,160421,Gumay Talang,KAB. LAHAT,SUMATERA SELATAN
1,20326,6,731408,WT. Sidenreng,KAB. SIDENRENG RAPPANG,SULAWESI SELATAN
1,13806,2,740515,Mowila,KAB. KONAWE SELATAN,SULAWESI TENGGARA
0,39396,4,320625,Mangunreja,KAB. TASIKMALAYA,JAWA BARAT
1,11270,2,110623,Blang Bintang,KAB. ACEH BESAR,ACEH
1,10480,2,121320,Puncak Sorik Marapi,KAB. MANDAILING NATAL,SUMATERA UTARA
0,109059,2,520308,Pringgabaya,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT
0,51464,3,170804,Kepahiang,KAB. KEPAHIANG,BENGKULU
1,12674,2,721205,Mori Atas,KAB. MOROWALI UTARA,SULAWESI TENGAH
0,50681,1,352517,Sangkapura,KAB. GRESIK,JAWA TIMUR
0,26246,1,150702,Nipah Panjang,KAB. TANJUNG JABUNG TIMUR,JAMBI
0,18636,2,127803,Gunungsitoli Utara,KOTA GUNUNGSITOLI,SUMATERA UTARA
1,2353,1,920703,Teluk Duairi,KAB. TELUK WONDAMA,PAPUA BARAT
1,6210,1,740603,Rarowatu,KAB. BOMBANA,SULAWESI TENGGARA
0,20726,1,121403,Lahusa,KAB. NIAS SELATAN,SUMATERA UTARA
0,20916,2,120827,Silou Kahean,KAB. SIMALUNGUN,SUMATERA UTARA
0,8386,1,640710,Muara Pahu,KAB. KUTAI BARAT,KALIMANTAN TIMUR
0,17238,1,351121,Taman Krocok,KAB. BONDOWOSO,JAWA TIMUR
0,43147,4,180806,Pakuan Ratu,KAB. WAY KANAN,LAMPUNG
0,23954,3,140203,Kelayang,KAB. INDRAGIRI HULU,RIAU
1,53481,8,332416,Rowosari,KAB. KENDAL,JAWA TENGAH
1,31680,5,180909,Way Khilau,KAB. PESAWARAN,LAMPUNG
1,50652,8,167202,Pagar Alam Selatan,KOTA PAGAR ALAM,SUMATERA SELATAN
1,26851,5,351403,Puspo,KAB. PASURUAN,JAWA TIMUR
1,13597,3,157105,Pelayangan,KOTA JAMBI,JAMBI
1,8974,2,731831,Masanda,KAB. TANA TORAJA,SULAWESI SELATAN
1,63474,15,320931,Depok,KAB. CIREBON,JAWA BARAT
0,42421,2,320238,Purabaya,KAB. SUKABUMI,JAWA BARAT
0,23988,3,360101,Sumur,KAB. PANDEGLANG,BANTEN
0,7980,1,160429,Sukamerindu,KAB. LAHAT,SUMATERA SELATAN
1,11255,2,650208,Malinau Barat,KAB. MALINAU,KALIMANTAN UTARA
1,37714,12,321617,Muaragembong,KAB. BEKASI,JAWA BARAT
1,51361,18,320222,Ciemas,KAB. SUKABUMI,JAWA BARAT
1,55984,20,321412,Babakancikao,KAB. PURWAKARTA,JAWA BARAT
1,19205,7,167403,Cambai,KOTA PRABUMULIH,SUMATERA SELATAN
0,73876,4,520206,Praya Timur,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT
0,32411,2,150701,Muara Sabak Timur,KAB. TANJUNG JABUNG TIMUR,JAMBI
0,55936,4,520113,Lembar,KAB. LOMBOK BARAT,NUSA TENGGARA BARAT
0,38828,3,140207,Batang Cenaku,KAB. INDRAGIRI HULU,RIAU
0,45757,5,320937,Gempol,KAB. CIREBON,JAWA BARAT
0,33867,4,180309,Kotabumi Utara,KAB. LAMPUNG UTARA,LAMPUNG
0,24452,3,180121,Bakauheni,KAB. LAMPUNG SELATAN,LAMPUNG
0,56597,7,217204,Bukit Bestari,KOTA TANJUNG PINANG,KEPULAUAN RIAU
1,20846,3,130509,IV Koto Aur Malintang,KAB. PADANG PARIAMAN,SUMATERA BARAT
1,50890,9,350306,Karangan,KAB. TRENGGALEK,JAWA TIMUR
1,20376,4,121601,Parlilitan,KAB. HUMBANG HASUNDUTAN,SUMATERA UTARA
1,21647,5,161305,Karang Dapo,KAB. MUSI RAWAS UTARA,SUMATERA SELATAN
1,11746,4,737306,Wara Barat,KOTA PALOPO,SULAWESI SELATAN
2,10092,13,750401,Popayato,KAB. PAHUWATO,GORONTALO
0,18454,2,351424,Tosari,KAB. PASURUAN,JAWA TIMUR
0,25429,3,352226,Gondang,KAB. BOJONEGORO,JAWA TIMUR
1,15371,3,120607,Juhar,KAB. KARO,SUMATERA UTARA
1,60949,13,320209,Warungkiara,KAB. SUKABUMI,JAWA BARAT
2,21174,46,920518,Kota Waisai,KAB. RAJA AMPAT,PAPUA BARAT
0,72390,3,120509,Secanggang,KAB. LANGKAT,SUMATERA UTARA
0,34298,2,320615,Puspahiang,KAB. TASIKMALAYA,JAWA BARAT
0,44312,3,120515,Pangkalan Susu,KAB. LANGKAT,SUMATERA UTARA
0,32740,3,630608,Daha Utara,KAB. HULU SUNGAI SELATAN,KALIMANTAN SELATAN
0,26231,3,740801,Lasusua,KAB. KOLAKA UTARA,SULAWESI TENGGARA
0,58768,7,321306,Purwadadi,KAB. SUBANG,JAWA BARAT
0,99052,12,320519,Cilawu,KAB. GARUT,JAWA BARAT
1,19869,3,120703,Sibolangit,KAB. DELI SERDANG,SUMATERA UTARA
1,11729,2,137605,Payakumbuh Selatan,KOTA PAYAKUMBUH,SUMATERA BARAT
1,59219,11,327904,Langensari,KOTA BANJAR,JAWA BARAT
1,23919,5,760502,Pamboang,KAB. MAJENE,SULAWESI BARAT
0,20307,2,180227,Anak Ratu Aji,KAB. LAMPUNG TENGAH,LAMPUNG
0,41825,5,121805,Tanjung Beringin,KAB. SERDANG BEDAGAI,SUMATERA UTARA
1,39879,13,352004,Takeran,KAB. MAGETAN,JAWA TIMUR
0,57735,4,321216,Sindang,KAB. INDRAMAYU,JAWA BARAT
0,50682,4,331601,Jati,KAB. BLORA,JAWA TENGAH
0,24755,2,180809,Rebang Tangkas,KAB. WAY KANAN,LAMPUNG
0,62308,6,360429,Padarincang,KAB. SERANG,BANTEN
0,30121,3,760414,Matakali,KAB. POLEWALI MANDAR,SULAWESI BARAT
0,18013,2,140116,Perhentian Raja,KAB. KAMPAR,RIAU
1,40607,6,531305,Nubatukan,KAB. LEMBATA,NUSA TENGGARA TIMUR
1,47665,8,321320,Cipeundeuy,KAB. SUBANG,JAWA BARAT
1,47513,8,321008,Sukahaji,KAB. MAJALENGKA,JAWA BARAT
0,52625,3,120504,Sei Bingei,KAB. LANGKAT,SUMATERA UTARA
1,51682,34,320813,Cilimus,KAB. KUNINGAN,JAWA BARAT
0,76693,2,122301,Kualuh Hulu,KAB. LABUHANBATU UTARA,SUMATERA UTARA
0,71500,3,332803,Bojong,KAB. TEGAL,JAWA TENGAH
0,25186,3,180718,Gunung Pelindung,KAB. LAMPUNG TIMUR,LAMPUNG
1,67968,13,330205,Kebasen,KAB. BANYUMAS,JAWA TENGAH
1,10313,2,121706,Sianjar Mula Mula,KAB. SAMOSIR,SUMATERA UTARA
1,17031,3,161011,Rantau Panjang,KAB. OGAN ILIR,SUMATERA SELATAN
1,14035,3,911403,Kanggime,KAB. TOLIKARA,P A P U A
1,58175,14,321311,Pamanukan,KAB. SUBANG,JAWA BARAT
1,62514,20,187111,Tanjung Senang,KOTA BANDAR LAMPUNG,LAMPUNG
0,53768,3,360219,Cibeber,KAB. LEBAK,BANTEN
0,30055,2,531001,Wae Rii,KAB. MANGGARAI,NUSA TENGGARA TIMUR
1,22740,4,140315,Talang Muandau,KAB. BENGKALIS,RIAU
1,31242,7,120822,Bandar Huluan,KAB. SIMALUNGUN,SUMATERA UTARA
1,45904,11,610418,Benua Kayong,KAB. KETAPANG,KALIMANTAN BARAT
1,41532,14,340105,Lendah,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA
0,48794,3,352404,Ngimbang,KAB. LAMONGAN,JAWA TIMUR
0,28283,2,730203,Bonto Bahari,KAB. BULUKUMBA,SULAWESI SELATAN
0,43346,4,130106,Bayang,KAB. PESISIR SELATAN,SUMATERA BARAT
1,42231,9,321106,Situraja,KAB. SUMEDANG,JAWA BARAT
1,12528,3,630319,Tatah Makmur,KAB. BANJAR,KALIMANTAN SELATAN
0,30923,3,180304,Tanjung Raja,KAB. LAMPUNG UTARA,LAMPUNG
0,59720,6,330903,Cepogo,KAB. BOYOLALI,JAWA TENGAH
1,21518,4,810109,Banda,KAB. MALUKU TENGAH,MALUKU
0,33952,3,351819,Lengkong,KAB. NGANJUK,JAWA TIMUR
1,86300,13,331107,Polokarto,KAB. SUKOHARJO,JAWA TENGAH
1,28722,5,351203,Suboh,KAB. SITUBONDO,JAWA TIMUR
1,15104,3,150608,Renah Mendaluh,KAB. TANJUNG JABUNG BARAT,JAMBI
1,64087,13,531012,Langke Rembong,KAB. MANGGARAI,NUSA TENGGARA TIMUR
1,71001,16,351003,Purwoharjo,KAB. BANYUWANGI,JAWA TIMUR
0,73713,2,352613,Tanah Merah,KAB. BANGKALAN,JAWA TIMUR
0,52958,3,360422,Baros,KAB. SERANG,BANTEN
0,56397,5,320904,Pabedilan,KAB. CIREBON,JAWA BARAT
0,90230,11,321011,Jatiwangi,KAB. MAJALENGKA,JAWA BARAT
1,54588,8,331706,Sedan,KAB. REMBANG,JAWA TENGAH
1,59670,11,351019,Songgon,KAB. BANYUWANGI,JAWA TIMUR
2,7742,8,750301,Tapa,KAB. BONE BOLANGO,GORONTALO
0,61113,5,331705,Sarang,KAB. REMBANG,JAWA TENGAH
0,55792,7,320717,Lakbok,KAB. CIAMIS,JAWA BARAT
0,7919,1,121404,Hibala,KAB. NIAS SELATAN,SUMATERA UTARA
0,23661,3,731509,Tiroang,KAB. PINRANG,SULAWESI SELATAN
0,7856,1,150222,Tabir Lintas,KAB. MERANGIN,JAMBI
1,36559,13,331701,Sumber,KAB. REMBANG,JAWA TENGAH
1,33569,15,732406,Wotu,KAB. LUWU TIMUR,SULAWESI SELATAN
1,46994,27,210204,Meral,KAB. KARIMUN,KEPULAUAN RIAU
1,26443,16,351113,Tegalampel,KAB. BONDOWOSO,JAWA TIMUR
1,25868,16,740202,Unaaha,KAB. KONAWE,SULAWESI TENGGARA
1,46879,7,330408,Madukara,KAB. BANJARNEGARA,JAWA TENGAH
1,38672,7,760102,Pasangkayu,KAB. MAMUJU UTARA,SULAWESI BARAT
1,97975,19,332613,Kedungwuni,KAB. PEKALONGAN,JAWA TENGAH
1,54683,12,150303,Sarolangun,KAB. SAROLANGUN,JAMBI
1,46807,12,520803,Kayangan,KAB. LOMBOK UTARA,NUSA TENGGARA BARAT
1,46638,16,330705,Leksono,KAB. WONOSOBO,JAWA TENGAH
1,18502,4,210208,Kundur Barat,KAB. KARIMUN,KEPULAUAN RIAU
1,26878,6,161303,Nibung,KAB. MUSI RAWAS UTARA,SUMATERA SELATAN
1,21684,5,127304,Sibolga Sambas,KOTA SIBOLGA,SUMATERA UTARA
1,12796,4,710324,Tahuna Timur,KAB. KEPULAUAN SANGIHE,SULAWESI UTARA
1,9335,3,110907,Teupah Selatan,KAB. SIMEULUE,ACEH
0,36380,2,360102,Cimanggu,KAB. PANDEGLANG,BANTEN
0,64019,8,320636,Ciawi,KAB. TASIKMALAYA,JAWA BARAT
0,7825,1,131010,Asam Jujuhan,KAB. DHARMASRAYA,SUMATERA BARAT
1,42085,14,331302,Jatiyoso,KAB. KARANGANYAR,JAWA TENGAH
1,10991,7,640209,Kenohan,KAB. KUTAI KARTANEGARA,KALIMANTAN TIMUR
2,101826,281,910101,Merauke,KAB. MERAUKE,P A P U A
2,140419,200,337411,Banyumanik,KOTA SEMARANG,JAWA TENGAH
2,73716,89,337404,Gayamsari,KOTA SEMARANG,JAWA TENGAH
2,321264,384,320101,Cibinong,KAB. BOGOR,JAWA BARAT
2,275086,315,317304,Tambora,KOTA ADM. JAKARTA BARAT,DKI JAKARTA
2,189643,163,360318,Cikupa,KAB. TANGERANG,BANTEN
1,67538,28,332206,Tuntang,KAB. SEMARANG,JAWA TENGAH
1,64690,20,730403,Binamu,KAB. JENEPONTO,SULAWESI SELATAN
1,42132,13,367206,Gerogol,KOTA CILEGON,BANTEN
1,143456,77,137109,Kuranji,KOTA PADANG,SUMATERA BARAT
0,17437,1,741101,Tirawuta,KAB. KOLAKA TIMUR,SULAWESI TENGGARA
0,17017,1,731829,Makale Selatan,KAB. TANA TORAJA,SULAWESI SELATAN
0,16175,1,530302,Miomafo Barat,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
0,16010,1,120330,Tano Tombangan Angkola,KAB. TAPANULI SELATAN,SUMATERA UTARA
0,15389,1,531016,Reok Barat,KAB. MANGGARAI,NUSA TENGGARA TIMUR
0,15198,1,610313,Toba,KAB. SANGGAU,KALIMANTAN BARAT
0,15137,1,530601,Wulanggitang,KAB. FLORES TIMUR,NUSA TENGGARA TIMUR
0,45223,3,110802,Dewantara,KAB. ACEH UTARA,ACEH
0,15029,1,810102,Teon Nila Serua,KAB. MALUKU TENGAH,MALUKU
0,14402,1,532105,Rinhat,KAB. MALAKA,NUSA TENGGARA TIMUR
0,14400,1,760309,Tanduk Kalua,KAB. MAMASA,SULAWESI BARAT
0,14084,1,760107,Bulu Taba,KAB. MAMUJU UTARA,SULAWESI BARAT
0,13967,1,610812,Banyuke Hulu,KAB. LANDAK,KALIMANTAN BARAT
0,13845,1,122111,Aek Nabara Barumun,KAB. PADANG LAWAS,SUMATERA UTARA
0,13750,1,170402,Tanjung Kemuning,KAB. KAUR,BENGKULU
0,13599,1,352926,Batuan,KAB. SUMENEP,JAWA TIMUR
0,13583,1,130310,Kupitan,KAB. SIJUNJUNG,SUMATERA BARAT
0,12506,1,120611,Payung,KAB. KARO,SUMATERA UTARA
0,24823,2,321323,Serangpanjang,KAB. SUBANG,JAWA BARAT
0,12233,1,630505,Candi Laras Selatan,KAB. TAPIN,KALIMANTAN SELATAN
0,10099,1,720219,Poso Pesisir Selatan,KAB. POSO,SULAWESI TENGAH
0,9596,1,760505,Ulumanda,KAB. MAJENE,SULAWESI BARAT
0,8767,1,760111,Sarjo,KAB. MAMUJU UTARA,SULAWESI BARAT
1,6779,1,630908,Muara Harus,KAB. TABALONG,KALIMANTAN SELATAN
1,6538,1,530716,Koting,KAB. SIKKA,NUSA TENGGARA TIMUR
1,6283,1,741304,Wadaga,KAB. MUNA BARAT,SULAWESI TENGGARA
1,5950,1,810219,Kei Kecil Timur Selatan,KAB. MALUKU TENGGARA,MALUKU
1,10899,2,650106,Tanjung Palas Tengah,KAB. BULUNGAN,KALIMANTAN UTARA
1,3955,1,190308,Kepulauan Pongok,KAB. BANGKA SELATAN,KEPULAUAN BANGKA BELITUNG
1,7792,2,170807,Seberang Musi,KAB. KEPAHIANG,BENGKULU
1,3088,1,740216,Latoma,KAB. KONAWE,SULAWESI TENGGARA
1,11926,4,640811,Sandaran,KAB. KUTAI TIMUR,KALIMANTAN TIMUR
0,25587,1,110611,Kuta Baro,KAB. ACEH BESAR,ACEH
0,25349,1,120928,Silau Laut,KAB. ASAHAN,SUMATERA UTARA
0,25181,1,140711,Simpang Kanan,KAB. ROKAN HILIR,RIAU
0,24002,1,617203,Singkawang Timur,KOTA SINGKAWANG,KALIMANTAN BARAT
0,23937,1,170506,Air Periukan,KAB. SELUMA,BENGKULU
0,23042,1,120331,Angkola Sangkunur,KAB. TAPANULI SELATAN,SUMATERA UTARA
0,22871,1,111602,Bendahara,KAB. ACEH TAMIANG,ACEH
0,22412,1,531602,Nangaroro,KAB. NAGEKEO,NUSA TENGGARA TIMUR
0,22177,1,740519,Laeya,KAB. KONAWE SELATAN,SULAWESI TENGGARA
0,21856,1,531307,Buyasuri,KAB. LEMBATA,NUSA TENGGARA TIMUR
0,21361,1,720310,Sindue,KAB. DONGGALA,SULAWESI TENGAH
0,21105,1,630806,Amuntai Utara,KAB. HULU SUNGAI UTARA,KALIMANTAN SELATAN
0,21102,1,530221,Kualin,KAB TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
0,19582,1,630901,Banua Lawas,KAB. TABALONG,KALIMANTAN SELATAN
0,18815,1,160317,Lembak,KAB. MUARA ENIM,SUMATERA SELATAN
2,2397,4,920501,Misool (Misool Utara),KAB. RAJA AMPAT,PAPUA BARAT
0,53098,1,352611,Kwanyar,KAB. BANGKALAN,JAWA TIMUR
0,40733,1,730802,Kahu,KAB. BONE,SULAWESI SELATAN
0,35522,1,332402,Pageruyung,KAB. KENDAL,JAWA TENGAH
0,34581,1,160202,Tanjung Lubuk,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN
0,34016,1,360205,Muncang,KAB. LEBAK,BANTEN
0,32316,1,120809,Sidamanik,KAB. SIMALUNGUN,SUMATERA UTARA
0,23217,1,130710,Situjuah Limo Nagari,KAB. LIMA PULUH KOTA,SUMATERA BARAT
0,21113,1,332311,Tretep,KAB. TEMANGGUNG,JAWA TENGAH
0,18218,1,520502,Kempo,KAB. DOMPU,NUSA TENGGARA BARAT
0,17851,1,150804,Jujuhan,KAB. BUNGO,JAMBI
0,16875,1,620404,Dusun Utara,KAB. BARITO SELATAN,KALIMANTAN TENGAH
0,14375,1,721011,Dolo Barat,KAB. SIGI,SULAWESI TENGAH
1,10451,3,650103,Tanjung Palas Utara,KAB. BULUNGAN,KALIMANTAN UTARA
0,27373,1,531803,Wewewa Timur,KAB. SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
0,6928,1,531106,Pinu Pahar,KAB. SUMBA TIMUR,NUSA TENGGARA TIMUR
0,19332,1,530902,Golewa,KAB. NGADA,NUSA TENGGARA TIMUR
0,25627,1,530804,Ende Selatan,KAB. ENDE,NUSA TENGGARA TIMUR
0,8667,1,530505,Alor Timur,KAB. ALOR,NUSA TENGGARA TIMUR
0,4897,1,530312,Musi,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
0,51144,1,360210,Cileles,KAB. LEBAK,BANTEN
0,46552,1,320604,Pancatengah,KAB. TASIKMALAYA,JAWA BARAT
0,12157,1,170901,Karang Tinggi,KAB. BENGKULU TENGAH,BENGKULU
0,11770,1,170805,Merigi,KAB. KEPAHIANG,BENGKULU
0,15918,1,170504,Semidang Alas,KAB. SELUMA,BENGKULU
0,21031,1,161202,Penukal Utara,KAB. PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN
0,36903,1,140706,Pasir Limau Kapas,KAB. ROKAN HILIR,RIAU
0,27425,1,131207,Ranah Batahan,KAB. PASAMAN BARAT,SUMATERA BARAT
0,24805,1,131206,Gunungtuleh,KAB. PASAMAN BARAT,SUMATERA BARAT
0,8700,1,131005,Sembilan Koto,KAB. DHARMASRAYA,SUMATERA BARAT
0,9733,1,130910,Pagai Selatan,KAB. KEPULAUAN MENTAWAI,SUMATERA BARAT
0,61025,1,122202,Kampung Rakyat,KAB. LABUHANBATU SELATAN,SUMATERA UTARA
0,17199,1,122106,Ulu Barumun,KAB. PADANG LAWAS,SUMATERA UTARA
0,48550,1,121803,Teluk Mengkudu,KAB. SERDANG BEDAGAI,SUMATERA UTARA
0,10871,1,121319,Huta Bargot,KAB. MANDAILING NATAL,SUMATERA UTARA
0,23255,1,121302,Panyabungan Utara,KAB. MANDAILING NATAL,SUMATERA UTARA
0,8661,1,121206,Borbor,KAB. TOBA SAMOSIR,SUMATERA UTARA
0,20801,1,121104,Siempat Nempu,KAB. DAIRI,SUMATERA UTARA
0,48323,1,120513,Gebang,KAB. LANGKAT,SUMATERA UTARA
0,5945,1,120113,Sitahuis,KAB. TAPANULI TENGAH,SUMATERA UTARA
2,6643,7,621205,Sumber Barito,KAB. MURUNG RAYA,KALIMANTAN TENGAH
2,2727,3,620908,Batang Kawa,KAB. LAMANDAU,KALIMANTAN TENGAH
2,6954,8,621303,Patangkep Tutui,KAB. BARITO TIMUR,KALIMANTAN TENGAH
2,10786,15,610607,Jongkong,KAB. KAPUAS HULU,KALIMANTAN BARAT
2,1565,3,121506,Pagindar,KAB. PAKPAK BHARAT,SUMATERA UTARA
2,8641,18,750207,Paguyaman Pantai,KAB. BOALEMO,GORONTALO
2,5961,22,910804,Aradide,KAB. PANIAI,P A P U A
0,0,0,710502,Tompaso Baru,KAB. MINAHASA SELATAN,SULAWESI UTARA
0,0,0,531705,Katiku Tana Selatan,KAB. SUMBA TENGAH,NUSA TENGGARA TIMUR
0,9556,1,810903,Ambalau,KAB. BURU SELATAN,MALUKU
0,5454,1,741108,Uluiwoi,KAB. KOLAKA TIMUR,SULAWESI TENGGARA
0,9516,1,741005,Kulisusu Utara,KAB. BUTON UTARA,SULAWESI TENGGARA
0,11653,1,740314,Lasalepa,KAB. MUNA,SULAWESI TENGGARA
0,27100,1,731105,Mallusetasi,KAB. BARRU,SULAWESI SELATAN
0,29199,1,730807,Mare,KAB. BONE,SULAWESI SELATAN
0,35771,1,730301,Bissappu,KAB. BANTAENG,SULAWESI SELATAN
0,5910,1,721003,Nokilalaki,KAB. SIGI,SULAWESI TENGAH
0,18956,1,710508,Sinonsayang,KAB. MINAHASA SELATAN,SULAWESI UTARA
0,27155,1,630704,Labuan Amas Utara,KAB. HULU SUNGAI TENGAH,KALIMANTAN SELATAN
0,14063,1,630408,Belawang,KAB. BARITO KUALA,KALIMANTAN SELATAN
0,13622,1,611204,Terentang,KAB. KUBU RAYA,KALIMANTAN BARAT
0,15561,1,610717,Tujuh Belas,KAB. BENGKAYANG,KALIMANTAN BARAT
0,6651,1,610716,Lembah Bawang,KAB. BENGKAYANG,KALIMANTAN BARAT
0,13949,1,730108,Taka Bonerate,KAB. KEPULAUAN SELAYAR,SULAWESI SELATAN
0,13878,1,111504,Beutong,KAB. NAGAN RAYA,ACEH
0,13115,1,352225,Kedewan,KAB. BOJONEGORO,JAWA TIMUR
0,12915,1,121307,Bukit Malintang,KAB. MANDAILING NATAL,SUMATERA UTARA
0,12898,1,820602,Maba,KAB. HALMAHERA TIMUR,MALUKU UTARA
0,12808,1,160324,Belida Darat,KAB. MUARA ENIM,SUMATERA SELATAN
0,12377,1,912609,Mapia Tengah,KAB. DOGIYAI,P A P U A
0,12218,1,111115,Peusangan Siblah Krueng,KAB. BIREUEN,ACEH
0,11939,1,157204,Tanah Kampung,KOTA SUNGAI PENUH,JAMBI
0,11926,1,610109,Sajingan Besar,KAB. SAMBAS,KALIMANTAN BARAT
0,11911,1,180419,Air Hitam,KAB. LAMPUNG BARAT,LAMPUNG
1,2403,1,641103,Laham,KAB. MAHAKAM ULU,KALIMANTAN TIMUR
0,62865,2,110501,Johan Pahwalan,KAB. ACEH BARAT,ACEH
0,20389,1,520608,Donggo,KAB. BIMA,NUSA TENGGARA BARAT
0,18100,1,530612,Witihama,KAB. FLORES TIMUR,NUSA TENGGARA TIMUR
0,17542,1,150102,Danau Kerinci,KAB. KERINCI,JAMBI
0,16999,1,921101,Ransiki,KAB. MANOKWARI SELATAN,PAPUA BARAT
0,16490,1,117504,Sultan Daulat,KOTA SUBULUSSALAM,ACEH
0,16384,1,141006,Pulaumerbau,KAB. KEPULAUAN MERANTI,RIAU
0,15592,1,610706,Sanggau Ledo,KAB. BENGKAYANG,KALIMANTAN BARAT
0,15091,1,121203,Silaen,KAB. TOBA SAMOSIR,SUMATERA UTARA
0,12092,1,720505,Paleleh,KAB. BUOL,SULAWESI TENGAH
0,11960,1,760110,Bambaira,KAB. MAMUJU UTARA,SULAWESI BARAT
0,10754,1,740511,Laonti,KAB. KONAWE SELATAN,SULAWESI TENGGARA
1,6305,1,910104,Kimaam,KAB. MERAUKE,P A P U A
1,7789,2,910728,Yamoneri,KAB. PUNCAK JAYA,P A P U A
0,38808,1,351715,Plandaan,KAB. JOMBANG,JAWA TIMUR
0,40576,2,910501,Yapen Selatan,KAB. KEPULAUAN YAPEN,P A P U A
0,9238,1,170909,Pondok Kubang,KAB. BENGKULU TENGAH,BENGKULU
0,9136,1,150610,Seberang Kota,KAB. TANJUNG JABUNG BARAT,JAMBI
0,36148,4,180214,Bumi Ratu Nuban,KAB. LAMPUNG TENGAH,LAMPUNG
1,10187,6,920203,Warmare,KAB. MANOKWARI,PAPUA BARAT
0,31670,2,330413,Karangkobar,KAB. BANJARNEGARA,JAWA TENGAH
0,46099,3,730817,Tellu Siattinge,KAB. BONE,SULAWESI SELATAN
1,25645,7,117108,Jaya Baru,KOTA BANDA ACEH,ACEH
0,34603,4,640208,Kota Bangun,KAB. KUTAI KARTANEGARA,KALIMANTAN TIMUR
0,26765,2,130814,Rao,KAB. PASAMAN,SUMATERA BARAT
0,10115,1,170609,Selagan Raya,KAB. MUKO MUKO,BENGKULU
0,9951,1,710709,Tombatu Timur,KAB. MINAHASA TENGGARA,SULAWESI UTARA
0,17744,1,110306,Nurussalam,KAB. ACEH TIMUR,ACEH
0,20876,1,110301,Darul Aman,KAB. ACEH TIMUR,ACEH
0,5386,1,110101,Bakongan,KAB. ACEH SELATAN,ACEH
0,14711,2,740315,Batalaiwaru,KAB. MUNA,SULAWESI TENGGARA
0,22107,2,720806,Sausu,KAB. PARIGI MOUTONG,SULAWESI TENGAH
0,29638,2,620307,Kapuas Murung,KAB. KAPUAS,KALIMANTAN TENGAH
