nama_provinsi,kode_provinsi,kode_kecamatan,nama_kecamatan,kode_kabupatenkota,nama_kabupatenkota,jumlah_penduduk,total,density,level_kerawanan
JAMBI,15,150501,Jambi Luar Kota,15.05,KAB. MUARO JAMBI,61057,20,0.00032756276921565097,1
JAWA BARAT,32,327803,Tawang,32.78,KOTA TASIKMALAYA,64114,21,0.0003275415665845213,1
JAWA TENGAH,33,332909,Brebes,33.29,KAB. BREBES,180192,59,0.0003274285206890428,1
SULAWESI SELATAN,73,730509,Galesong,73.05,KAB. TAKALAR,39752,13,0.0003270275709398269,1
PAPUA,91,910503,Yapen Timur,91.05,KAB. KEPULAUAN YAPEN,6117,2,0.00032695765898316167,1
SULAWESI UTARA,71,710509,Tenga,71.05,KAB. MINAHASA SELATAN,21457,7,0.0003262338630749872,1
JAWA TENGAH,33,332216,Bancak,33.22,KAB. SEMARANG,24533,8,0.0003260913871112379,1
KALIMANTAN TENGAH,62,621209,Seribu Riam,62.12,KAB. MURUNG RAYA,3067,1,0.00032605151613955004,1
JAWA TIMUR,35,352004,Takeran,35.20,KAB. MAGETAN,39879,13,0.0003259861079766293,1
SULAWESI UTARA,71,717103,Singkil,71.71,KOTA MANADO,55234,18,0.0003258862294963247,1
JAWA TIMUR,35,352010,Bendo,35.20,KAB. MAGETAN,42981,14,0.00032572532049044925,1
JAWA TENGAH,33,331215,Jatiroto,33.12,KAB. WONOGIRI,42991,14,0.00032564955455793073,1
PAPUA,91,910263,Welesi,91.02,KAB. JAYAWIJAYA,3075,1,0.0003252032520325203,1
MALUKU UTARA,82,820304,Galela,82.03,KAB. HALMAHERA UTARA,9229,3,0.0003250623036081916,1
SUMATERA SELATAN,16,160905,Simpang,16.09,KAB. OGAN KOMERING ULU SELATAN,18461,6,0.0003250094794431504,1
MALUKU,81,810503,Werinama,81.05,KAB. SERAM BAGIAN TIMUR,6160,2,0.0003246753246753247,1
JAWA TIMUR,35,351216,Banyuglugur,35.12,KAB. SITUBONDO,24687,8,0.0003240571960951108,1
SULAWESI TENGGARA,74,740216,Latoma,74.02,KAB. KONAWE,3088,1,0.0003238341968911917,1
JAWA BARAT,32,320920,Kedawung,32.09,KAB. CIREBON,58687,19,0.0003237514270622114,1
JAMBI,15,150511,Taman Rajo,15.05,KAB. MUARO JAMBI,12356,4,0.0003237293622531564,1
KALIMANTAN SELATAN,63,630311,Aranio,63.03,KAB. BANJAR,9268,3,0.00032369443245576176,1
JAWA TIMUR,35,351617,Dawarblandong,35.16,KAB. MOJOKERTO,52527,17,0.00032364307879757077,1
JAWA TIMUR,35,351510,Wonoayu,35.15,KAB. SIDOARJO,80411,26,0.00032333884667520613,1
JAWA TIMUR,35,352109,Ngawi,35.21,KAB. NGAWI,86680,28,0.0003230272265805261,1
JAWA BARAT,32,321117,Sumedang Selatan,32.11,KAB. SUMEDANG,80527,26,0.000322873073627479,1
JAWA TENGAH,33,331802,Kayen,33.18,KAB. PATI,77468,25,0.0003227138947694532,1
JAMBI,15,157109,Alam Barajo,15.71,KOTA JAMBI,105583,34,0.0003220215375581296,1
JAWA BARAT,32,321713,Rongga,32.17,KAB. BANDUNG BARAT,52865,17,0.0003215738201078218,1
ACEH,11,110907,Teupah Selatan,11.09,KAB. SIMEULUE,9335,3,0.00032137118371719335,1
SULAWESI UTARA,71,710313,Manganitu,71.03,KAB. KEPULAUAN SANGIHE,15569,5,0.0003211510052026463,1
JAWA TENGAH,33,331020,Jatinom,33.10,KAB. KLATEN,62312,20,0.0003209654641160611,1
JAWA BARAT,32,320910,Astanajapura,32.09,KAB. CIREBON,74785,24,0.00032091997058233604,1
JAWA TIMUR,35,351007,Gambiran,35.10,KAB. BANYUWANGI,68558,22,0.0003208961755010356,1
JAWA TIMUR,35,350104,Pacitan,35.01,KAB. PACITAN,77948,25,0.0003207266382716683,1
JAWA TIMUR,35,352605,Arosbaya,35.26,KAB. BANGKALAN,49904,16,0.0003206155819172812,1
LAMPUNG,18,187111,Tanjung Senang,18.71,KOTA BANDAR LAMPUNG,62514,20,0.0003199283360527242,1
JAWA TENGAH,33,331311,Jaten,33.13,KAB. KARANGANYAR,81472,26,0.00031912804399057346,1
BANTEN,36,360430,Anyar,36.04,KAB. SERANG,53316,17,0.0003188536274289144,1
JAMBI,15,150201,Jangkat,15.02,KAB. MERANGIN,9409,3,0.0003188436603252205,1
RIAU,14,140512,Bandar Petalangan,14.05,KAB. PELALAWAN,15683,5,0.00031881655295542947,1
KALIMANTAN BARAT,61,617202,Singkawang Barat,61.72,KOTA SINGKAWANG,56483,18,0.0003186799568011614,1
JAWA BARAT,32,320909,Sedong,32.09,KAB. CIREBON,40824,13,0.00031844013325494806,1
BENGKULU,17,177106,Ratu Agung,17.71,KOTA BENGKULU,53386,17,0.00031843554489941183,1
SUMATERA BARAT,13,130608,Baso,13.06,KAB. AGAM,37702,12,0.00031828550209537956,1
JAWA BARAT,32,321617,Muaragembong,32.16,KAB. BEKASI,37714,12,0.000318184228668399,1
JAWA TENGAH,33,330202,Wangon,33.02,KAB. BANYUMAS,84901,27,0.0003180174556247865,1
RIAU,14,140812,Sabak Auh,14.08,KAB. SIAK,12582,4,0.00031791448100460976,1
JAWA TIMUR,35,350913,Rambipuji,35.09,KAB. JEMBER,88091,28,0.00031785312915053754,1
JAWA TIMUR,35,350214,Sampung,35.02,KAB. PONOROGO,40936,13,0.00031756888802032444,1
SUMATERA UTARA,12,120307,Batang Angkola,12.03,KAB. TAPANULI SELATAN,22052,7,0.00031743152548521677,1
JAWA TENGAH,33,331516,Godong,33.15,KAB. GROBOGAN,88230,28,0.0003173523744758019,1
PAPUA,91,910312,Ebungfao,91.03,KAB. JAYAPURA,3152,1,0.00031725888324873094,1
JAWA TENGAH,33,332212,Bringin,33.22,KAB. SEMARANG,47300,15,0.0003171247357293869,1
KALIMANTAN BARAT,61,610218,Mempawah Timur,61.02,KAB. MEMPAWAH,34746,11,0.0003165832038220227,1
JAWA TENGAH,33,332917,Banjarharjo,33.29,KAB. BREBES,126378,40,0.00031651078510500243,1
SULAWESI UTARA,71,717205,Matuari,71.72,KOTA BITUNG,37974,12,0.00031600568810238584,1
SUMATERA UTARA,12,121607,Sijamapolang,12.16,KAB. HUMBANG HASUNDUTAN,6337,2,0.00031560675398453525,1
JAWA TENGAH,33,332102,Karangawen,33.21,KAB. DEMAK,91892,29,0.00031558786401427764,1
JAWA TIMUR,35,350907,Semboro,35.09,KAB. JEMBER,50704,16,0.0003155569580309246,1
JAWA TENGAH,33,330316,Pengadegan,33.03,KAB. PURBALINGGA,41226,13,0.0003153349827778586,1
SULAWESI TENGAH,72,720506,Biau,72.05,KAB. BUOL,28544,9,0.00031530269058295963,1
BALI,51,510204,Kerambitan,51.02,KAB. TABANAN,41258,13,0.0003150904067090019,1
JAWA TENGAH,33,331415,Sumberlawang,33.14,KAB. SRAGEN,50889,16,0.0003144097938650789,1
JAWA TENGAH,33,331819,Tayu,33.18,KAB. PATI,70068,22,0.000313980704458526,1
JAWA TENGAH,33,330515,Adimulyo,33.05,KAB. KEBUMEN,38277,12,0.00031350419311858296,1
SULAWESI SELATAN,73,731833,Sangalla Selatan,73.18,KAB. TANA TORAJA,9579,3,0.00031318509238960227,1
SULAWESI UTARA,71,710324,Tahuna Timur,71.03,KAB. KEPULAUAN SANGIHE,12796,4,0.00031259768677711783,1
SUMATERA SELATAN,16,160906,Buay Sandang Aji,16.09,KAB. OGAN KOMERING ULU SELATAN,22415,7,0.00031229087664510374,1
KEPULAUAN BANGKA BELITUNG,19,190301,Toboali,19.03,KAB. BANGKA SELATAN,70519,22,0.0003119726598505367,1
JAWA TENGAH,33,332013,Kalinyamatan,33.20,KAB. JEPARA,60906,19,0.000311956129117,1
SULAWESI UTARA,71,717107,Wanea,71.71,KOTA MANADO,64186,20,0.000311594428691615,1
MALUKU UTARA,82,820513,Mangoli Utara,82.05,KAB. KEPULAUAN SULA,9631,3,0.0003114941335271519,1
JAWA BARAT,32,320804,Ciwaru,32.08,KAB. KUNINGAN,32120,10,0.00031133250311332503,1
JAWA TENGAH,33,330904,Musuk,33.09,KAB. BOYOLALI,32195,10,0.00031060723714862557,1
JAWA BARAT,32,320228,Cicantayan,32.02,KAB. SUKABUMI,58022,18,0.00031022715521698667,1
JAWA TIMUR,35,350608,Puncu,35.06,KAB. KEDIRI,64568,20,0.0003097509602279767,1
SUMATERA UTARA,12,120829,Raya,12.08,KAB. SIMALUNGUN,32294,10,0.00030965504428067135,1
JAWA TENGAH,33,330810,Mertoyudan,33.08,KAB. MAGELANG,109803,34,0.0003096454559529339,1
JAWA TIMUR,35,351408,Purwosari,35.14,KAB. PASURUAN,84017,26,0.00030946118047538,1
JAWA TENGAH,33,330511,Alian,33.05,KAB. KEBUMEN,67863,21,0.0003094469740506609,1
JAWA TIMUR,35,350712,Sumberpucung,35.07,KAB. MALANG,58172,18,0.00030942721584267346,1
SULAWESI UTARA,71,717104,Wenang,71.71,KOTA MANADO,35556,11,0.00030937113286083926,1
KALIMANTAN UTARA,65,650102,Tanjung Palas Barat,65.01,KAB. BULUNGAN,6466,2,0.0003093102381688834,1
GORONTALO,75,750104,Tibawa,75.01,KAB. GORONTALO,42041,13,0.0003092219500011893,1
SULAWESI SELATAN,73,730403,Binamu,73.04,KAB. JENEPONTO,64690,20,0.0003091667954861648,1
JAWA TIMUR,35,350623,Ringinrejo,35.06,KAB. KEDIRI,58227,18,0.0003091349374001752,1
JAWA BARAT,32,320140,Tenjolaya,32.01,KAB. BOGOR,58247,18,0.0003090287911823785,1
BANTEN,36,367206,Gerogol,36.72,KOTA CILEGON,42132,13,0.00030855406816671414,1
JAWA TENGAH,33,330801,Salaman,33.08,KAB. MAGELANG,74561,23,0.00030847225761457064,1
SULAWESI TENGAH,72,720610,Bahodopi,72.06,KAB. MOROWALI,32425,10,0.00030840400925212025,1
JAWA TENGAH,33,330201,Lumbir,33.02,KAB. BANYUMAS,51894,16,0.0003083208078005164,1
JAWA TIMUR,35,350904,Gumukmas,35.09,KAB. JEMBER,87592,27,0.0003082473285231528,1
KALIMANTAN UTARA,65,650305,Krayan,65.03,KAB. NUNUKAN,3245,1,0.0003081664098613251,1
JAWA TENGAH,33,331515,Klambu,33.15,KAB. GROBOGAN,38945,12,0.0003081268455514187,1
ACEH,11,110601,Lhoong,11.06,KAB. ACEH BESAR,9751,3,0.0003076607527433084,1
SULAWESI BARAT,76,760404,Polewali,76.04,KAB. POLEWALI MANDAR,71522,22,0.00030759766225776686,1
JAWA TIMUR,35,352413,Pucuk,35.24,KAB. LAMONGAN,48826,15,0.0003072133699258592,1
JAWA TENGAH,33,330918,Wonosegoro,33.09,KAB. BOYOLALI,39085,12,0.00030702315466291417,1
JAWA TIMUR,35,350215,Sukorejo,35.02,KAB. PONOROGO,58671,18,0.00030679552078539653,1
BALI,51,510404,Tampaksiring,51.04,KAB. GIANYAR,52200,16,0.0003065134099616858,1
SUMATERA UTARA,12,127201,Siantar Timur,12.72,KOTA PEMATANGSIANTAR,39153,12,0.00030648992414374375,1
SUMATERA BARAT,13,130406,Lintau Buo,13.04,KAB. TANAH DATAR,19626,6,0.0003057169061449098,1
JAWA TENGAH,33,332415,Kendal,33.24,KAB. KENDAL,58917,18,0.0003055145374000713,1
JAWA BARAT,32,320823,Japara,32.08,KAB. KUNINGAN,22915,7,0.00030547676194632336,1
KALIMANTAN SELATAN,63,630302,Kertak Hanyar,63.03,KAB. BANJAR,39299,12,0.000305351281203084,1
KEPULAUAN BANGKA BELITUNG,19,190601,Manggar,19.06,KAB. BELITUNG TIMUR,39306,12,0.0003052969012364525,1
JAWA TIMUR,35,352601,Bangkalan,35.26,KAB. BANGKALAN,88481,27,0.00030515025824753335,1
JAWA TENGAH,33,330203,Jatilawang,33.02,KAB. BANYUMAS,68910,21,0.000304745319982586,1
JAWA TENGAH,33,330702,Kepil,33.07,KAB. WONOSOBO,65732,20,0.0003042658066086533,1
JAWA TIMUR,35,352501,Dukun,35.25,KAB. GRESIK,65750,20,0.0003041825095057034,1
JAWA TENGAH,33,331707,Pamotan,33.17,KAB. REMBANG,49381,15,0.00030376055567930984,1
JAWA TENGAH,33,331411,Sidoharjo,33.14,KAB. SRAGEN,59321,18,0.0003034338598472716,1
KALIMANTAN TIMUR,64,647201,Palaran,64.72,KOTA SAMARINDA,59330,18,0.00030338783077700997,1
JAWA TIMUR,35,352107,Karangjati,35.21,KAB. NGAWI,49445,15,0.0003033673778946304,1
SULAWESI UTARA,71,717208,Lembeh Utara,71.72,KOTA BITUNG,9889,3,0.0003033673778946304,1
JAWA TIMUR,35,351123,Jambesari Darus Sholah,35.11,KAB. BONDOWOSO,36289,11,0.0003031221582297666,1
GORONTALO,75,750303,Suwawa,75.03,KAB. BONE BOLANGO,13202,4,0.0003029843963035904,1
JAWA BARAT,32,320534,Pamulihan,32.05,KAB. GARUT,16516,5,0.00030273674013078225,1
LAMPUNG,18,187114,Labuhan Ratu,18.71,KOTA BANDAR LAMPUNG,52856,16,0.0003027092477675193,1
JAWA TIMUR,35,351614,Gedeg,35.16,KAB. MOJOKERTO,59551,18,0.0003022619267518597,1
DAERAH ISTIMEWA YOGYAKARTA,34,340314,Gedangsari,34.03,KAB. GUNUNGKIDUL,39701,12,0.0003022593889322687,1
JAWA TIMUR,35,350809,Tekung,35.08,KAB. LUMAJANG,36413,11,0.0003020899129431796,1
JAWA TENGAH,33,330514,Sruweng,33.05,KAB. KEBUMEN,62975,19,0.0003017070265978563,1
LAMPUNG,18,180204,Gunung Sugih,18.02,KAB. LAMPUNG TENGAH,79590,24,0.0003015454202789295,1
JAWA TIMUR,35,350701,Donomulyo,35.07,KAB. MALANG,66351,20,0.000301427258066947,1
JAWA TIMUR,35,352003,Lembeyan,35.20,KAB. MAGETAN,43166,13,0.000301162952323588,1
PAPUA,91,911801,Agats,91.18,KAB. ASMAT,23248,7,0.0003011011699931177,1
SUMATERA UTARA,12,127601,Padang Hulu,12.76,KOTA TEBING TINGGI,33226,10,0.0003009691205682297,1
KEPULAUAN RIAU,21,217111,Sagulung,21.71,KOTA BATAM,189570,57,0.0003006804874188954,1
JAWA TIMUR,35,351607,Kutorejo,35.16,KAB. MOJOKERTO,66566,20,0.00030045368506444734,1
JAWA TIMUR,35,352414,Paciran,35.24,KAB. LAMONGAN,96542,29,0.0003003873961591846,1
JAWA TIMUR,35,351503,Krembung,35.15,KAB. SIDOARJO,66627,20,0.00030017860627073106,1
SULAWESI TENGAH,72,721014,Marawola,72.10,KAB. SIGI,26661,8,0.00030006376354975434,1
KALIMANTAN UTARA,65,650308,Sebatik Barat,65.03,KAB. NUNUKAN,10009,3,0.0002997302427814966,1
JAWA TENGAH,33,330406,Banjarnegara,33.04,KAB. BANJARNEGARA,70087,21,0.0002996276056900709,1
JAWA BARAT,32,320631,Sukaratu,32.06,KAB. TASIKMALAYA,50082,15,0.0002995088055588834,1
JAWA TIMUR,35,350721,Wagir,35.07,KAB. MALANG,83662,25,0.0002988214482082666,1
PAPUA BARAT,92,920401,Teminabuan,92.04,KAB. SORONG SELATAN,20081,6,0.00029878990090134955,1
JAWA TIMUR,35,350601,Semen,35.06,KAB. KEDIRI,53561,16,0.0002987248184313213,1
JAWA BARAT,32,320807,Lebakwangi,32.08,KAB. KUNINGAN,46886,14,0.00029859659599880563,1
JAWA TENGAH,33,332308,Parakan,33.23,KAB. TEMANGGUNG,53588,16,0.0002985743076808241,1
JAWA TIMUR,35,351001,Pesanggaran,35.10,KAB. BANYUWANGI,53616,16,0.0002984183825723665,1
KEPULAUAN RIAU,21,210507,Siantan Tengah,21.05,KAB. KEPULAUAN ANAMBAS,3353,1,0.00029824038174768865,1
PAPUA BARAT,92,920806,Teluk Arguni Bawah,92.08,KAB. KAIMANA,3353,1,0.00029824038174768865,1
PAPUA,91,911233,Pamek,91.12,KAB. PEGUNUNGAN BINTANG,3354,1,0.0002981514609421586,1
BALI,51,510407,Payangan,51.04,KAB. GIANYAR,47078,14,0.0002973788181316114,1
JAWA BARAT,32,320806,Luragung,32.08,KAB. KUNINGAN,47078,14,0.0002973788181316114,1
JAWA TENGAH,33,330405,Bawang,33.04,KAB. BANJARNEGARA,63914,19,0.00029727446255906374,1
JAWA TIMUR,35,350507,Sanankulon,35.05,KAB. BLITAR,57207,17,0.00029716643068155993,1
JAWA TIMUR,35,350502,Udanawu,35.05,KAB. BLITAR,43770,13,0.0002970070824765821,1
DAERAH ISTIMEWA YOGYAKARTA,34,340302,Nglipar,34.03,KAB. GUNUNGKIDUL,33672,10,0.00029698265621287717,1
BENGKULU,17,170405,Kaur Selatan,17.04,KAB. KAUR,16849,5,0.00029675351652917086,1
RIAU,14,140202,Rengat Barat,14.02,KAB. INDRAGIRI HULU,47194,14,0.0002966478789676654,1
SULAWESI SELATAN,73,731607,Cendana,73.16,KAB. ENREKANG,10126,3,0.0002962670353545329,1
JAWA TIMUR,35,350516,Binangun,35.05,KAB. BLITAR,47271,14,0.0002961646675551607,1
GORONTALO,75,750110,Telaga Biru,75.01,KAB. GORONTALO,30412,9,0.00029593581480994347,1
JAWA TENGAH,33,331820,Dukuhseti,33.18,KAB. PATI,60851,18,0.00029580450608864277,1
JAWA BARAT,32,320215,Parakansalak,32.02,KAB. SUKABUMI,43950,13,0.0002957906712172924,1
JAWA BARAT,32,320907,Lemahabang,32.09,KAB. CIREBON,54116,16,0.00029566117229654814,1
NUSA TENGGARA TIMUR,53,531107,Pandawai,53.11,KAB. SUMBA TIMUR,16912,5,0.0002956480605487228,1
SULAWESI TENGGARA,74,740609,Rarowatu Utara,74.06,KAB. BOMBANA,6770,2,0.0002954209748892171,1
JAWA BARAT,32,320922,Kapetakan,32.09,KAB. CIREBON,57574,17,0.0002952721714662869,1
SULAWESI SELATAN,73,731408,WT. Sidenreng,73.14,KAB. SIDENRENG RAPPANG,20326,6,0.00029518842861359833,1
SUMATERA UTARA,12,120811,Tanah Jawa,12.08,KAB. SIMALUNGUN,57597,17,0.0002951542615066757,1
JAWA TENGAH,33,331714,Lasem,33.17,KAB. REMBANG,50872,15,0.0002948576820254757,1
JAWA BARAT,32,320444,Cangkuang,32.04,KAB. BANDUNG,78024,23,0.00029478109299702657,1
JAWA BARAT,32,321304,Kalijati,32.13,KAB. SUBANG,64536,19,0.0002944093219288459,1
SUMATERA BARAT,13,130510,Ulakan Tapakih,13.05,KAB. PADANG PARIAMAN,20433,6,0.00029364263691087944,1
JAWA TENGAH,33,330611,Pituruh,33.06,KAB. PURWOREJO,54519,16,0.00029347566903281425,1
SULAWESI SELATAN,73,731005,Balocci,73.10,KAB. PANGKAJENE KEPULAUAN,17049,5,0.0002932723326881342,1
JAWA TIMUR,35,350814,Padang,35.08,KAB. LUMAJANG,37528,11,0.0002931144745256875,1
JAWA TENGAH,33,330317,Karangjambu,33.03,KAB. PURBALINGGA,27294,8,0.0002931047116582399,1
JAWA TENGAH,33,330215,Gumelar,33.02,KAB. BANYUMAS,54588,16,0.0002931047116582399,1
JAWA BARAT,32,320227,Gunungguruh,32.02,KAB. SUKABUMI,54589,16,0.0002930993423583506,1
JAMBI,15,150802,Rantau Pandan,15.08,KAB. BUNGO,10240,3,0.00029296875,1
KALIMANTAN SELATAN,63,630407,Rantau Badauh,63.04,KAB. BARITO KUALA,17075,5,0.00029282576866764275,1
KALIMANTAN TIMUR,64,640310,Tabalar,64.03,KAB. BERAU,6841,2,0.00029235491887151,1
JAWA TIMUR,35,351810,Baron,35.18,KAB. NGANJUK,54739,16,0.00029229616909333384,1
JAWA BARAT,32,320224,Surade,32.02,KAB. SUKABUMI,78801,23,0.0002918744685981142,1
JAWA TIMUR,35,350519,Kesamben,35.05,KAB. BLITAR,54853,16,0.0002916886952400051,1
SUMATERA UTARA,12,120908,Meranti,12.09,KAB. ASAHAN,24028,7,0.0002913267854170135,1
SUMATERA SELATAN,16,160314,Lubai,16.03,KAB. MUARA ENIM,24035,7,0.00029124193883919283,1
SULAWESI TENGAH,72,727104,Palu Utara,72.71,KOTA PALU,24038,7,0.00029120559114735004,1
JAMBI,15,150505,Mestong,15.05,KAB. MUARO JAMBI,37795,11,0.00029104378886096044,1
JAWA BARAT,32,320132,Klapanunggal,32.01,KAB. BOGOR,103111,30,0.0002909485893842558,1
JAWA BARAT,32,320204,Bantargadung,32.02,KAB. SUKABUMI,37820,11,0.0002908514013749339,1
KALIMANTAN TIMUR,64,640809,Bengalon,64.08,KAB. KUTAI TIMUR,41267,12,0.00029078925049070685,1
KALIMANTAN BARAT,61,610521,Binjai Hulu,61.05,KAB. SINTANG,13771,4,0.00029046547091714475,1
JAWA TIMUR,35,350511,Garum,35.05,KAB. BLITAR,68868,20,0.00029041064064587327,1
SULAWESI UTARA,71,717108,Mapanget,71.71,KOTA MANADO,61991,18,0.0002903647303640851,1
JAWA TIMUR,35,350509,Nglegok,35.05,KAB. BLITAR,75835,22,0.0002901035142084789,1
KALIMANTAN TIMUR,64,640311,Maratua,64.03,KAB. BERAU,3449,1,0.00028993911278631486,1
SULAWESI SELATAN,73,732203,Masamba,73.22,KAB. LUWU UTARA,38084,11,0.00028883520638588384,1
BENGKULU,17,177105,Kampung Melayu,17.71,KOTA BENGKULU,41551,12,0.0002888017135568338,1
JAWA BARAT,32,320417,Cimaung,32.04,KAB. BANDUNG,86616,25,0.0002886302761614482,1
BANTEN,36,360406,Waringinkurung,36.04,KAB. SERANG,45082,13,0.0002883634266447806,1
JAWA TENGAH,33,331313,Gondangrejo,33.13,KAB. KARANGANYAR,79805,23,0.0002882024935780966,1
SULAWESI TENGGARA,74,740815,Tolala,74.08,KAB. KOLAKA UTARA,3471,1,0.0002881014116969173,1
SULAWESI UTARA,71,710701,Ratahan,71.07,KAB. MINAHASA TENGGARA,13896,4,0.0002878526194588371,1
JAWA TENGAH,33,332805,Pagerbarang,33.28,KAB. TEGAL,62590,18,0.00028758587633807316,1
JAWA TIMUR,35,352313,Merakurak,35.23,KAB. TUBAN,59136,17,0.00028747294372294375,1
JAWA TENGAH,33,330122,Cilacap Tengah,33.01,KAB. CILACAP,90490,26,0.0002873245662504144,1
SULAWESI TENGGARA,74,740219,Wonggeduku,74.02,KAB. KONAWE,13926,4,0.0002872325147206664,1
KALIMANTAN UTARA,65,650103,Tanjung Palas Utara,65.01,KAB. BULUNGAN,10451,3,0.0002870538704430198,1
JAWA TENGAH,33,332420,Kaliwungu Selatan,33.24,KAB. KENDAL,48779,14,0.0002870087537669899,1
KALIMANTAN SELATAN,63,630303,Gambut,63.03,KAB. BANJAR,41846,12,0.0002867657601682359,1
SULAWESI UTARA,71,710212,Kawangkoan,71.02,KAB. MINAHASA,10464,3,0.00028669724770642203,1
SULAWESI SELATAN,73,732206,Sukamaju,73.22,KAB. LUWU UTARA,27908,8,0.00028665615594094884,1
JAWA TIMUR,35,352306,Tambakboyo,35.23,KAB. TUBAN,41877,12,0.00028655347804283973,1
JAWA TIMUR,35,351909,Jiwan,35.19,KAB. MADIUN,59342,17,0.0002864750092683091,1
JAMBI,15,150909,Tengah Ilir,15.09,KAB. TEBO,24435,7,0.0002864743196234909,1
JAWA TIMUR,35,351806,Prambon,35.18,KAB. NGANJUK,73323,21,0.0002864039932899636,1
JAWA TIMUR,35,350922,Arjasa,35.09,KAB. JEMBER,41941,12,0.0002861162108676474,1
SULAWESI SELATAN,73,730616,Bontonompo Selatan,73.06,KAB. GOWA,31458,9,0.00028609574670989893,1
JAWA TENGAH,33,330209,Somagede,33.02,KAB. BANYUMAS,38489,11,0.0002857959416976279,1
JAWA TIMUR,35,350512,Sutojayan,35.05,KAB. BLITAR,52526,15,0.00028557285915546584,1
PAPUA,91,910710,Nume,91.07,KAB. PUNCAK JAYA,3506,1,0.0002852253280091272,1
JAWA TIMUR,35,350918,Tempurejo,35.09,KAB. JEMBER,80653,23,0.0002851722812542621,1
KALIMANTAN TENGAH,62,620907,Belantikan Raya,62.09,KAB. LAMANDAU,7016,2,0.00028506271379703536,1
JAWA TENGAH,33,330217,Cilongok,33.02,KAB. BANYUMAS,126347,36,0.00028492959864500147,1
KALIMANTAN BARAT,61,610613,Empanang,61.06,KAB. KAPUAS HULU,3510,1,0.0002849002849002849,1
JAWA BARAT,32,320225,Cibitung,32.02,KAB. SUKABUMI,28094,8,0.0002847583113832135,1
JAWA TIMUR,35,351913,Pilangkenceng,35.19,KAB. MADIUN,56237,16,0.00028451019791240643,1
JAWA BARAT,32,320428,Rancaekek,32.04,KAB. BANDUNG,182967,52,0.00028420425541217815,1
RIAU,14,140112,Tapung Hulu,14.01,KAB. KAMPAR,77432,22,0.00028412026035747496,1
KEPULAUAN RIAU,21,210114,Bintan Pesisir,21.01,KAB. BINTAN,7047,2,0.0002838087129274869,1
JAWA TIMUR,35,350621,Kunjang,35.06,KAB. KEDIRI,38759,11,0.0002838050517299208,1
JAWA TENGAH,33,330714,Sukoharjo,33.07,KAB. WONOSOBO,35236,10,0.00028380065841752754,1
JAWA TENGAH,33,332407,Boja,33.24,KAB. KENDAL,77636,22,0.00028337369261682724,1
PAPUA BARAT,92,920101,Makbon,92.01,KAB. SORONG,3534,1,0.0002829654782116582,1
KALIMANTAN BARAT,61,617201,Singkawang Tengah,61.72,KOTA SINGKAWANG,70697,20,0.0002828974355347469,1
JAWA TIMUR,35,350910,Balung,35.09,KAB. JEMBER,84938,24,0.00028255904306670747,1
ACEH,11,110716,Pidie,11.07,KAB. PIDIE,46011,13,0.00028254113146856187,1
JAWA TENGAH,33,330817,Ngablak,33.08,KAB. MAGELANG,42482,12,0.0002824725766206864,1
JAWA TENGAH,33,330507,Ambal,33.05,KAB. KEBUMEN,63781,18,0.00028221570687195246,1
SUMATERA UTARA,12,121109,Pegagan Hilir,12.11,KAB. DAIRI,17718,5,0.00028219889378033636,1
JAWA TENGAH,33,331519,Tanggungharjo,33.15,KAB. GROBOGAN,42563,12,0.0002819350139792778,1
JAWA TIMUR,35,351025,Blimbingsari,35.10,KAB. BANYUWANGI,56751,16,0.00028193335800250215,1
BALI,51,510704,Karangasem,51.07,KAB. KARANGASEM,102990,29,0.0002815807359937858,1
KALIMANTAN BARAT,61,610216,Anjongan,61.02,KAB. MEMPAWAH,21333,6,0.0002812543945999156,1
KALIMANTAN TIMUR,64,640303,Sambaliung,64.03,KAB. BERAU,35580,10,0.0002810567734682406,1
GORONTALO,75,750509,Monano,75.05,KAB. GORONTALO UTARA,7120,2,0.0002808988764044944,1
JAWA TENGAH,33,332401,Plantungan,33.24,KAB. KENDAL,32044,9,0.00028086381225814503,1
SUMATERA SELATAN,16,167306,Lubuk Linggau Barat II,16.73,KOTA LUBUK LINGGAU,21365,6,0.00028083313831032063,1
JAMBI,15,150606,Tebing Tinggi,15.06,KAB. TANJUNG JABUNG BARAT,35630,10,0.000280662363177098,1
JAWA TENGAH,33,332712,Comal,33.27,KAB. PEMALANG,96278,27,0.0002804378985853466,1
JAWA TIMUR,35,350206,Sooko,35.02,KAB. PONOROGO,24984,7,0.00028017931476144735,1
JAWA TENGAH,33,331005,Cawas,33.10,KAB. KLATEN,60690,17,0.00028011204481792715,1
GORONTALO,75,750310,Bone Raya,75.03,KAB. BONE BOLANGO,7154,2,0.0002795638803466592,1
ACEH,11,111407,Indra Jaya,11.14,KAB. ACEH JAYA,7156,2,0.00027948574622694243,1
JAWA TENGAH,33,332910,Songgom,33.29,KAB. BREBES,82331,23,0.0002793601438097436,1
JAWA TENGAH,33,331017,Polanharjo,33.10,KAB. KLATEN,42969,12,0.00027927110242267683,1
MALUKU UTARA,82,820801,Taliabu Barat,82.08,KAB. PULAU TALIABU,14337,4,0.0002789983957592244,1
JAWA TIMUR,35,351703,Ngoro,35.17,KAB. JOMBANG,78879,22,0.00027890820116887894,1
