levelKerawanan,jumlah_penduduk,total,density,kode_kecamatan,nama_kecamatan,nama_kabupatenKota,nama_provinsi
1,3224,2,0.000620,650403,Tana Lia,KAB. TANA TIDUNG,KALIMANTAN UTARA
1,87195,54,0.000619,350810,Lumajang,KAB. LUMAJANG,JAWA TIMUR
1,25868,16,0.000619,740202,Unaaha,KAB. KONAWE,SULAWESI TENGGARA
1,98682,61,0.000618,917101,Jayapura Utara,KOTA JAYAPURA,PAPUA
1,105373,65,0.000617,327507,Bantargebang,KOTA BEKASI,JAWA BARAT
1,9727,6,0.000617,110211,Babul Rahmah,KAB. ACEH TENGGARA,ACEH
1,24322,15,0.000617,351117,Pakem,KAB. BONDOWOSO,JAWA TIMUR
1,152430,94,0.000617,737107,Tallo,KOTA MAKASSAR,SULAWESI SELATAN
1,90844,56,0.000616,351517,Sedati,KAB. SIDOARJO,JAWA TIMUR
1,74814,46,0.000615,610501,Sintang,KAB. SINTANG,KALIMANTAN BARAT
1,63468,39,0.000614,331821,Trangkil,KAB. PATI,JAWA TENGAH
1,26061,16,0.000614,730505,Galesong Selatan,KAB. TAKALAR,SULAWESI SELATAN
1,48972,30,0.000613,330510,Kutowinangun,KAB. KEBUMEN,JAWA TENGAH
1,78377,48,0.000612,331904,Undaan,KAB. KUDUS,JAWA TENGAH
1,21243,13,0.000612,340318,Purwosari,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA
1,53940,33,0.000612,350405,Kauman,KAB. TULUNGAGUNG,JAWA TIMUR
1,35972,22,0.000612,910612,Samofa,KAB. BIAK NUMFOR,PAPUA
1,27860,17,0.000610,320801,Kadugede,KAB. KUNINGAN,JAWA BARAT
1,34443,21,0.000610,620105,Pangkalan Lada,KAB. KOTAWARINGIN BARAT,KALIMANTAN TENGAH
1,44290,27,0.000610,747105,Kendari Barat,KOTA KENDARI,SULAWESI TENGGARA
1,34495,21,0.000609,927102,Sorong Timur,KOTA SORONG,PAPUA BARAT
1,42718,26,0.000609,510504,Dawan,KAB. KLUNGKUNG,BALI
1,50938,31,0.000609,320407,Cilengkrang,KAB. BANDUNG,JAWA BARAT
1,85500,52,0.000608,350402,Boyolangu,KAB. TULUNGAGUNG,JAWA TIMUR
1,49394,30,0.000607,331222,Girimarto,KAB. WONOGIRI,JAWA TENGAH
1,21418,13,0.000607,150803,Pasar Muaro Bungo,KAB. BUNGO,JAMBI
1,11540,7,0.000607,820201,Weda,KAB. HALMAHERA TENGAH,MALUKU UTARA
1,61035,37,0.000606,650302,Nunukan,KAB. NUNUKAN,KALIMANTAN UTARA
1,29715,18,0.000606,640808,Kombeng,KAB. KUTAI TIMUR,KALIMANTAN TIMUR
1,4956,3,0.000605,910307,Nimboran,KAB. JAYAPURA,PAPUA
1,26443,16,0.000605,351113,Tegalampel,KAB. BONDOWOSO,JAWA TIMUR
1,112545,68,0.000604,357101,Mojoroto,KOTA KEDIRI,JAWA TIMUR
1,6642,4,0.000602,610614,Badau,KAB. KAPUAS HULU,KALIMANTAN BARAT
1,39894,24,0.000602,177102,Gading Cempaka,KOTA BENGKULU,BENGKULU
1,106484,64,0.000601,350617,Pare,KAB. KEDIRI,JAWA TIMUR
1,96662,58,0.000600,320133,Ciseeng,KAB. BOGOR,JAWA BARAT
1,45018,27,0.000600,210106,Bintan Timur,KAB. BINTAN,KEPULAUAN RIAU
1,31690,19,0.000600,137701,Pariaman Tengah,KOTA PARIAMAN,SUMATERA BARAT
1,33555,20,0.000596,167405,Prabumulih Utara,KOTA PRABUMULIH,SUMATERA SELATAN
1,18465,11,0.000596,620610,Katingan Kuala,KAB. KATINGAN,KALIMANTAN TENGAH
1,6732,4,0.000594,740618,Rumbia Tengah,KAB. BOMBANA,SULAWESI TENGGARA
1,133029,79,0.000594,127109,Medan Amplas,KOTA MEDAN,SUMATERA UTARA
1,64198,38,0.000592,327202,Cikole,KOTA SUKABUMI,JAWA BARAT
1,91276,54,0.000592,357102,Kota,KOTA KEDIRI,JAWA TIMUR
1,27084,16,0.000591,620605,Katingan Tengah,KAB. KATINGAN,KALIMANTAN TENGAH
1,62649,37,0.000591,137101,Padang Selatan,KOTA PADANG,SUMATERA BARAT
1,40645,24,0.000590,161004,Indralaya,KAB. OGAN ILIR,SUMATERA SELATAN
1,10187,6,0.000589,920203,Warmare,KAB. MANOKWARI,PAPUA BARAT
1,30608,18,0.000588,620801,Sukamara,KAB. SUKAMARA,KALIMANTAN TENGAH
1,74862,44,0.000588,160205,Kayu Agung,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN
1,39210,23,0.000587,731805,Makale,KAB. TANA TORAJA,SULAWESI SELATAN
1,17062,10,0.000586,110201,Lawe Alas,KAB. ACEH TENGGARA,ACEH
1,54612,32,0.000586,337301,Sidorejo,KOTA SALATIGA,JAWA TENGAH
1,39306,23,0.000585,740104,Kolaka,KAB. KOLAKA,SULAWESI TENGGARA
1,90597,53,0.000585,140502,Pangkalan Kerinci,KAB. PELALAWAN,RIAU
1,3419,2,0.000585,110910,Simeulue Cut,KAB. SIMEULUE,ACEH
1,65077,38,0.000584,330711,Mojotengah,KAB. WONOSOBO,JAWA TENGAH
1,61666,36,0.000584,330701,Wadaslintang,KAB. WONOSOBO,JAWA TENGAH
1,161066,94,0.000584,327703,Cimahi Utara,KOTA CIMAHI,JAWA BARAT
1,42898,25,0.000583,352509,Sidayu,KAB. GRESIK,JAWA TIMUR
1,72069,42,0.000583,352506,Wringinanom,KAB. GRESIK,JAWA TIMUR
1,42899,25,0.000583,327207,Cibeureum,KOTA SUKABUMI,JAWA BARAT
1,25757,15,0.000582,331206,Nguntoronadi,KAB. WONOGIRI,JAWA TENGAH
1,72129,42,0.000582,730602,Bajeng,KAB. GOWA,SULAWESI SELATAN
1,10305,6,0.000582,530309,Insana Utara,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
1,73862,43,0.000582,330224,Purwokerto Selatan,KAB. BANYUMAS,JAWA TENGAH
1,8606,5,0.000581,721007,Pipikoro,KAB. SIGI,SULAWESI TENGAH
1,8611,5,0.000581,621001,Sepang Simin,KAB. GUNUNG MAS,KALIMANTAN TENGAH
1,84438,49,0.000580,350411,Ngunut,KAB. TULUNGAGUNG,JAWA TIMUR
1,12074,7,0.000580,720110,Masama,KAB. BANGGAI,SULAWESI TENGAH
1,20707,12,0.000580,710223,Mandolang,KAB. MINAHASA,SULAWESI UTARA
1,65697,38,0.000578,331314,Kebakkramat,KAB. KARANGANYAR,JAWA TENGAH
1,32853,19,0.000578,140115,Bangkinang,KAB. KAMPAR,RIAU
1,51923,30,0.000578,332201,Getasan,KAB. SEMARANG,JAWA TENGAH
1,13856,8,0.000577,720222,Poso Kota Utara,KAB. POSO,SULAWESI TENGAH
1,34648,20,0.000577,820305,Tobelo,KAB. HALMAHERA UTARA,MALUKU UTARA
1,57177,33,0.000577,340312,Semin,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA
1,138788,80,0.000576,327303,Babakan Ciparay,KOTA BANDUNG,JAWA BARAT
1,88618,51,0.000576,167113,Kertapati,KOTA PALEMBANG,SUMATERA SELATAN
1,53900,31,0.000575,127115,Medan Maimun,KOTA MEDAN,SUMATERA UTARA
1,66088,38,0.000575,351501,Tarik,KAB. SIDOARJO,JAWA TIMUR
1,46994,27,0.000575,210204,Meral,KAB. KARIMUN,KEPULAUAN RIAU
1,47079,27,0.000574,331813,Gembong,KAB. PATI,JAWA TENGAH
1,20935,12,0.000573,331007,Kebonarum,KAB. KLATEN,JAWA TENGAH
1,65016,37,0.000569,330501,Ayah,KAB. KEBUMEN,JAWA TENGAH
1,52724,30,0.000569,351610,Bangsal,KAB. MOJOKERTO,JAWA TIMUR
1,151267,86,0.000569,320115,Ciampea,KAB. BOGOR,JAWA BARAT
1,79348,45,0.000567,330808,Muntilan,KAB. MAGELANG,JAWA TENGAH
1,121702,69,0.000567,127110,Medan Area,KOTA MEDAN,SUMATERA UTARA
1,72348,41,0.000567,510205,Tabanan,KAB. TABANAN,BALI
1,21211,12,0.000566,737302,Wara Utara,KOTA PALOPO,SULAWESI SELATAN
1,69074,39,0.000565,187102,Sukarame,KOTA BANDAR LAMPUNG,LAMPUNG
1,175365,99,0.000565,321708,Padalarang,KAB. BANDUNG BARAT,JAWA BARAT
1,109842,62,0.000564,360301,Balaraja,KAB. TANGERANG,BANTEN
1,118971,67,0.000563,630305,Martapura,KAB. BANJAR,KALIMANTAN SELATAN
1,14206,8,0.000563,610606,Bunut Hulu,KAB. KAPUAS HULU,KALIMANTAN BARAT
1,117353,66,0.000562,327611,Bojongsari,KOTA DEPOK,JAWA BARAT
1,65808,37,0.000562,367205,Jombang,KOTA CILEGON,BANTEN
1,12452,7,0.000562,161307,Ulu Rawas,KAB. MUSI RAWAS UTARA,SUMATERA SELATAN
1,24930,14,0.000562,130405,Tanjung Emas,KAB. TANAH DATAR,SUMATERA BARAT
1,98042,55,0.000561,332813,Dukuhturi,KAB. TEGAL,JAWA TENGAH
1,78480,44,0.000561,331905,Mejobo,KAB. KUDUS,JAWA TENGAH
1,23194,13,0.000560,320819,Pasawahan,KAB. KUNINGAN,JAWA BARAT
1,92786,52,0.000560,637105,Banjarmasin Tengah,KOTA BANJARMASIN,KALIMANTAN SELATAN
1,57133,32,0.000560,350815,Sukodono,KAB. LUMAJANG,JAWA TIMUR
1,71590,40,0.000559,331410,Sragen,KAB. SRAGEN,JAWA TENGAH
1,73501,41,0.000558,331907,Bae,KAB. KUDUS,JAWA TENGAH
1,96944,54,0.000557,320119,Jasinga,KAB. BOGOR,JAWA BARAT
1,80894,45,0.000556,330820,Secang,KAB. MAGELANG,JAWA TENGAH
1,59332,33,0.000556,327901,Banjar,KOTA BANJAR,JAWA BARAT
1,77460,43,0.000555,350723,Karang Ploso,KAB. MALANG,JAWA TIMUR
1,25226,14,0.000555,190202,Membalong,KAB. BELITUNG,KEPULAUAN BANGKA BELITUNG
1,52339,29,0.000554,330608,Bayan,KAB. PURWOREJO,JAWA TENGAH
1,23467,13,0.000554,920215,Manokwari Selatan,KAB. MANOKWARI,PAPUA BARAT
1,9029,5,0.000554,621107,Jabiren,KAB. PULANG PISAU,KALIMANTAN TENGAH
1,25309,14,0.000553,320822,Pancalang,KAB. KUNINGAN,JAWA BARAT
1,21704,12,0.000553,352401,Sukorame,KAB. LAMONGAN,JAWA TIMUR
1,59698,33,0.000553,327321,Bandung Kidul,KOTA BANDUNG,JAWA BARAT
1,63342,35,0.000553,352508,Kedamean,KAB. GRESIK,JAWA TIMUR
1,123199,68,0.000552,637102,Banjarmasin Timur,KOTA BANJARMASIN,KALIMANTAN SELATAN
1,132424,73,0.000551,350921,Sumbersari,KAB. JEMBER,JAWA TIMUR
1,34487,19,0.000551,340304,Patuk,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA
1,9099,5,0.000550,121219,Sigumpar,KAB. TOBA SAMOSIR,SUMATERA UTARA
1,69171,38,0.000549,351401,Purwodadi,KAB. PASURUAN,JAWA TIMUR
1,72853,40,0.000549,351512,Balongbendo,KAB. SIDOARJO,JAWA TIMUR
1,82138,45,0.000548,350710,Gondanglegi,KAB. MALANG,JAWA TIMUR
1,63886,35,0.000548,350605,Kandat,KAB. KEDIRI,JAWA TIMUR
1,16431,9,0.000548,910111,Kurik,KAB. MERAUKE,PAPUA
1,71289,39,0.000547,320921,Gunung Jati,KAB. CIREBON,JAWA BARAT
1,69590,38,0.000546,337603,Tegal Selatan,KOTA TEGAL,JAWA TENGAH
1,91822,50,0.000545,190101,Sungailiat,KAB. BANGKA,KEPULAUAN BANGKA BELITUNG
1,11028,6,0.000544,110401,Linge,KAB. ACEH TENGAH,ACEH
1,12867,7,0.000544,710216,Tondano Utara,KAB. MINAHASA,SULAWESI UTARA
1,14724,8,0.000543,731827,Makale Utara,KAB. TANA TORAJA,SULAWESI SELATAN
1,224546,122,0.000543,367301,Serang,KOTA SERANG,BANTEN
1,42391,23,0.000543,732403,Towuti,KAB. LUWU TIMUR,SULAWESI SELATAN
1,232555,126,0.000542,327701,Cimahi Selatan,KOTA CIMAHI,JAWA BARAT
1,90474,49,0.000542,321115,Jatinangor,KAB. SUMEDANG,JAWA BARAT
1,38816,21,0.000541,747109,Puuwatu,KOTA KENDARI,SULAWESI TENGGARA
1,31441,17,0.000541,140505,Langgam,KAB. PELALAWAN,RIAU
1,50019,27,0.000540,730705,Sinjai Utara,KAB. SINJAI,SULAWESI SELATAN
1,61155,33,0.000540,331014,Juwiring,KAB. KLATEN,JAWA TENGAH
1,24106,13,0.000539,757101,Kota Barat,KOTA GORONTALO,GORONTALO
1,130367,70,0.000537,360214,Rangkasbitung,KAB. LEBAK,BANTEN
1,143456,77,0.000537,137109,Kuranji,KOTA PADANG,SUMATERA BARAT
1,3731,2,0.000536,910314,Nambluong,KAB. JAYAPURA,PAPUA
1,93337,50,0.000536,360316,Sepatan,KAB. TANGERANG,BANTEN
1,93341,50,0.000536,127105,Medan Barat,KOTA MEDAN,SUMATERA UTARA
1,54234,29,0.000535,327203,Citamiang,KOTA SUKABUMI,JAWA BARAT
1,52403,28,0.000534,340107,Pengasih,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA
1,93630,50,0.000534,647102,Balikpapan Barat,KOTA BALIKPAPAN,KALIMANTAN TIMUR
1,41207,22,0.000534,327206,Lembursitu,KOTA SUKABUMI,JAWA BARAT
1,13116,7,0.000534,167404,Rambang Kpk Tengah,KOTA PRABUMULIH,SUMATERA SELATAN
1,101245,54,0.000533,331502,Karangrayung,KAB. GROBOGAN,JAWA TENGAH
1,104998,56,0.000533,321702,Parongpong,KAB. BANDUNG BARAT,JAWA BARAT
1,31879,17,0.000533,710608,Kalawat,KAB. MINAHASA UTARA,SULAWESI UTARA
1,41291,22,0.000533,351112,Wringin,KAB. BONDOWOSO,JAWA TIMUR
1,91996,49,0.000533,367305,Cipocok Jaya,KOTA SERANG,BANTEN
1,67619,36,0.000532,331011,Ceper,KAB. KLATEN,JAWA TENGAH
1,97675,52,0.000532,510802,Seririt,KAB. BULELENG,BALI
1,31933,17,0.000532,352012,Barat,KAB. MAGETAN,JAWA TIMUR
1,56356,30,0.000532,321413,Bungursari,KAB. PURWAKARTA,JAWA BARAT
1,37575,20,0.000532,327205,Baros,KOTA SUKABUMI,JAWA BARAT
1,39537,21,0.000531,340211,Dlingo,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA
1,50876,27,0.000531,210203,Karimun,KAB. KARIMUN,KEPULAUAN RIAU
1,45262,24,0.000530,737204,Bacukiki Barat,KOTA PARE PARE,SULAWESI SELATAN
1,7546,4,0.000530,910308,Nimbokrang,KAB. JAYAPURA,PAPUA
1,45356,24,0.000529,331214,Sidoharjo,KAB. WONOGIRI,JAWA TENGAH
1,54855,29,0.000529,351306,Banyuanyar,KAB. PROBOLINGGO,JAWA TIMUR
1,79458,42,0.000529,161201,Talang Ubi,KAB. PENUKAL ABAB LEMATANG ILIR,SUMATERA SELATAN
1,102310,54,0.000528,350920,Patrang,KAB. JEMBER,JAWA TIMUR
1,90963,48,0.000528,331710,Rembang,KAB. REMBANG,JAWA TENGAH
1,70135,37,0.000528,351813,Nganjuk,KAB. NGANJUK,JAWA TIMUR
1,123467,65,0.000526,327304,Bojongloa Kaler,KOTA BANDUNG,JAWA BARAT
1,58927,31,0.000526,352417,Sukodadi,KAB. LAMONGAN,JAWA TIMUR
1,160134,84,0.000525,327702,Cimahi Tengah,KOTA CIMAHI,JAWA BARAT
1,21009,11,0.000524,130409,Pariangan,KAB. TANAH DATAR,SUMATERA BARAT
1,21024,11,0.000523,621203,Laung Tuhup,KAB. MURUNG RAYA,KALIMANTAN TENGAH
1,68832,36,0.000523,157103,Jambi Timur,KOTA JAMBI,JAMBI
1,80431,42,0.000522,350604,Ngadiluwih,KAB. KEDIRI,JAWA TIMUR
1,23002,12,0.000522,827201,Tidore,KOTA TIDORE KEPULAUAN,MALUKU UTARA
1,59443,31,0.000522,330506,Buluspesantren,KAB. KEBUMEN,JAWA TENGAH
1,69050,36,0.000521,357504,Panggungrejo,KOTA PASURUAN,JAWA TIMUR
1,5757,3,0.000521,620802,Jelai,KAB. SUKAMARA,KALIMANTAN TENGAH
1,44139,23,0.000521,180804,Baradatu,KAB. WAY KANAN,LAMPUNG
1,53848,28,0.000520,130107,Koto XI Tarusan,KAB. PESISIR SELATAN,SUMATERA BARAT
1,96477,50,0.000518,331808,Juwana,KAB. PATI,JAWA TENGAH
1,171760,89,0.000518,320429,Ciparay,KAB. BANDUNG,JAWA BARAT
1,19303,10,0.000518,620201,Kota Besi,KAB. KOTAWARINGIN TIMUR,KALIMANTAN TENGAH
1,65649,34,0.000518,331004,Bayat,KAB. KLATEN,JAWA TENGAH
1,42538,22,0.000517,117102,Kuta Alam,KOTA BANDA ACEH,ACEH
1,90891,47,0.000517,320915,Sumber,KAB. CIREBON,JAWA BARAT
1,19353,10,0.000517,730913,Moncong Loe,KAB. MAROS,SULAWESI SELATAN
1,89104,46,0.000516,331801,Sukolilo,KAB. PATI,JAWA TENGAH
1,143398,74,0.000516,217103,Sekupang,KOTA BATAM,KEPULAUAN RIAU
1,46627,24,0.000515,510502,Banjarangkan,KAB. KLUNGKUNG,BALI
1,23314,12,0.000515,137702,Pariaman Utara,KOTA PARIAMAN,SUMATERA BARAT
1,62177,32,0.000515,337604,Margadana,KOTA TEGAL,JAWA TENGAH
1,66209,34,0.000514,330502,Buayan,KAB. KEBUMEN,JAWA TENGAH
1,42851,22,0.000513,352426,Glagah,KAB. LAMONGAN,JAWA TIMUR
1,17546,9,0.000513,750503,Anggrek,KAB. GORONTALO UTARA,GORONTALO
1,48747,25,0.000513,350211,Balong,KAB. PONOROGO,JAWA TIMUR
1,39005,20,0.000513,127604,Bajenis,KOTA TEBING TINGGI,SUMATERA UTARA
1,19504,10,0.000513,757107,Sipatana,KOTA GORONTALO,GORONTALO
1,58628,30,0.000512,351206,Panarukan,KAB. SITUBONDO,JAWA TIMUR
1,123408,63,0.000511,321710,Cihampelas,KAB. BANDUNG BARAT,JAWA BARAT
1,74653,38,0.000509,330809,Mungkid,KAB. MAGELANG,JAWA TENGAH
1,53262,27,0.000507,330704,Kaliwiro,KAB. WONOSOBO,JAWA TENGAH
1,61237,31,0.000506,331008,Jogonalan,KAB. KLATEN,JAWA TENGAH
1,17782,9,0.000506,120825,Silimakuta,KAB. SIMALUNGUN,SUMATERA UTARA
1,15837,8,0.000505,141005,Merbau,KAB. KEPULAUAN MERANTI,RIAU
1,79261,40,0.000505,332218,Ungaran Barat,KAB. SEMARANG,JAWA TENGAH
1,31717,16,0.000504,321301,Sagalaherang,KAB. SUBANG,JAWA BARAT
1,59488,30,0.000504,137110,Nanggalo,KOTA PADANG,SUMATERA BARAT
1,65444,33,0.000504,351014,Kabat,KAB. BANYUWANGI,JAWA TIMUR
1,47602,24,0.000504,331018,Karanganom,KAB. KLATEN,JAWA TENGAH
1,7942,4,0.000504,530104,Semau,KAB. KUPANG,NUSA TENGGARA TIMUR
1,39745,20,0.000503,340315,Saptosari,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA
1,33788,17,0.000503,352009,Sukomoro,KAB. MAGETAN,JAWA TIMUR
1,25847,13,0.000503,760401,Tinambung,KAB. POLEWALI MANDAR,SULAWESI BARAT
1,95499,48,0.000503,920212,Manokwari Barat,KAB. MANOKWARI,PAPUA BARAT
1,47759,24,0.000503,350407,Sendang,KAB. TULUNGAGUNG,JAWA TIMUR
1,79635,40,0.000502,140106,Siak Hulu,KAB. KAMPAR,RIAU
1,3982,2,0.000502,911411,Kubu,KAB. TOLIKARA,PAPUA
1,53872,27,0.000501,357202,Sukorejo,KOTA BLITAR,JAWA TIMUR
1,3996,2,0.000501,740612,Poleang Tenggara,KAB. BOMBANA,SULAWESI TENGGARA
1,103949,52,0.000500,331901,Kaliwungu,KAB. KUDUS,JAWA TENGAH
1,38009,19,0.000500,337102,Magelang Utara,KOTA MAGELANG,JAWA TENGAH
1,28021,14,0.000500,331209,Wuryantoro,KAB. WONOGIRI,JAWA TENGAH
1,36060,18,0.000499,351915,Wonoasri,KAB. MADIUN,JAWA TIMUR
1,108215,54,0.000499,331909,Dawe,KAB. KUDUS,JAWA TENGAH
1,20058,10,0.000499,757103,Kota Utara,KOTA GORONTALO,GORONTALO
1,68217,34,0.000498,331201,Pracimantoro,KAB. WONOGIRI,JAWA TENGAH
1,52297,26,0.000497,330517,Rowokele,KAB. KEBUMEN,JAWA TENGAH
1,28196,14,0.000497,187203,Metro Barat,KOTA METRO,LAMPUNG
1,121174,60,0.000495,331109,Grogol,KAB. SUKOHARJO,JAWA TENGAH
1,38423,19,0.000494,127603,Padang Hilir,KOTA TEBING TINGGI,SUMATERA UTARA
1,68767,34,0.000494,350503,Srengat,KAB. BLITAR,JAWA TIMUR
1,28316,14,0.000494,731202,Liliraja,KAB. SOPPENG,SULAWESI SELATAN
1,4046,2,0.000494,650107,Peso,KAB. BULUNGAN,KALIMANTAN UTARA
1,78906,39,0.000494,330403,Mandiraja,KAB. BANJARNEGARA,JAWA TENGAH
1,56768,28,0.000493,352302,Jatirogo,KAB. TUBAN,JAWA TIMUR
1,10143,5,0.000493,640712,Bongan,KAB. KUTAI BARAT,KALIMANTAN TIMUR
1,144337,71,0.000492,351507,Candi,KAB. SIDOARJO,JAWA TIMUR
1,14256,7,0.000491,190205,Badau,KAB. BELITUNG,KEPULAUAN BANGKA BELITUNG
1,6115,3,0.000491,731712,Latimojong,KAB. LUWU,SULAWESI SELATAN
1,55044,27,0.000491,351214,Banyuputih,KAB. SITUBONDO,JAWA TIMUR
1,75566,37,0.000490,332012,Nalumsari,KAB. JEPARA,JAWA TENGAH
1,16339,8,0.000490,710518,Amurang Timur,KAB. MINAHASA SELATAN,SULAWESI UTARA
1,14311,7,0.000489,731011,Mandalle,KAB. PANGKAJENE KEPULAUAN,SULAWESI SELATAN
1,24559,12,0.000489,137401,Padang Panjang Timur,KOTA PADANG PANJANG,SUMATERA BARAT
1,61443,30,0.000488,350409,Gondang,KAB. TULUNGAGUNG,JAWA TIMUR
1,59437,29,0.000488,350416,Campurdarat,KAB. TULUNGAGUNG,JAWA TIMUR
1,26683,13,0.000487,321623,Bojongmangu,KAB. BEKASI,JAWA BARAT
1,49279,24,0.000487,340102,Wates,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA
1,6160,3,0.000487,740804,Rante Angin,KAB. KOLAKA UTARA,SULAWESI TENGGARA
1,176588,86,0.000487,321505,Klari,KAB. KARAWANG,JAWA BARAT
1,84190,41,0.000487,647101,Balikpapan Timur,KOTA BALIKPAPAN,KALIMANTAN TIMUR
1,30810,15,0.000487,730907,Tanralili,KAB. MAROS,SULAWESI SELATAN
1,26752,13,0.000486,730618,Bajeng Barat,KAB. GOWA,SULAWESI SELATAN
1,138071,67,0.000485,320117,Pamijahan,KAB. BOGOR,JAWA BARAT
1,49473,24,0.000485,320232,Sukabumi,KAB. SUKABUMI,JAWA BARAT
1,86582,42,0.000485,217107,Sei Beduk,KOTA BATAM,KEPULAUAN RIAU
1,22732,11,0.000484,710308,Tabukan Utara,KAB. KEPULAUAN SANGIHE,SULAWESI UTARA
1,90969,44,0.000484,510805,Sukasada,KAB. BULELENG,BALI
1,78590,38,0.000484,657101,Tarakan Barat,KOTA TARAKAN,KALIMANTAN UTARA
1,59992,29,0.000483,187101,Kedaton,KOTA BANDAR LAMPUNG,LAMPUNG
1,194542,94,0.000483,320103,Citeureup,KAB. BOGOR,JAWA BARAT
1,10350,5,0.000483,720221,Poso Kota Selatan,KAB. POSO,SULAWESI TENGAH
1,20706,10,0.000483,710607,Likupang Timur,KAB. MINAHASA UTARA,SULAWESI UTARA
1,47683,23,0.000482,321614,Sukakarya,KAB. BEKASI,JAWA BARAT
1,26976,13,0.000482,127403,Sei Tualang Raso,KOTA TANJUNG BALAI,SUMATERA UTARA
1,110021,53,0.000482,331906,Jekulo,KAB. KUDUS,JAWA TENGAH
1,8305,4,0.000482,910107,Jagebob,KAB. MERAUKE,PAPUA
1,120439,58,0.000482,321215,Indramayu,KAB. INDRAMAYU,JAWA BARAT
1,43644,21,0.000481,351108,Tenggarang,KAB. BONDOWOSO,JAWA TIMUR
1,54140,26,0.000480,121101,Sidikalang,KAB. DAIRI,SUMATERA UTARA
1,16661,8,0.000480,710317,Tahuna,KAB. KEPULAUAN SANGIHE,SULAWESI UTARA
1,47923,23,0.000480,330227,Purwokerto Utara,KAB. BANYUMAS,JAWA TENGAH
1,43768,21,0.000480,197105,Gerunggang,KOTA PANGKAL PINANG,KEPULAUAN BANGKA BELITUNG
1,10421,5,0.000480,160309,Semende Darat Tengah,KAB. MUARA ENIM,SUMATERA SELATAN
1,125085,60,0.000480,320229,Cisaat,KAB. SUKABUMI,JAWA BARAT
1,35449,17,0.000480,351110,Tapen,KAB. BONDOWOSO,JAWA TIMUR
1,4180,2,0.000478,620609,Mendawai,KAB. KATINGAN,KALIMANTAN TENGAH
1,29301,14,0.000478,737309,Bara,KOTA PALOPO,SULAWESI SELATAN
1,37733,18,0.000477,321604,Tambelang,KAB. BEKASI,JAWA BARAT
1,33544,16,0.000477,620106,Pangkalan Banteng,KAB. KOTAWARINGIN BARAT,KALIMANTAN TENGAH
1,18871,9,0.000477,137704,Pariaman Timur,KOTA PARIAMAN,SUMATERA BARAT
1,96528,46,0.000477,351509,Tulangan,KAB. SIDOARJO,JAWA TIMUR
1,31500,15,0.000476,352001,Poncol,KAB. MAGETAN,JAWA TIMUR
1,14754,7,0.000474,180506,Gedung Aji,KAB. TULANG BAWANG,LAMPUNG
1,16863,8,0.000474,320516,Karangtengah,KAB. GARUT,JAWA BARAT
1,90645,43,0.000474,330708,Kertek,KAB. WONOSOBO,JAWA TENGAH
1,6327,3,0.000474,810215,Manyeuw,KAB. MALUKU TENGGARA,MALUKU
1,65502,31,0.000473,147202,Dumai Timur,KOTA DUMAI,RIAU
1,44373,21,0.000473,331009,Manisrenggo,KAB. KLATEN,JAWA TENGAH
1,50713,24,0.000473,637204,Banjarbaru Utara,KOTA BANJARBARU,KALIMANTAN SELATAN
1,76102,36,0.000473,520112,Lingsar,KAB. LOMBOK BARAT,NUSA TENGGARA BARAT
1,93032,44,0.000473,351515,Buduran,KAB. SIDOARJO,JAWA TIMUR
1,31732,15,0.000473,760603,Budong-Budong,KAB. MAMUJU TENGAH,SULAWESI BARAT
1,160900,76,0.000472,647103,Balikpapan Utara,KOTA BALIKPAPAN,KALIMANTAN TIMUR
1,48704,23,0.000472,140102,Kampar,KAB. KAMPAR,RIAU
1,55070,26,0.000472,350517,Wlingi,KAB. BLITAR,JAWA TIMUR
1,192804,91,0.000472,137111,Koto Tangah,KOTA PADANG,SUMATERA BARAT
1,84841,40,0.000471,320414,Pameungpeuk,KAB. BANDUNG,JAWA BARAT
1,14857,7,0.000471,640810,Kaliorang,KAB. KUTAI TIMUR,KALIMANTAN TIMUR
1,44713,21,0.000470,320830,Maleber,KAB. KUNINGAN,JAWA BARAT
1,155465,73,0.000470,127114,Medan Tembung,KOTA MEDAN,SUMATERA UTARA
1,174740,82,0.000469,321401,Purwakarta,KAB. PURWAKARTA,JAWA BARAT
1,12788,6,0.000469,210207,Kundur Utara,KAB. KARIMUN,KEPULAUAN RIAU
1,38392,18,0.000469,330520,Karanganyar,KAB. KEBUMEN,JAWA TENGAH
1,61956,29,0.000468,127116,Medan Polonia,KOTA MEDAN,SUMATERA UTARA
1,44981,21,0.000467,350408,Karangrejo,KAB. TULUNGAGUNG,JAWA TIMUR
1,57837,27,0.000467,332211,Bawen,KAB. SEMARANG,JAWA TENGAH
