levelKerawanan,jumlah_penduduk,total,density,kode_kecamatan,nama_kecamatan,nama_kabupatenKota,nama_provinsi
1,17794,3,0.000169,717401,Kotamobagu Utara,KOTA KOTAMOBAGU,SULAWESI UTARA
1,35592,6,0.000169,640904,Sepaku,KAB. PENAJAM PASER UTARA,KALIMANTAN TIMUR
1,53410,9,0.000169,120512,Padang Tualang,KAB. LANGKAT,SUMATERA UTARA
1,11870,2,0.000168,720607,Menui Kepulauan,KAB. MOROWALI,SULAWESI TENGAH
1,29694,5,0.000168,320821,Cipicung,KAB. KUNINGAN,JAWA BARAT
1,47513,8,0.000168,321008,Sukahaji,KAB. MAJALENGKA,JAWA BARAT
1,41575,7,0.000168,120821,Pematang Bandar,KAB. SIMALUNGUN,SUMATERA UTARA
1,47543,8,0.000168,351812,Sukomoro,KAB. NGANJUK,JAWA TIMUR
0,5945,1,0.000168,120113,Sitahuis,KAB. TAPANULI TENGAH,SUMATERA UTARA
1,5950,1,0.000168,810219,Kei Kecil Timur Selatan,KAB. MALUKU TENGGARA,MALUKU
1,5952,1,0.000168,820503,Sulabesi Barat,KAB. KEPULAUAN SULA,MALUKU UTARA
1,29770,5,0.000168,630315,Martapura Timur,KAB. BANJAR,KALIMANTAN SELATAN
0,29787,5,0.000168,360115,Cipeucang,KAB. PANDEGLANG,BANTEN
1,47665,8,0.000168,321320,Cipeundeuy,KAB. SUBANG,JAWA BARAT
0,5960,1,0.000168,170702,Lebong Atas,KAB. LEBONG,BENGKULU
1,369576,62,0.000168,120726,Percut Sei Tuan,KAB. DELI SERDANG,SUMATERA UTARA
1,29818,5,0.000168,351024,Licin,KAB. BANYUWANGI,JAWA TIMUR
1,17899,3,0.000168,610112,Tekarang,KAB. SAMBAS,KALIMANTAN BARAT
1,11933,2,0.000168,520708,Maluk,KAB. SUMBAWA BARAT,NUSA TENGGARA BARAT
1,59846,10,0.000167,332016,Donorojo,KAB. JEPARA,JAWA TENGAH
1,65840,11,0.000167,320206,Cikidang,KAB. SUKABUMI,JAWA BARAT
1,5986,1,0.000167,720615,Bungku Pesisir,KAB. MOROWALI,SULAWESI TENGAH
0,5988,1,0.000167,650201,Mentarang,KAB. MALINAU,KALIMANTAN UTARA
1,119903,20,0.000167,320502,Karangpawitan,KAB. GARUT,JAWA BARAT
1,5997,1,0.000167,710323,Tahuna Barat,KAB. KEPULAUAN SANGIHE,SULAWESI UTARA
1,17999,3,0.000167,620311,Kapuas Tengah,KAB. KAPUAS,KALIMANTAN TENGAH
1,30002,5,0.000167,332310,Jumo,KAB. TEMANGGUNG,JAWA TENGAH
1,78059,13,0.000167,330308,Mrebet,KAB. PURBALINGGA,JAWA TENGAH
1,36040,6,0.000166,110724,Mutiara Timur,KAB. PIDIE,ACEH
1,72143,12,0.000166,330905,Boyolali,KAB. BOYOLALI,JAWA TENGAH
1,54131,9,0.000166,730821,Tanete Riattang,KAB. BONE,SULAWESI SELATAN
1,60160,10,0.000166,320903,Losari,KAB. CIREBON,JAWA BARAT
1,24066,4,0.000166,331703,Gunem,KAB. REMBANG,JAWA TENGAH
1,48153,8,0.000166,140601,Ujung Batu,KAB. ROKAN HULU,RIAU
1,84327,14,0.000166,187104,Panjang,KOTA BANDAR LAMPUNG,LAMPUNG
1,18071,3,0.000166,161106,Talang Padang,KAB. EMPAT LAWANG,SUMATERA SELATAN
1,60271,10,0.000166,351803,Berbek,KAB. NGANJUK,JAWA TIMUR
1,6028,1,0.000166,531112,Paberiwai,KAB. SUMBA TIMUR,NUSA TENGGARA TIMUR
1,12062,2,0.000166,750105,Batudaa Pantai,KAB. GORONTALO,GORONTALO
1,54289,9,0.000166,320327,Gekbrong,KAB. CIANJUR,JAWA BARAT
1,24136,4,0.000166,610701,Sungai Raya,KAB. BENGKAYANG,KALIMANTAN BARAT
1,108819,18,0.000165,320304,Cilaku,KAB. CIANJUR,JAWA BARAT
1,36279,6,0.000165,120519,Batang Serangan,KAB. LANGKAT,SUMATERA UTARA
1,96778,16,0.000165,337501,Pekalongan Barat,KOTA PEKALONGAN,JAWA TENGAH
0,6049,1,0.000165,630411,Kuripan,KAB. BARITO KUALA,KALIMANTAN SELATAN
1,66575,11,0.000165,320601,Cipatujah,KAB. TASIKMALAYA,JAWA BARAT
1,6053,1,0.000165,640806,Busang,KAB. KUTAI TIMUR,KALIMANTAN TIMUR
1,12116,2,0.000165,630511,Salam Babaris,KAB. TAPIN,KALIMANTAN SELATAN
1,30312,5,0.000165,610108,Paloh,KAB. SAMBAS,KALIMANTAN BARAT
1,54584,9,0.000165,360213,Maja,KAB. LEBAK,BANTEN
1,36442,6,0.000165,160217,Jejawi,KAB. OGAN KOMERING ILIR,SUMATERA SELATAN
1,60741,10,0.000165,510501,Nusa Penida,KAB. KLUNGKUNG,BALI
1,12153,2,0.000165,530617,Adonara,KAB. FLORES TIMUR,NUSA TENGGARA TIMUR
1,12163,2,0.000164,110209,Bukit Tusam,KAB. ACEH TENGGARA,ACEH
1,24328,4,0.000164,620308,Basarang,KAB. KAPUAS,KALIMANTAN TENGAH
1,48685,8,0.000164,350613,Grogol,KAB. KEDIRI,JAWA TIMUR
1,30482,5,0.000164,320535,Cisewu,KAB. GARUT,JAWA BARAT
1,73179,12,0.000164,350803,Candipuro,KAB. LUMAJANG,JAWA TIMUR
1,91474,15,0.000164,321201,Haurgeulis,KAB. INDRAMAYU,JAWA BARAT
1,30506,5,0.000164,617204,Singkawang Utara,KOTA SINGKAWANG,KALIMANTAN BARAT
1,24429,4,0.000164,160804,Cempaka,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
1,6110,1,0.000164,110109,Trumon,KAB. ACEH SELATAN,ACEH
1,85589,14,0.000164,510705,Abang,KAB. KARANGASEM,BALI
1,48915,8,0.000164,321803,Cimerak,KAB. PANGANDARAN,JAWA BARAT
1,42816,7,0.000163,150407,Bajubang,KAB. BATANGHARI,JAMBI
1,12250,2,0.000163,640304,Segah,KAB. BERAU,KALIMANTAN TIMUR
1,30643,5,0.000163,332217,Kaliwungu,KAB. SEMARANG,JAWA TENGAH
1,67432,11,0.000163,350914,Panti,KAB. JEMBER,JAWA TIMUR
1,24559,4,0.000163,110714,Padang Tiji,KAB. PIDIE,ACEH
1,67544,11,0.000163,187103,Tanjungkarang Barat,KOTA BANDAR LAMPUNG,LAMPUNG
1,12281,2,0.000163,740112,Baula,KAB. KOLAKA,SULAWESI TENGGARA
1,36865,6,0.000163,130703,Payakumbuh,KAB. LIMA PULUH KOTA,SUMATERA BARAT
1,43041,7,0.000163,510210,Pupuan,KAB. TABANAN,BALI
1,43043,7,0.000163,360121,Pandeglang,KAB. PANDEGLANG,BANTEN
1,61516,10,0.000163,217102,Batu Ampar,KOTA BATAM,KEPULAUAN RIAU
1,61524,10,0.000163,330223,Kedungbanteng,KAB. BANYUMAS,JAWA TENGAH
1,61558,10,0.000162,320707,Panumbangan,KAB. CIAMIS,JAWA BARAT
1,55419,9,0.000162,331019,Tulung,KAB. KLATEN,JAWA TENGAH
1,18496,3,0.000162,920301,Fak-Fak,KAB. FAK FAK,PAPUA BARAT
1,30831,5,0.000162,331711,Pancur,KAB. REMBANG,JAWA TENGAH
1,12337,2,0.000162,732410,Kalaena,KAB. LUWU TIMUR,SULAWESI SELATAN
1,86458,14,0.000162,320504,Tarogong Kaler,KAB. GARUT,JAWA BARAT
1,37054,6,0.000162,120706,Namorambe,KAB. DELI SERDANG,SUMATERA UTARA
1,12352,2,0.000162,530116,Nekamese,KAB. KUPANG,NUSA TENGGARA TIMUR
1,30883,5,0.000162,630501,Binuang,KAB. TAPIN,KALIMANTAN SELATAN
1,86474,14,0.000162,351413,Beji,KAB. PASURUAN,JAWA TIMUR
1,24713,4,0.000162,140613,Bonai Darussalam,KAB. ROKAN HULU,RIAU
1,37072,6,0.000162,731403,Watang Pulu,KAB. SIDENRENG RAPPANG,SULAWESI SELATAN
1,6180,1,0.000162,650304,Lumbis,KAB. NUNUKAN,KALIMANTAN UTARA
1,49479,8,0.000162,321224,Sukra,KAB. INDRAMAYU,JAWA BARAT
1,18570,3,0.000162,732611,Tallunglipu,KAB. TORAJA UTARA,SULAWESI SELATAN
1,37141,6,0.000162,161007,Indralaya Utara,KAB. OGAN ILIR,SUMATERA SELATAN
1,18577,3,0.000161,161109,Saling,KAB. EMPAT LAWANG,SUMATERA SELATAN
1,43365,7,0.000161,331408,Ngrampal,KAB. SRAGEN,JAWA TENGAH
1,61958,10,0.000161,350218,Jenangan,KAB. PONOROGO,JAWA TIMUR
1,18599,3,0.000161,331204,Batuwarno,KAB. WONOGIRI,JAWA TENGAH
1,12415,2,0.000161,720205,Pamona Timur,KAB. POSO,SULAWESI TENGAH
1,6210,1,0.000161,740603,Rarowatu,KAB. BOMBANA,SULAWESI TENGGARA
1,31062,5,0.000161,352116,Pitu,KAB. NGAWI,JAWA TIMUR
1,6216,1,0.000161,150217,Pangkalan Jambu,KAB. MERANGIN,JAMBI
1,99523,16,0.000161,510801,Gerokgak,KAB. BULELENG,BALI
1,31107,5,0.000161,332302,Tembarak,KAB. TEMANGGUNG,JAWA TENGAH
0,6236,1,0.000160,731701,Basse Sangtempe,KAB. LUWU,SULAWESI SELATAN
1,43656,7,0.000160,160818,Belitang Madang Raya,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN
1,37421,6,0.000160,360427,Ciomas,KAB. SERANG,BANTEN
1,62397,10,0.000160,321307,Pagaden,KAB. SUBANG,JAWA BARAT
1,56297,9,0.000160,351713,Tembelang,KAB. JOMBANG,JAWA TIMUR
1,31278,5,0.000160,161306,Karang Jaya,KAB. MUSI RAWAS UTARA,SUMATERA SELATAN
1,31290,5,0.000160,321716,Saguling,KAB. BANDUNG BARAT,JAWA BARAT
1,18774,3,0.000160,827202,Oba Utara,KOTA TIDORE KEPULAUAN,MALUKU UTARA
1,43831,7,0.000160,352005,Kawedanan,KAB. MAGETAN,JAWA TIMUR
1,12525,2,0.000160,750122,Talaga Jaya,KAB. GORONTALO,GORONTALO
1,18801,3,0.000160,750119,Tabongo,KAB. GORONTALO,GORONTALO
1,25071,4,0.000160,140113,Salo,KAB. KAMPAR,RIAU
1,25073,4,0.000160,120603,Barusjahe,KAB. KARO,SUMATERA UTARA
0,12538,2,0.000160,180406,Belalau,KAB. LAMPUNG BARAT,LAMPUNG
1,43946,7,0.000159,121201,Balige,KAB. TOBA SAMOSIR,SUMATERA UTARA
1,6283,1,0.000159,741304,Wadaga,KAB. MUNA BARAT,SULAWESI TENGGARA
1,75520,12,0.000159,350609,Plosoklaten,KAB. KEDIRI,JAWA TIMUR
1,31482,5,0.000159,197106,Gabek,KOTA PANGKAL PINANG,KEPULAUAN BANGKA BELITUNG
1,37783,6,0.000159,360408,Pulo Ampel,KAB. SERANG,BANTEN
0,25191,4,0.000159,180411,Sukau,KAB. LAMPUNG BARAT,LAMPUNG
1,44097,7,0.000159,161003,Tanjung Raja,KAB. OGAN ILIR,SUMATERA SELATAN
1,6303,1,0.000159,710712,Ratahan Timur,KAB. MINAHASA TENGGARA,SULAWESI UTARA
1,6305,1,0.000159,910104,Kimaam,KAB. MERAUKE,PAPUA
1,18922,3,0.000159,130407,Sungayang,KAB. TANAH DATAR,SUMATERA BARAT
1,82108,13,0.000158,327802,Cipedes,KOTA TASIKMALAYA,JAWA BARAT
1,37897,6,0.000158,180223,Kota Gajah,KAB. LAMPUNG TENGAH,LAMPUNG
1,94761,15,0.000158,537102,Maulafa,KOTA KUPANG,NUSA TENGGARA TIMUR
1,63188,10,0.000158,610207,Sungai Pinyuh,KAB. MEMPAWAH,KALIMANTAN BARAT
1,37956,6,0.000158,331414,Miri,KAB. SRAGEN,JAWA TENGAH
1,18984,3,0.000158,620213,Cempaga Hulu,KAB. KOTAWARINGIN TIMUR,KALIMANTAN TENGAH
1,69636,11,0.000158,321210,Karangampel,KAB. INDRAMAYU,JAWA BARAT
1,107624,17,0.000158,350930,Silo,KAB. JEMBER,JAWA TIMUR
1,50652,8,0.000158,167202,Pagar Alam Selatan,KOTA PAGAR ALAM,SUMATERA SELATAN
1,31680,5,0.000158,180909,Way Khilau,KAB. PESAWARAN,LAMPUNG
1,12674,2,0.000158,721205,Mori Atas,KAB. MOROWALI UTARA,SULAWESI TENGAH
1,44383,7,0.000158,331308,Karangpandan,KAB. KARANGANYAR,JAWA TENGAH
1,31712,5,0.000158,740705,Wangi Wangi Selatan,KAB. WAKATOBI,SULAWESI TENGGARA
1,6344,1,0.000158,630201,Pulausembilan,KAB. KOTABARU,KALIMANTAN SELATAN
1,25377,4,0.000158,732405,Angkona,KAB. LUWU TIMUR,SULAWESI SELATAN
1,31722,5,0.000158,330604,Bagelen,KAB. PURWOREJO,JAWA TENGAH
1,50785,8,0.000158,160901,Muara Dua,KAB. OGAN KOMERING ULU SELATAN,SUMATERA SELATAN
1,44459,7,0.000157,320911,Pangenan,KAB. CIREBON,JAWA BARAT
1,108084,17,0.000157,321309,Ciasem,KAB. SUBANG,JAWA BARAT
1,50887,8,0.000157,331514,Brati,KAB. GROBOGAN,JAWA TENGAH
1,44574,7,0.000157,352103,Jogorogo,KAB. NGAWI,JAWA TIMUR
1,44601,7,0.000157,120808,Bosar Maligas,KAB. SIMALUNGUN,SUMATERA UTARA
1,25492,4,0.000157,640108,Long Kali,KAB. PASER,KALIMANTAN TIMUR
1,25495,4,0.000157,352119,Kasreman,KAB. NGAWI,JAWA TIMUR
1,19128,3,0.000157,180408,Sekincau,KAB. LAMPUNG BARAT,LAMPUNG
1,89304,14,0.000157,350916,Jenggawah,KAB. JEMBER,JAWA TIMUR
1,31897,5,0.000157,320824,Cimahi,KAB. KUNINGAN,JAWA BARAT
1,31927,5,0.000157,160303,Rambang Dangku,KAB. MUARA ENIM,SUMATERA SELATAN
1,57473,9,0.000157,187110,Rajabasa,KOTA BANDAR LAMPUNG,LAMPUNG
1,12772,2,0.000157,920213,Manokwari Timur,KAB. MANOKWARI,PAPUA BARAT
1,44723,7,0.000157,350732,Wonosari,KAB. MALANG,JAWA TIMUR
1,31947,5,0.000157,120708,STM Hilir,KAB. DELI SERDANG,SUMATERA UTARA
1,31969,5,0.000156,167307,Lubuk Linggau Selatan II,KOTA LUBUK LINGGAU,SUMATERA SELATAN
1,31978,5,0.000156,352614,Tragah,KAB. BANGKALAN,JAWA TIMUR
1,70402,11,0.000156,760201,Mamuju,KAB. MAMUJU,SULAWESI BARAT
1,108934,17,0.000156,320311,Cugenang,KAB. CIANJUR,JAWA BARAT
1,38452,6,0.000156,321108,Paseh,KAB. SUMEDANG,JAWA BARAT
1,32050,5,0.000156,150404,Batin XXIV,KAB. BATANGHARI,JAMBI
1,51298,8,0.000156,320731,Sindangkasih,KAB. CIAMIS,JAWA BARAT
1,96218,15,0.000156,217202,Tanjung Pinang Timur,KOTA TANJUNG PINANG,KEPULAUAN RIAU
1,19256,3,0.000156,640902,Waru,KAB. PENAJAM PASER UTARA,KALIMANTAN TIMUR
1,70607,11,0.000156,320318,Pagelaran,KAB. CIANJUR,JAWA BARAT
1,70678,11,0.000156,127702,Padangsidimpuan Selatan,KOTA PADANGSIDIMPUAN,SUMATERA UTARA
1,38559,6,0.000156,321207,Widasari,KAB. INDRAMAYU,JAWA BARAT
1,38614,6,0.000155,352906,Saronggi,KAB. SUMENEP,JAWA TIMUR
1,70798,11,0.000155,350818,Randuagung,KAB. LUMAJANG,JAWA TIMUR
1,45060,7,0.000155,332503,Blado,KAB. BATANG,JAWA TENGAH
1,19321,3,0.000155,750306,Tilongkabila,KAB. BONE BOLANGO,GORONTALO
1,19333,3,0.000155,720121,Luwuk Utara,KAB. BANGGAI,SULAWESI TENGAH
1,12893,2,0.000155,160421,Gumay Talang,KAB. LAHAT,SUMATERA SELATAN
1,45134,7,0.000155,320811,Cidahu,KAB. KUNINGAN,JAWA BARAT
1,64483,10,0.000155,352602,Socah,KAB. BANGKALAN,JAWA TIMUR
1,19345,3,0.000155,520425,Tarano,KAB. SUMBAWA,NUSA TENGGARA BARAT
1,83837,13,0.000155,351021,Kalipuro,KAB. BANYUWANGI,JAWA TIMUR
1,83858,13,0.000155,332002,Pecangaan,KAB. JEPARA,JAWA TENGAH
1,64567,10,0.000155,321017,Sumberjaya,KAB. MAJALENGKA,JAWA BARAT
1,6459,1,0.000155,910315,Yapsi,KAB. JAYAPURA,PAPUA
1,32303,5,0.000155,160109,Peninjauan,KAB. OGAN KOMERING ULU,SUMATERA SELATAN
1,19408,3,0.000155,141009,Rangsang Pesisir,KAB. KEPULAUAN MERANTI,RIAU
1,6470,1,0.000155,920905,Sausapor,KAB. TAMBRAUW,PAPUA BARAT
0,6472,1,0.000155,530317,Bikomi Utara,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
1,51795,8,0.000154,190501,Mentok,KAB. BANGKA BARAT,KEPULAUAN BANGKA BELITUNG
1,25899,4,0.000154,130614,Candung,KAB. AGAM,SUMATERA BARAT
1,64837,10,0.000154,320123,Tenjo,KAB. BOGOR,JAWA BARAT
1,25935,4,0.000154,352427,Sarirejo,KAB. LAMONGAN,JAWA TIMUR
1,19456,3,0.000154,131106,Pauh Duo,KAB. SOLOK SELATAN,SUMATERA BARAT
1,6489,1,0.000154,810704,Aru Utara,KAB. KEPULAUAN ARU,MALUKU
1,12980,2,0.000154,157106,Danau Teluk,KOTA JAMBI,JAMBI
1,64928,10,0.000154,332911,Kersana,KAB. BREBES,JAWA TENGAH
1,12986,2,0.000154,190605,Damar,KAB. BELITUNG TIMUR,KEPULAUAN BANGKA BELITUNG
1,32492,5,0.000154,730208,Kindang,KAB. BULUKUMBA,SULAWESI SELATAN
1,6500,1,0.000154,181208,Pagar Dewa,KAB. TULANG BAWANG BARAT,LAMPUNG
1,39049,6,0.000154,321512,Pakisjaya,KAB. KARAWANG,JAWA BARAT
1,39068,6,0.000154,352223,Trucuk,KAB. BOJONEGORO,JAWA TIMUR
1,104212,16,0.000154,330113,Cimanggu,KAB. CILACAP,JAWA TENGAH
1,39098,6,0.000153,340103,Panjatan,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA
1,6521,1,0.000153,710708,Silian Raya,KAB. MINAHASA TENGGARA,SULAWESI UTARA
1,19575,3,0.000153,127208,Siantar Marimbun,KOTA PEMATANGSIANTAR,SUMATERA UTARA
1,65292,10,0.000153,351011,Kalibaru,KAB. BANYUWANGI,JAWA TIMUR
1,156796,24,0.000153,320415,Pangalengan,KAB. BANDUNG,JAWA BARAT
0,19612,3,0.000153,520605,Wawo,KAB. BIMA,NUSA TENGGARA BARAT
1,6538,1,0.000153,530716,Koting,KAB. SIKKA,NUSA TENGGARA TIMUR
1,52365,8,0.000153,510406,Tegallalang,KAB. GIANYAR,BALI
1,26192,4,0.000153,181302,Pesisir Selatan,KAB. PESISIR BARAT,LAMPUNG
1,19651,3,0.000153,520703,Seteluk,KAB. SUMBAWA BARAT,NUSA TENGGARA BARAT
1,13115,2,0.000152,170611,XIV Koto,KAB. MUKO MUKO,BENGKULU
1,65585,10,0.000152,332610,Sragi,KAB. PEKALONGAN,JAWA TENGAH
1,65682,10,0.000152,320927,Susukan,KAB. CIREBON,JAWA BARAT
1,52615,8,0.000152,351402,Tutur,KAB. PASURUAN,JAWA TIMUR
1,111908,17,0.000152,332809,Pangkah,KAB. TEGAL,JAWA TENGAH
1,46085,7,0.000152,121815,Sei Bamban,KAB. SERDANG BEDAGAI,SUMATERA UTARA
1,13177,2,0.000152,167204,Dempo Selatan,KOTA PAGAR ALAM,SUMATERA SELATAN
0,6589,1,0.000152,111009,Kota Baharu,KAB. ACEH SINGKIL,ACEH
1,13180,2,0.000152,750205,Mananggu,KAB. BOALEMO,GORONTALO
1,32956,5,0.000152,332312,Candiroto,KAB. TEMANGGUNG,JAWA TENGAH
1,13206,2,0.000151,150209,Lembah Masurai,KAB. MERANGIN,JAMBI
1,19816,3,0.000151,710211,Sonder,KAB. MINAHASA,SULAWESI UTARA
1,13214,2,0.000151,170103,Pino,KAB. BENGKULU SELATAN,BENGKULU
1,52868,8,0.000151,360416,Kibin,KAB. SERANG,BANTEN
1,79317,12,0.000151,117302,Banda Sakti,KOTA LHOKSEUMAWE,ACEH
1,72810,11,0.000151,352212,Sumberejo,KAB. BOJONEGORO,JAWA TIMUR
1,72817,11,0.000151,351816,Rejoso,KAB. NGANJUK,JAWA TIMUR
1,19869,3,0.000151,120703,Sibolangit,KAB. DELI SERDANG,SUMATERA UTARA
1,33138,5,0.000151,352701,Sreseh,KAB. SAMPANG,JAWA TIMUR
1,13259,2,0.000151,920305,Fak-Fak Tengah,KAB. FAK FAK,PAPUA BARAT
0,6630,1,0.000151,110512,Panton Reu,KAB. ACEH BARAT,ACEH
1,66304,10,0.000151,160703,Banyuasin III,KAB. BANYUASIN,SUMATERA SELATAN
1,33155,5,0.000151,127207,Siantar Sitalasari,KOTA PEMATANGSIANTAR,SUMATERA UTARA
1,53064,8,0.000151,531505,Komodo,KAB. MANGGARAI BARAT,NUSA TENGGARA TIMUR
1,66331,10,0.000151,332817,Warureja,KAB. TEGAL,JAWA TENGAH
1,39801,6,0.000151,320735,Purwadadi,KAB. CIAMIS,JAWA BARAT
1,33169,5,0.000151,140903,Singingi,KAB. KUANTAN SINGINGI,RIAU
1,13271,2,0.000151,740319,Watopute,KAB. MUNA,SULAWESI TENGGARA
1,59738,9,0.000151,332403,Sukorejo,KAB. KENDAL,JAWA TENGAH
1,86300,13,0.000151,331107,Polokarto,KAB. SUKOHARJO,JAWA TENGAH
0,39885,6,0.000150,320524,Singajaya,KAB. GARUT,JAWA BARAT
1,66498,10,0.000150,321003,Cikijing,KAB. MAJALENGKA,JAWA BARAT
1,53206,8,0.000150,351904,Dagangan,KAB. MADIUN,JAWA TIMUR
0,6651,1,0.000150,610716,Lembah Bawang,KAB. BENGKAYANG,KALIMANTAN BARAT
1,53228,8,0.000150,332509,Subah,KAB. BATANG,JAWA TENGAH
1,79884,12,0.000150,331403,Masaran,KAB. SRAGEN,JAWA TENGAH
1,19973,3,0.000150,731314,Keera,KAB. WAJO,SULAWESI SELATAN
1,13325,2,0.000150,820308,Malifut,KAB. HALMAHERA UTARA,MALUKU UTARA
1,46672,7,0.000150,330107,Maos,KAB. CILACAP,JAWA TENGAH
1,86684,13,0.000150,350805,Tempeh,KAB. LUMAJANG,JAWA TIMUR
1,20006,3,0.000150,130604,Matur,KAB. AGAM,SUMATERA BARAT
1,13341,2,0.000150,610618,Kalis,KAB. KAPUAS HULU,KALIMANTAN BARAT
1,126820,19,0.000150,520201,Praya,KAB. LOMBOK TENGAH,NUSA TENGGARA BARAT
1,46769,7,0.000150,180803,Banjit,KAB. WAY KANAN,LAMPUNG
1,60135,9,0.000150,360302,Jayanti,KAB. TANGERANG,BANTEN
1,66827,10,0.000150,127701,Padangsidimpuan Utara,KOTA PADANGSIDIMPUAN,SUMATERA UTARA
1,53481,8,0.000150,332416,Rowosari,KAB. KENDAL,JAWA TENGAH
1,53500,8,0.000150,321006,Maja,KAB. MAJALENGKA,JAWA BARAT
1,6696,1,0.000149,911201,Oksibil,KAB. PEGUNUNGAN BINTANG,PAPUA
1,87050,13,0.000149,330412,Punggelan,KAB. BANJARNEGARA,JAWA TENGAH
1,46879,7,0.000149,330408,Madukara,KAB. BANJARNEGARA,JAWA TENGAH
1,33503,5,0.000149,140205,Peranap,KAB. INDRAGIRI HULU,RIAU
1,13417,2,0.000149,110210,Semadam,KAB. ACEH TENGGARA,ACEH
1,26837,4,0.000149,160509,Muara Beliti,KAB. MUSI RAWAS,SUMATERA SELATAN
1,114119,17,0.000149,330106,Kroya,KAB. CILACAP,JAWA TENGAH
1,6716,1,0.000149,630609,Kalumpang,KAB. HULU SUNGAI SELATAN,KALIMANTAN SELATAN
1,20157,3,0.000149,630503,Tapin Tengah,KAB. TAPIN,KALIMANTAN SELATAN
1,6720,1,0.000149,710410,Tampan' Amma,KAB. KEPULAUAN TALAUD,SULAWESI UTARA
1,20175,3,0.000149,332315,Selopampang,KAB. TEMANGGUNG,JAWA TENGAH
1,33630,5,0.000149,137202,Tanjung Harapan,KOTA SOLOK,SUMATERA BARAT
1,47132,7,0.000149,352416,Mantup,KAB. LAMONGAN,JAWA TIMUR
1,20201,3,0.000149,810901,Namrole,KAB. BURU SELATAN,MALUKU
1,20204,3,0.000148,810122,Leihitu Barat,KAB. MALUKU TENGAH,MALUKU
1,13473,2,0.000148,710501,Modoinding,KAB. MINAHASA SELATAN,SULAWESI UTARA
1,6754,1,0.000148,740611,Poleang Selatan,KAB. BOMBANA,SULAWESI TENGGARA
1,40526,6,0.000148,180301,Bukit Kemuning,KAB. LAMPUNG UTARA,LAMPUNG
1,40548,6,0.000148,320628,Leuwisari,KAB. TASIKMALAYA,JAWA BARAT
1,6758,1,0.000148,111308,Dabun Gelang,KAB. GAYO LUES,ACEH
1,6758,1,0.000148,740608,Mata Oleo,KAB. BOMBANA,SULAWESI TENGGARA
1,47339,7,0.000148,320528,Cisompet,KAB. GARUT,JAWA BARAT
1,33817,5,0.000148,127705,Padangsidimpuan Tenggara,KOTA PADANGSIDIMPUAN,SUMATERA UTARA
1,67673,10,0.000148,352911,Pragaan,KAB. SUMENEP,JAWA TIMUR
1,40607,6,0.000148,531305,Nubatukan,KAB. LEMBATA,NUSA TENGGARA TIMUR
1,13540,2,0.000148,710209,Langowan Timur,KAB. MINAHASA,SULAWESI UTARA
1,40620,6,0.000148,320237,Pabuaran,KAB. SUKABUMI,JAWA BARAT
1,54164,8,0.000148,610404,Kendawangan,KAB. KETAPANG,KALIMANTAN BARAT
1,6771,1,0.000148,620315,Mandau Talawang,KAB. KAPUAS,KALIMANTAN TENGAH
1,6778,1,0.000148,710315,Tabukan Selatan,KAB. KEPULAUAN SANGIHE,SULAWESI UTARA
1,6779,1,0.000148,630908,Muara Harus,KAB. TABALONG,KALIMANTAN SELATAN
1,74579,11,0.000147,180701,Sukadana,KAB. LAMPUNG TIMUR,LAMPUNG
1,67863,10,0.000147,321517,Telagasari,KAB. KARAWANG,JAWA BARAT
1,74665,11,0.000147,350515,Gandusari,KAB. BLITAR,JAWA TIMUR
1,54303,8,0.000147,350312,Pogalan,KAB. TRENGGALEK,JAWA TIMUR
1,33978,5,0.000147,351905,Kare,KAB. MADIUN,JAWA TIMUR
1,34014,5,0.000147,117304,Muara Satu,KOTA LHOKSEUMAWE,ACEH
1,20416,3,0.000147,137304,Talawi,KOTA SAWAHLUNTO,SUMATERA BARAT
1,102081,15,0.000147,320446,Kutawaringin,KAB. BANDUNG,JAWA BARAT
1,27231,4,0.000147,130605,IV Koto,KAB. AGAM,SUMATERA BARAT
1,6815,1,0.000147,530721,Mapitara,KAB. SIKKA,NUSA TENGGARA TIMUR
1,54588,8,0.000147,331706,Sedan,KAB. REMBANG,JAWA TENGAH
1,47767,7,0.000147,120602,Berastagi,KAB. KARO,SUMATERA UTARA
1,123011,18,0.000146,320303,Cibeber,KAB. CIANJUR,JAWA BARAT
1,68387,10,0.000146,321406,Darangdan,KAB. PURWAKARTA,JAWA BARAT
1,6839,1,0.000146,910706,Fawi,KAB. PUNCAK JAYA,PAPUA
1,6839,1,0.000146,111409,Pasie Raya,KAB. ACEH JAYA,ACEH
1,61594,9,0.000146,360306,Kresek,KAB. TANGERANG,BANTEN
1,109516,16,0.000146,160410,Lahat,KAB. LAHAT,SUMATERA SELATAN
1,61618,9,0.000146,352406,Kedungpring,KAB. LAMONGAN,JAWA TIMUR
1,34271,5,0.000146,320521,Sukaresmi,KAB. GARUT,JAWA BARAT
1,6860,1,0.000146,732614,Baruppu,KAB. TORAJA UTARA,SULAWESI SELATAN
1,68604,10,0.000146,327806,Cibeureum,KOTA TASIKMALAYA,JAWA BARAT
