tanggal,AKUMULASI_KASUS,KASUS,AKUMULASI_SEMBUH,SEMBUH,AKUMULASI_MENINGGAL,MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,DIRAWAT_OR_ISOLASI
2020-05-22,438,2,158,5,24,0,256,-3
2020-05-23,443,5,176,18,25,1,242,-14
2020-05-24,478,35,181,5,25,0,272,30
2020-05-25,478,0,186,5,25,0,267,-5
2020-05-26,510,32,208,22,25,0,277,10
2020-05-27,537,27,236,28,26,1,275,-2
2020-05-28,541,4,244,8,26,0,271,-4
2020-05-29,541,0,250,6,26,0,265,-6
2020-05-30,552,11,256,6,26,0,270,5
2020-05-31,567,15,265,9,26,0,276,6
2020-06-01,567,0,267,2,26,0,274,-2
2020-06-02,574,7,272,5,26,0,276,2
2020-06-03,583,9,277,5,26,0,280,4
2020-06-04,594,11,312,35,26,0,256,-24
2020-06-05,607,13,333,21,27,1,247,-9
2020-06-06,618,11,336,3,27,0,255,8
2020-06-07,626,8,340,4,27,0,259,4
2020-06-08,626,0,351,11,27,0,248,-11
2020-06-09,645,19,361,10,29,2,255,7
2020-06-10,659,14,389,28,29,0,241,-14
2020-06-11,661,2,392,3,29,0,240,-1
2020-06-12,671,10,407,15,29,0,235,-5
2020-06-13,674,3,411,4,29,0,234,-1
2020-06-14,681,7,423,12,30,1,228,-6
2020-06-15,681,0,423,0,30,0,228,0
2020-06-16,687,6,459,36,30,0,198,-30
2020-06-17,691,4,465,6,30,0,196,-2
2020-06-18,696,5,482,17,30,0,184,-12
2020-06-19,700,4,493,11,30,0,177,-7
2020-06-20,703,3,497,4,30,0,176,-1
2020-06-21,707,4,503,6,30,0,174,-2
2020-06-22,707,0,505,2,30,0,172,-2
2020-06-23,712,5,524,19,30,0,158,-14
2020-06-24,715,3,539,15,30,0,146,-12
2020-06-25,717,2,561,22,30,0,126,-20
2020-06-26,720,3,571,10,31,1,118,-8
2020-06-27,722,2,581,10,31,0,110,-8
2020-06-28,725,3,587,6,31,0,107,-3
2020-06-29,725,0,588,1,31,0,106,-1
2020-06-30,726,1,600,12,31,0,95,-11
2020-07-01,742,16,607,7,31,0,104,9
2020-07-02,750,8,618,11,31,0,101,-3
2020-07-03,760,10,622,4,31,0,107,6
2020-07-04,762,2,624,2,31,0,107,0
2020-07-05,775,13,625,1,31,0,119,12
2020-07-06,0,0,0,0,0,0,0,0
2020-07-07,0,0,0,0,0,0,0,0
2020-07-08,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,0,0
