provinsi,tanggal,AKUMULASI_KASUS,KASUS,AKUMULASI_SEMBUH,SEMBUH,AKUMULASI_MENINGGAL,MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,DIRAWAT_OR_ISOLASI
BENGKULU,2020-03-01,0,0,0,0,0,0,0,0
BENGKULU,2020-03-02,0,0,0,0,0,0,0,0
BENGKULU,2020-03-03,0,0,0,0,0,0,0,0
BENGKULU,2020-03-04,0,0,0,0,0,0,0,0
BENGKULU,2020-03-05,0,0,0,0,0,0,0,0
BENGKULU,2020-03-06,0,0,0,0,0,0,0,0
BENGKULU,2020-03-07,0,0,0,0,0,0,0,0
BENGKULU,2020-03-08,0,0,0,0,0,0,0,0
BENGKULU,2020-03-09,0,0,0,0,0,0,0,0
BENGKULU,2020-03-10,0,0,0,0,0,0,0,0
BENGKULU,2020-03-11,0,0,0,0,0,0,0,0
BENGKULU,2020-03-12,0,0,0,0,0,0,0,0
BENGKULU,2020-03-13,0,0,0,0,0,0,0,0
BENGKULU,2020-03-14,0,0,0,0,0,0,0,0
BENGKULU,2020-03-15,0,0,0,0,0,0,0,0
BENGKULU,2020-03-16,0,0,0,0,0,0,0,0
BENGKULU,2020-03-17,0,0,0,0,0,0,0,0
BENGKULU,2020-03-18,0,0,0,0,0,0,0,0
BENGKULU,2020-03-19,0,0,0,0,0,0,0,0
BENGKULU,2020-03-20,0,0,0,0,0,0,0,0
BENGKULU,2020-03-21,0,0,0,0,0,0,0,0
BENGKULU,2020-03-22,0,0,0,0,0,0,0,0
BENGKULU,2020-03-23,0,0,0,0,0,0,0,0
BENGKULU,2020-03-24,0,0,0,0,0,0,0,0
BENGKULU,2020-03-25,0,0,0,0,0,0,0,0
BENGKULU,2020-03-26,0,0,0,0,0,0,0,0
BENGKULU,2020-03-27,0,0,0,0,0,0,0,0
BENGKULU,2020-03-28,0,0,0,0,0,0,0,0
BENGKULU,2020-03-29,0,0,0,0,0,0,0,0
BENGKULU,2020-03-30,0,0,0,0,0,0,0,0
BENGKULU,2020-03-31,1,1,0,0,1,1,0,0
BENGKULU,2020-04-01,1,0,0,0,1,0,0,0
BENGKULU,2020-04-02,1,0,0,0,1,0,0,0
BENGKULU,2020-04-03,2,1,0,0,1,0,1,1
BENGKULU,2020-04-04,2,0,0,0,1,0,1,0
BENGKULU,2020-04-05,2,0,0,0,1,0,1,0
BENGKULU,2020-04-06,2,0,0,0,1,0,1,0
BENGKULU,2020-04-07,2,0,0,0,1,0,1,0
BENGKULU,2020-04-08,2,0,0,0,1,0,1,0
BENGKULU,2020-04-09,4,2,0,0,1,0,3,2
BENGKULU,2020-04-10,4,0,0,0,1,0,3,0
BENGKULU,2020-04-11,4,0,0,0,1,0,3,0
BENGKULU,2020-04-12,4,0,0,0,1,0,3,0
BENGKULU,2020-04-13,4,0,0,0,1,0,3,0
BENGKULU,2020-04-14,4,0,0,0,1,0,3,0
BENGKULU,2020-04-15,4,0,0,0,1,0,3,0
BENGKULU,2020-04-16,4,0,0,0,1,0,3,0
BENGKULU,2020-04-17,4,0,0,0,1,0,3,0
BENGKULU,2020-04-18,4,0,1,1,1,0,2,-1
BENGKULU,2020-04-19,4,0,1,0,1,0,2,0
BENGKULU,2020-04-20,4,0,1,0,1,0,2,0
BENGKULU,2020-04-21,8,4,1,0,1,0,6,4
BENGKULU,2020-04-22,8,0,1,0,1,0,6,0
BENGKULU,2020-04-23,8,0,1,0,1,0,6,0
BENGKULU,2020-04-24,8,0,1,0,1,0,6,0
BENGKULU,2020-04-25,8,0,1,0,1,0,6,0
BENGKULU,2020-04-26,8,0,1,0,1,0,6,0
BENGKULU,2020-04-27,8,0,1,0,1,0,6,0
BENGKULU,2020-04-28,8,0,1,0,2,1,5,-1
BENGKULU,2020-04-29,12,4,1,0,2,0,9,4
BENGKULU,2020-04-30,12,0,1,0,2,0,9,0
BENGKULU,2020-05-01,12,0,1,0,2,0,9,0
BENGKULU,2020-05-02,12,0,1,0,2,0,9,0
BENGKULU,2020-05-03,12,0,1,0,2,0,9,0
BENGKULU,2020-05-04,12,0,1,0,2,0,9,0
BENGKULU,2020-05-05,12,0,1,0,2,0,9,0
BENGKULU,2020-05-06,14,2,1,0,2,0,11,2
BENGKULU,2020-05-07,14,0,1,0,2,0,11,0
BENGKULU,2020-05-08,14,0,1,0,2,0,11,0
BENGKULU,2020-05-09,37,23,1,0,2,0,34,23
BENGKULU,2020-05-10,37,0,1,0,2,0,34,0
BENGKULU,2020-05-11,37,0,1,0,2,0,34,0
BENGKULU,2020-05-12,40,3,1,0,2,0,37,3
BENGKULU,2020-05-13,40,0,1,0,2,0,37,0
BENGKULU,2020-05-14,42,2,1,0,2,0,39,2
BENGKULU,2020-05-15,53,11,1,0,2,0,50,11
BENGKULU,2020-05-16,56,3,1,0,2,0,53,3
BENGKULU,2020-05-17,65,9,1,0,2,0,62,9
BENGKULU,2020-05-18,66,1,1,0,2,0,63,1
BENGKULU,2020-05-19,67,1,1,0,2,0,64,1
BENGKULU,2020-05-20,67,0,7,6,2,0,58,-6
BENGKULU,2020-05-21,69,2,9,2,2,0,58,0
BENGKULU,2020-05-22,69,0,9,0,2,0,58,0
BENGKULU,2020-05-23,69,0,9,0,2,0,58,0
BENGKULU,2020-05-24,69,0,9,0,2,0,58,0
BENGKULU,2020-05-25,69,0,9,0,2,0,58,0
BENGKULU,2020-05-26,69,0,11,2,3,1,55,-3
BENGKULU,2020-05-27,69,0,19,8,3,0,47,-8
BENGKULU,2020-05-28,71,2,20,1,3,0,48,1
BENGKULU,2020-05-29,72,1,22,2,3,0,47,-1
BENGKULU,2020-05-30,86,14,22,0,3,0,61,14
BENGKULU,2020-05-31,91,5,22,0,3,0,66,5
BENGKULU,2020-06-01,91,0,25,3,3,0,63,-3
BENGKULU,2020-06-02,92,1,25,0,3,0,64,1
BENGKULU,2020-06-03,92,0,25,0,3,0,64,0
BENGKULU,2020-06-04,92,0,25,0,3,0,64,0
BENGKULU,2020-06-05,92,0,25,0,4,1,63,-1
BENGKULU,2020-06-06,92,0,37,12,4,0,51,-12
BENGKULU,2020-06-07,92,0,40,3,4,0,48,-3
BENGKULU,2020-06-08,92,0,40,0,4,0,48,0
BENGKULU,2020-06-09,92,0,46,6,4,0,42,-6
BENGKULU,2020-06-10,92,0,47,1,4,0,41,-1
BENGKULU,2020-06-11,92,0,48,1,4,0,40,-1
BENGKULU,2020-06-12,95,3,49,1,5,1,41,1
BENGKULU,2020-06-13,98,3,58,9,6,1,34,-7
BENGKULU,2020-06-14,101,3,58,0,6,0,37,3
BENGKULU,2020-06-15,101,0,62,4,6,0,33,-4
BENGKULU,2020-06-16,104,3,63,1,6,0,35,2
BENGKULU,2020-06-17,105,1,65,2,6,0,34,-1
BENGKULU,2020-06-18,105,0,65,0,8,2,32,-2
BENGKULU,2020-06-19,107,2,68,3,8,0,31,-1
BENGKULU,2020-06-20,116,9,71,3,8,0,37,6
BENGKULU,2020-06-21,116,0,72,1,9,1,35,-2
BENGKULU,2020-06-22,116,0,72,0,9,0,35,0
BENGKULU,2020-06-23,118,2,72,0,10,1,36,1
BENGKULU,2020-06-24,118,0,73,1,10,0,35,-1
BENGKULU,2020-06-25,120,2,78,5,10,0,32,-3
BENGKULU,2020-06-26,124,4,88,10,10,0,26,-6
BENGKULU,2020-06-27,125,1,89,1,10,0,26,0
BENGKULU,2020-06-28,0,0,0,0,0,0,0,0
BENGKULU,2020-06-29,0,0,0,0,0,0,0,0
