zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,11774,20.17,
JAWA_BARAT,2020-09-21,7016,12.02,
JAWA_TENGAH,2020-09-21,5179,8.87,
JAWA_TIMUR,2020-09-21,4475,7.67,
SULAWESI_SELATAN,2020-09-21,3372,5.78,
SUMATERA_UTARA,2020-09-21,3352,5.74,
RIAU,2020-09-21,3147,5.39,
KALIMANTAN_TIMUR,2020-09-21,2153,3.69,
SUMATERA_BARAT,2020-09-21,2051,3.51,
ACEH,2020-09-21,1878,3.22,
PAPUA,2020-09-21,1545,2.65,
BANTEN,2020-09-21,1534,2.63,
BALI,2020-09-21,1248,2.14,
KALIMANTAN_SELATAN,2020-09-21,1189,2.04,
SUMATERA_SELATAN,2020-09-21,1137,1.95,
MALUKU,2020-09-21,945,1.62,
SULAWESI_UTARA,2020-09-21,775,1.33,
SULAWESI_TENGGARA,2020-09-21,758,1.30,
KALIMANTAN_TENGAH,2020-09-21,652,1.12,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,627,1.07,
PAPUA_BARAT,2020-09-21,574,0.98,
NUSA_TENGGARA_BARAT,2020-09-21,497,0.85,
KEPULAUAN_RIAU,2020-09-21,492,0.84,
LAMPUNG,2020-09-21,279,0.48,
BENGKULU,2020-09-20,225,0.39,
GORONTALO,2020-09-21,225,0.39,
MALUKU_UTARA,2020-09-21,151,0.26,
KALIMANTAN_BARAT,2020-09-21,145,0.25,
JAMBI,2020-09-20,122,0.21,
SULAWESI_BARAT,2020-09-21,120,0.21,
NUSA_TENGGARA_TIMUR,2020-09-20,85,0.15,
SULAWESI_TENGAH,2020-09-21,75,0.13,
KALIMANTAN_UTARA,2020-09-21,66,0.11,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,40,0.07,
