zone,last_update,value,percentage,population
JAWA_TIMUR,2020-09-21,2989,30.89,
DKI_JAKARTA,2020-09-21,1550,16.02,
JAWA_TENGAH,2020-09-21,1265,13.07,
KALIMANTAN_SELATAN,2020-09-21,401,4.14,
SUMATERA_UTARA,2020-09-21,401,4.14,
SULAWESI_SELATAN,2020-09-21,399,4.12,
SUMATERA_SELATAN,2020-09-21,322,3.33,
JAWA_BARAT,2020-09-21,314,3.24,
KALIMANTAN_TIMUR,2020-09-21,272,2.81,
BALI,2020-09-21,220,2.27,
NUSA_TENGGARA_BARAT,2020-09-21,185,1.91,
SULAWESI_UTARA,2020-09-21,170,1.76,
ACEH,2020-09-21,136,1.41,
BANTEN,2020-09-21,135,1.40,
KALIMANTAN_TENGAH,2020-09-21,129,1.33,
RIAU,2020-09-21,106,1.10,
SUMATERA_BARAT,2020-09-21,94,0.97,
MALUKU_UTARA,2020-09-21,73,0.75,
PAPUA,2020-09-21,72,0.74,
GORONTALO,2020-09-21,69,0.71,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,60,0.62,
KEPULAUAN_RIAU,2020-09-21,55,0.57,
SULAWESI_TENGGARA,2020-09-21,48,0.50,
MALUKU,2020-09-21,39,0.40,
BENGKULU,2020-09-20,31,0.32,
LAMPUNG,2020-09-21,29,0.30,
PAPUA_BARAT,2020-09-21,25,0.26,
SULAWESI_TENGAH,2020-09-21,12,0.12,
JAMBI,2020-09-20,8,0.08,
SULAWESI_BARAT,2020-09-21,7,0.07,
KALIMANTAN_BARAT,2020-09-21,5,0.05,
NUSA_TENGGARA_TIMUR,2020-09-20,5,0.05,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,4,0.04,
KALIMANTAN_UTARA,2020-09-21,3,0.03,
