zone,last_update,value,percentage,population
MALUKU_UTARA,2020-09-21,88.86,,
GORONTALO,2020-09-21,87.94,,
KALIMANTAN_UTARA,2020-09-21,85.98,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,85.90,,
KALIMANTAN_SELATAN,2020-09-21,83.80,,
KALIMANTAN_BARAT,2020-09-21,82.74,,
JAWA_TIMUR,2020-09-21,81.81,,
BALI,2020-09-21,81.37,,
DKI_JAKARTA,2020-09-21,78.79,,
NUSA_TENGGARA_BARAT,2020-09-21,78.17,,
SULAWESI_UTARA,2020-09-21,78.10,,
KALIMANTAN_TENGAH,2020-09-21,76.28,,
SULAWESI_BARAT,2020-09-21,74.85,,
SULAWESI_SELATAN,2020-09-21,73.82,,
SUMATERA_SELATAN,2020-09-21,73.22,,
SULAWESI_TENGAH,2020-09-21,72.90,,
NATIONAL,2020-09-21,72.65,,
NUSA_TENGGARA_TIMUR,2020-09-20,71.96,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,69.19,,
PAPUA,2020-09-21,68.75,,
KEPULAUAN_RIAU,2020-09-21,68.18,,
JAWA_TENGAH,2020-09-21,67.36,,
JAMBI,2020-09-20,66.23,,
KALIMANTAN_TIMUR,2020-09-21,65.11,,
SULAWESI_TENGGARA,2020-09-21,63.74,,
MALUKU,2020-09-21,62.37,,
BANTEN,2020-09-21,62.12,,
PAPUA_BARAT,2020-09-21,60.49,,
SUMATERA_UTARA,2020-09-21,60.33,,
LAMPUNG,2020-09-21,58.21,,
JAWA_BARAT,2020-09-21,58.10,,
BENGKULU,2020-09-20,52.24,,
SUMATERA_BARAT,2020-09-21,51.78,,
ACEH,2020-09-21,45.48,,
RIAU,2020-09-21,40.28,,
