zone,last_update,value,percentage,population
RIAU,2020-09-21,57.77,,
ACEH,2020-09-21,50.84,,
SUMATERA_BARAT,2020-09-21,46.11,,
BENGKULU,2020-09-20,41.98,,
JAWA_BARAT,2020-09-21,40.11,,
LAMPUNG,2020-09-21,37.86,,
PAPUA_BARAT,2020-09-21,37.86,,
MALUKU,2020-09-21,36.14,,
SUMATERA_UTARA,2020-09-21,35.43,,
BANTEN,2020-09-21,34.82,,
SULAWESI_TENGGARA,2020-09-21,34.10,,
JAMBI,2020-09-20,31.69,,
KALIMANTAN_TIMUR,2020-09-21,30.97,,
PAPUA,2020-09-21,29.86,,
KEPULAUAN_RIAU,2020-09-21,28.62,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,28.12,,
NUSA_TENGGARA_TIMUR,2020-09-20,26.48,,
JAWA_TENGAH,2020-09-21,26.23,,
SULAWESI_BARAT,2020-09-21,23.76,,
NATIONAL,2020-09-21,23.46,,
SULAWESI_SELATAN,2020-09-21,23.41,,
SULAWESI_TENGAH,2020-09-21,23.36,,
SUMATERA_SELATAN,2020-09-21,20.87,,
KALIMANTAN_TENGAH,2020-09-21,19.81,,
DKI_JAKARTA,2020-09-21,18.74,,
SULAWESI_UTARA,2020-09-21,17.96,,
KALIMANTAN_BARAT,2020-09-21,16.69,,
NUSA_TENGGARA_BARAT,2020-09-21,15.91,,
BALI,2020-09-21,15.84,,
KALIMANTAN_UTARA,2020-09-21,13.41,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,12.82,,
KALIMANTAN_SELATAN,2020-09-21,12.11,,
JAWA_TIMUR,2020-09-21,10.91,,
GORONTALO,2020-09-21,9.23,,
MALUKU_UTARA,2020-09-21,7.51,,
