zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,1065,,11058944
MALUKU,2020-09-21,896,,1054437
PAPUA,2020-09-21,888,,1740450
PAPUA_BARAT,2020-09-21,780,,735514
KALIMANTAN_TIMUR,2020-09-21,626,,3439150
RIAU,2020-09-21,573,,5492714
SULAWESI_TENGGARA,2020-09-21,510,,1487542
ACEH,2020-09-21,487,,3856404
SULAWESI_SELATAN,2020-09-21,404,,8340621
SUMATERA_BARAT,2020-09-21,399,,5135071
KALIMANTAN_SELATAN,2020-09-21,370,,3215366
SULAWESI_UTARA,2020-09-21,360,,2154904
BALI,2020-09-21,294,,4247341
KALIMANTAN_TENGAH,2020-09-21,290,,2251078
KEPULAUAN_RIAU,2020-09-21,282,,1744063
SUMATERA_UTARA,2020-09-21,254,,13181814
NATIONAL,2020-09-21,238,,245596822
GORONTALO,2020-09-21,211,,1068216
BENGKULU,2020-09-20,180,,1248241
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,171,,3656108
MALUKU_UTARA,2020-09-21,170,,885950
JAWA_BARAT,2020-09-21,154,,45485037
SUMATERA_SELATAN,2020-09-21,152,,7467555
BANTEN,2020-09-21,147,,10451189
JAWA_TENGAH,2020-09-21,142,,36461504
KALIMANTAN_UTARA,2020-09-21,118,,560965
JAWA_TIMUR,2020-09-21,110,,40531918
NUSA_TENGGARA_BARAT,2020-09-21,105,,4736032
SULAWESI_BARAT,2020-09-21,96,,1256533
JAMBI,2020-09-20,40,,3080619
SULAWESI_TENGAH,2020-09-21,37,,2047415
LAMPUNG,2020-09-21,33,,8455434
KALIMANTAN_BARAT,2020-09-21,31,,4641876
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,30,,1330690
NUSA_TENGGARA_TIMUR,2020-09-20,27,,3096127
