zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,62831,25.25,
JAWA_TIMUR,2020-09-21,41027,16.49,
JAWA_TENGAH,2020-09-21,19743,7.93,
JAWA_BARAT,2020-09-21,17493,7.03,
SULAWESI_SELATAN,2020-09-21,14403,5.79,
KALIMANTAN_SELATAN,2020-09-21,9816,3.94,
SUMATERA_UTARA,2020-09-21,9461,3.80,
BALI,2020-09-21,7879,3.17,
KALIMANTAN_TIMUR,2020-09-21,6951,2.79,
SUMATERA_SELATAN,2020-09-21,5448,2.19,
RIAU,2020-09-21,5447,2.19,
PAPUA,2020-09-21,5175,2.08,
SUMATERA_BARAT,2020-09-21,4448,1.79,
BANTEN,2020-09-21,4406,1.77,
SULAWESI_UTARA,2020-09-21,4315,1.73,
ACEH,2020-09-21,3694,1.48,
KALIMANTAN_TENGAH,2020-09-21,3292,1.32,
NUSA_TENGGARA_BARAT,2020-09-21,3124,1.26,
MALUKU,2020-09-21,2615,1.05,
GORONTALO,2020-09-21,2437,0.98,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,2230,0.90,
SULAWESI_TENGGARA,2020-09-21,2223,0.89,
MALUKU_UTARA,2020-09-21,2011,0.81,
KEPULAUAN_RIAU,2020-09-21,1719,0.69,
PAPUA_BARAT,2020-09-21,1516,0.61,
KALIMANTAN_BARAT,2020-09-21,869,0.35,
LAMPUNG,2020-09-21,737,0.30,
BENGKULU,2020-09-20,536,0.22,
SULAWESI_BARAT,2020-09-21,505,0.20,
KALIMANTAN_UTARA,2020-09-21,492,0.20,
JAMBI,2020-09-20,385,0.15,
NUSA_TENGGARA_TIMUR,2020-09-20,321,0.13,
SULAWESI_TENGAH,2020-09-21,321,0.13,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,312,0.13,
