zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-06,296,63.93,
SULAWESI_SELATAN,2020-08-06,106,22.89,
JAWA_BARAT,2020-08-06,50,10.80,
KALIMANTAN_SELATAN,2020-08-06,42,9.07,
ACEH,2020-08-06,41,8.86,
MALUKU,2020-08-06,33,7.13,
SUMATERA_BARAT,2020-08-06,21,4.54,
SULAWESI_BARAT,2020-08-06,20,4.32,
KALIMANTAN_TENGAH,2020-08-06,16,3.46,
SUMATERA_UTARA,2020-08-06,16,3.46,
NUSA_TENGGARA_BARAT,2020-08-06,11,2.38,
KALIMANTAN_BARAT,2020-08-06,7,1.51,
KEPULAUAN_RIAU,2020-08-05,7,1.51,
JAMBI,2020-08-05,5,1.08,
KALIMANTAN_UTARA,2020-08-06,4,0.86,
BANTEN,2020-08-06,3,0.65,
RIAU,2020-08-06,3,0.65,
SULAWESI_TENGGARA,2020-08-06,3,0.65,
BENGKULU,2020-08-06,1,0.22,
SULAWESI_TENGAH,2020-08-05,1,0.22,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,-2,-0.43,
LAMPUNG,2020-08-06,-3,-0.65,
SULAWESI_UTARA,2020-08-06,-4,-0.86,
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,-6,-1.30,
NUSA_TENGGARA_TIMUR,2020-08-05,-8,-1.73,
BALI,2020-08-06,-11,-2.38,
KALIMANTAN_TIMUR,2020-08-06,-11,-2.38,
PAPUA_BARAT,2020-08-06,-27,-5.83,
PAPUA,2020-08-06,-33,-7.13,
SUMATERA_SELATAN,2020-08-06,-48,-10.37,
JAWA_TENGAH,2020-08-06,-79,-17.06,
MALUKU_UTARA,2020-08-06,-81,-17.49,
GORONTALO,2020-08-06,-117,-25.27,
JAWA_TIMUR,2020-08-06,-197,-42.55,
