zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-09,440,23.24,
JAWA_TIMUR,2020-08-09,408,21.55,
JAWA_BARAT,2020-08-09,179,9.46,
JAWA_TENGAH,2020-08-09,140,7.40,
KALIMANTAN_SELATAN,2020-08-09,98,5.18,
SULAWESI_SELATAN,2020-08-09,90,4.75,
BALI,2020-08-09,59,3.12,
KALIMANTAN_TIMUR,2020-08-09,53,2.80,
ACEH,2020-08-09,44,2.32,
SULAWESI_UTARA,2020-08-09,44,2.32,
PAPUA,2020-08-09,43,2.27,
SUMATERA_BARAT,2020-08-09,38,2.01,
MALUKU,2020-08-09,32,1.69,
KALIMANTAN_TENGAH,2020-08-09,30,1.58,
NUSA_TENGGARA_BARAT,2020-08-09,27,1.43,
RIAU,2020-08-09,26,1.37,
SUMATERA_UTARA,2020-08-09,25,1.32,
BANTEN,2020-08-09,24,1.27,
SULAWESI_TENGGARA,2020-08-09,22,1.16,
SUMATERA_SELATAN,2020-08-09,19,1.00,
KALIMANTAN_BARAT,2020-08-09,13,0.69,
BENGKULU,2020-08-09,9,0.48,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,8,0.42,
KEPULAUAN_RIAU,2020-08-09,8,0.42,
SULAWESI_BARAT,2020-08-08,8,0.42,
GORONTALO,2020-08-09,7,0.37,
JAMBI,2020-08-08,5,0.26,
LAMPUNG,2020-08-08,4,0.21,
MALUKU_UTARA,2020-08-09,4,0.21,
KALIMANTAN_UTARA,2020-08-09,2,0.11,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,1,0.05,
NUSA_TENGGARA_TIMUR,2020-08-05,1,0.05,
PAPUA_BARAT,2020-08-09,1,0.05,
SULAWESI_TENGAH,2020-08-07,1,0.05,
