zone,last_update,value,percentage,population
MALUKU,2020-08-06,31,,1054437
DKI_JAKARTA,2020-08-06,27,,11058944
SULAWESI_BARAT,2020-08-06,16,,1256533
KALIMANTAN_SELATAN,2020-08-06,13,,3215366
SULAWESI_SELATAN,2020-08-06,13,,8340621
ACEH,2020-08-06,11,,3856404
KALIMANTAN_TENGAH,2020-08-06,7,,2251078
KALIMANTAN_UTARA,2020-08-06,7,,560965
KEPULAUAN_RIAU,2020-08-05,4,,1744063
SUMATERA_BARAT,2020-08-06,4,,5135071
JAMBI,2020-08-05,2,,3080619
KALIMANTAN_BARAT,2020-08-06,2,,4641876
NATIONAL,2020-08-08,2,,245596822
NUSA_TENGGARA_BARAT,2020-08-06,2,,4736032
SULAWESI_TENGGARA,2020-08-06,2,,1487542
BENGKULU,2020-08-06,1,,1248241
JAWA_BARAT,2020-08-06,1,,45485037
RIAU,2020-08-06,1,,5492714
SUMATERA_UTARA,2020-08-06,1,,13181814
BANTEN,2020-08-06,0,,10451189
LAMPUNG,2020-08-06,-0,,8455434
SULAWESI_TENGAH,2020-08-05,0,,2047415
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,-1,,3656108
JAWA_TENGAH,2020-08-06,-2,,36461504
SULAWESI_UTARA,2020-08-06,-2,,2154904
BALI,2020-08-06,-3,,4247341
KALIMANTAN_TIMUR,2020-08-06,-3,,3439150
NUSA_TENGGARA_TIMUR,2020-08-05,-3,,3096127
JAWA_TIMUR,2020-08-06,-5,,40531918
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,-5,,1330690
SUMATERA_SELATAN,2020-08-06,-6,,7467555
PAPUA,2020-08-06,-19,,1740450
PAPUA_BARAT,2020-08-06,-37,,735514
MALUKU_UTARA,2020-08-06,-91,,885950
GORONTALO,2020-08-06,-110,,1068216
