zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-09,558,33.90,
JAWA_TIMUR,2020-08-09,365,22.17,
KALIMANTAN_SELATAN,2020-08-09,133,8.08,
PAPUA,2020-08-09,105,6.38,
JAWA_BARAT,2020-08-09,65,3.95,
SUMATERA_SELATAN,2020-08-09,64,3.89,
JAWA_TENGAH,2020-08-09,62,3.77,
SULAWESI_SELATAN,2020-08-09,58,3.52,
SULAWESI_UTARA,2020-08-09,43,2.61,
KALIMANTAN_TENGAH,2020-08-09,37,2.25,
SUMATERA_UTARA,2020-08-09,35,2.13,
BALI,2020-08-09,29,1.76,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,18,1.09,
KALIMANTAN_TIMUR,2020-08-09,15,0.91,
NUSA_TENGGARA_BARAT,2020-08-09,14,0.85,
SULAWESI_TENGGARA,2020-08-09,12,0.73,
NUSA_TENGGARA_TIMUR,2020-08-05,9,0.55,
RIAU,2020-08-09,9,0.55,
SULAWESI_BARAT,2020-08-08,7,0.43,
KALIMANTAN_BARAT,2020-08-09,6,0.36,
LAMPUNG,2020-08-08,5,0.30,
SUMATERA_BARAT,2020-08-09,3,0.18,
BANTEN,2020-08-09,1,0.06,
KALIMANTAN_UTARA,2020-08-09,1,0.06,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,1,0.06,
MALUKU,2020-08-09,1,0.06,
SULAWESI_TENGAH,2020-08-07,1,0.06,
ACEH,2020-08-09,0,0.00,
BENGKULU,2020-08-09,0,0.00,
GORONTALO,2020-08-09,0,0.00,
JAMBI,2020-08-08,0,0.00,
KEPULAUAN_RIAU,2020-08-09,0,0.00,
MALUKU_UTARA,2020-08-09,0,0.00,
PAPUA_BARAT,2020-08-09,0,0.00,
