zone,last_update,value,percentage,population
GORONTALO,2020-08-06,3025.00,,
MALUKU_UTARA,2020-08-06,1257.14,,
NUSA_TENGGARA_TIMUR,2020-08-05,900.00,,
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,700.00,,
LAMPUNG,2020-08-06,400.00,,
PAPUA_BARAT,2020-08-06,345.45,,
PAPUA,2020-08-06,288.24,,
SUMATERA_SELATAN,2020-08-06,188.00,,
JAWA_TIMUR,2020-08-06,162.59,,
JAWA_TENGAH,2020-08-06,151.30,,
BALI,2020-08-06,140.74,,
KALIMANTAN_TIMUR,2020-08-06,127.78,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,111.11,,
SULAWESI_UTARA,2020-08-06,110.71,,
SULAWESI_TENGGARA,2020-08-06,94.92,,
BANTEN,2020-08-06,87.50,,
SUMATERA_UTARA,2020-08-06,80.23,,
RIAU,2020-08-06,80.00,,
NATIONAL,2020-08-08,76.81,,
NUSA_TENGGARA_BARAT,2020-08-06,55.56,,
SULAWESI_TENGAH,2020-08-05,50.00,,
DKI_JAKARTA,2020-08-06,44.42,,
SULAWESI_SELATAN,2020-08-06,41.21,,
JAWA_BARAT,2020-08-06,38.55,,
KALIMANTAN_SELATAN,2020-08-06,37.31,,
SUMATERA_BARAT,2020-08-06,34.38,,
MALUKU,2020-08-06,23.91,,
KALIMANTAN_TENGAH,2020-08-06,20.00,,
ACEH,2020-08-06,0.00,,
BENGKULU,2020-08-06,0.00,,
JAMBI,2020-08-05,0.00,,
KALIMANTAN_BARAT,2020-08-06,0.00,,
KALIMANTAN_UTARA,2020-08-06,0.00,,
KEPULAUAN_RIAU,2020-08-05,0.00,,
SULAWESI_BARAT,2020-08-06,0.00,,
