zone,last_update,value,percentage,population
JAWA_TIMUR,2020-09-21,8.08,,
BALI,2020-09-21,7.05,,
SUMATERA_SELATAN,2020-09-21,6.11,,
NUSA_TENGGARA_BARAT,2020-09-21,5.90,,
MALUKU_UTARA,2020-09-21,5.22,,
JAWA_TENGAH,2020-09-21,4.40,,
GORONTALO,2020-09-21,3.81,,
JAMBI,2020-09-20,3.66,,
SUMATERA_UTARA,2020-09-21,3.56,,
KALIMANTAN_TENGAH,2020-09-21,3.48,,
BENGKULU,2020-09-20,3.45,,
ACEH,2020-09-21,3.33,,
SULAWESI_UTARA,2020-09-21,3.17,,
KALIMANTAN_TIMUR,2020-09-21,3.12,,
NATIONAL,2020-09-21,2.98,,
KALIMANTAN_SELATAN,2020-09-21,2.96,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,2.90,,
LAMPUNG,2020-09-21,2.83,,
NUSA_TENGGARA_TIMUR,2020-09-20,2.61,,
KEPULAUAN_RIAU,2020-09-21,2.45,,
KALIMANTAN_UTARA,2020-09-21,2.27,,
PAPUA,2020-09-21,2.14,,
SULAWESI_TENGGARA,2020-09-21,2.12,,
RIAU,2020-09-21,2.09,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,2.08,,
SUMATERA_BARAT,2020-09-21,2.00,,
DKI_JAKARTA,2020-09-21,1.72,,
BANTEN,2020-09-21,1.58,,
PAPUA_BARAT,2020-09-21,1.56,,
SULAWESI_SELATAN,2020-09-21,1.56,,
SULAWESI_TENGAH,2020-09-21,1.45,,
JAWA_BARAT,2020-09-21,0.79,,
MALUKU,2020-09-21,0.67,,
KALIMANTAN_BARAT,2020-09-21,0.60,,
SULAWESI_BARAT,2020-09-21,0.00,,
