zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,1441,,11058944
PAPUA_BARAT,2020-09-21,783,,735514
PAPUA,2020-09-21,591,,1740450
KALIMANTAN_TIMUR,2020-09-21,513,,3439150
RIAU,2020-09-21,497,,5492714
ACEH,2020-09-21,428,,3856404
MALUKU,2020-09-21,428,,1054437
BALI,2020-09-21,354,,4247341
SULAWESI_TENGGARA,2020-09-21,348,,1487542
SUMATERA_BARAT,2020-09-21,322,,5135071
KALIMANTAN_SELATAN,2020-09-21,305,,3215366
KEPULAUAN_RIAU,2020-09-21,280,,1744063
GORONTALO,2020-09-21,221,,1068216
KALIMANTAN_TENGAH,2020-09-21,217,,2251078
SULAWESI_SELATAN,2020-09-21,215,,8340621
NATIONAL,2020-09-21,211,,245596822
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,184,,3656108
SULAWESI_UTARA,2020-09-21,146,,2154904
SUMATERA_UTARA,2020-09-21,132,,13181814
MALUKU_UTARA,2020-09-21,130,,885950
JAWA_TIMUR,2020-09-21,127,,40531918
BENGKULU,2020-09-20,116,,1248241
BANTEN,2020-09-21,115,,10451189
JAWA_TENGAH,2020-09-21,114,,36461504
JAWA_BARAT,2020-09-21,106,,45485037
SUMATERA_SELATAN,2020-09-21,94,,7467555
KALIMANTAN_UTARA,2020-09-21,78,,560965
SULAWESI_BARAT,2020-09-21,68,,1256533
NUSA_TENGGARA_BARAT,2020-09-21,57,,4736032
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,52,,1330690
NUSA_TENGGARA_TIMUR,2020-09-20,37,,3096127
KALIMANTAN_BARAT,2020-09-21,36,,4641876
SULAWESI_TENGAH,2020-09-21,34,,2047415
LAMPUNG,2020-09-21,33,,8455434
JAMBI,2020-09-20,27,,3080619
