zone,last_update,value,percentage,population
SULAWESI_TENGAH,2020-09-21,86.96,,
PAPUA,2020-09-21,71.40,,
RIAU,2020-09-21,65.16,,
LAMPUNG,2020-09-21,65.02,,
BANTEN,2020-09-21,59.42,,
SULAWESI_TENGGARA,2020-09-21,50.58,,
SUMATERA_BARAT,2020-09-21,49.97,,
PAPUA_BARAT,2020-09-21,48.61,,
SULAWESI_SELATAN,2020-09-21,47.86,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,45.40,,
NUSA_TENGGARA_TIMUR,2020-09-20,44.35,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,43.48,,
KALIMANTAN_BARAT,2020-09-21,36.31,,
SUMATERA_UTARA,2020-09-21,35.51,,
BENGKULU,2020-09-20,32.41,,
MALUKU,2020-09-21,29.49,,
JAWA_BARAT,2020-09-21,26.26,,
KALIMANTAN_TENGAH,2020-09-21,23.72,,
ACEH,2020-09-21,21.25,,
JAWA_TENGAH,2020-09-21,20.17,,
NATIONAL,2020-09-21,19.61,,
SULAWESI_BARAT,2020-09-21,11.63,,
SUMATERA_SELATAN,2020-09-21,11.22,,
DKI_JAKARTA,2020-09-21,9.86,,
KALIMANTAN_TIMUR,2020-09-21,8.05,,
JAMBI,2020-09-20,6.10,,
BALI,2020-09-21,5.99,,
NUSA_TENGGARA_BARAT,2020-09-21,1.85,,
GORONTALO,2020-09-21,-4.66,,
JAWA_TIMUR,2020-09-21,-9.07,,
KEPULAUAN_RIAU,2020-09-21,-10.22,,
SULAWESI_UTARA,2020-09-21,-17.14,,
KALIMANTAN_SELATAN,2020-09-21,-43.27,,
KALIMANTAN_UTARA,2020-09-21,-45.45,,
MALUKU_UTARA,2020-09-21,-84.35,,
