zone,last_update,value,percentage,population
MALUKU_UTARA,2020-09-21,179.13,,
KALIMANTAN_UTARA,2020-09-21,143.18,,
KALIMANTAN_SELATAN,2020-09-21,140.31,,
SULAWESI_UTARA,2020-09-21,113.97,,
KEPULAUAN_RIAU,2020-09-21,107.77,,
JAWA_TIMUR,2020-09-21,100.99,,
GORONTALO,2020-09-21,100.85,,
NUSA_TENGGARA_BARAT,2020-09-21,92.25,,
JAMBI,2020-09-20,90.24,,
KALIMANTAN_TIMUR,2020-09-21,88.83,,
DKI_JAKARTA,2020-09-21,88.42,,
SULAWESI_BARAT,2020-09-21,88.37,,
BALI,2020-09-21,86.96,,
SUMATERA_SELATAN,2020-09-21,82.67,,
NATIONAL,2020-09-21,77.41,,
JAWA_TENGAH,2020-09-21,75.43,,
ACEH,2020-09-21,75.42,,
JAWA_BARAT,2020-09-21,72.95,,
KALIMANTAN_TENGAH,2020-09-21,72.80,,
MALUKU,2020-09-21,69.84,,
BENGKULU,2020-09-20,64.14,,
KALIMANTAN_BARAT,2020-09-21,63.10,,
SUMATERA_UTARA,2020-09-21,60.93,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,53.62,,
NUSA_TENGGARA_TIMUR,2020-09-20,53.04,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,52.52,,
SULAWESI_SELATAN,2020-09-21,50.58,,
PAPUA_BARAT,2020-09-21,49.83,,
SUMATERA_BARAT,2020-09-21,48.03,,
SULAWESI_TENGGARA,2020-09-21,47.30,,
BANTEN,2020-09-21,39.00,,
RIAU,2020-09-21,32.75,,
LAMPUNG,2020-09-21,32.16,,
PAPUA,2020-09-21,26.46,,
SULAWESI_TENGAH,2020-09-21,11.59,,
