zone,last_update,value,percentage,population
RIAU,2020-09-21,1779,17.49,
DKI_JAKARTA,2020-09-21,1572,15.46,
JAWA_BARAT,2020-09-21,1269,12.48,
SULAWESI_SELATAN,2020-09-21,859,8.45,
JAWA_TENGAH,2020-09-21,835,8.21,
SUMATERA_BARAT,2020-09-21,826,8.12,
PAPUA,2020-09-21,734,7.22,
BANTEN,2020-09-21,713,7.01,
SUMATERA_UTARA,2020-09-21,619,6.09,
ACEH,2020-09-21,351,3.45,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,306,3.01,
PAPUA_BARAT,2020-09-21,280,2.75,
SULAWESI_TENGGARA,2020-09-21,262,2.58,
LAMPUNG,2020-09-21,184,1.81,
KALIMANTAN_TIMUR,2020-09-21,142,1.40,
MALUKU,2020-09-21,133,1.31,
KALIMANTAN_TENGAH,2020-09-21,116,1.14,
BALI,2020-09-21,90,0.88,
SUMATERA_SELATAN,2020-09-21,79,0.78,
KALIMANTAN_BARAT,2020-09-21,61,0.60,
SULAWESI_TENGAH,2020-09-21,60,0.59,
NUSA_TENGGARA_TIMUR,2020-09-20,51,0.50,
BENGKULU,2020-09-20,47,0.46,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,30,0.29,
SULAWESI_BARAT,2020-09-21,10,0.10,
JAMBI,2020-09-20,5,0.05,
NUSA_TENGGARA_BARAT,2020-09-21,5,0.05,
GORONTALO,2020-09-21,-11,-0.11,
KALIMANTAN_UTARA,2020-09-21,-20,-0.20,
KEPULAUAN_RIAU,2020-09-21,-50,-0.49,
SULAWESI_UTARA,2020-09-21,-54,-0.53,
MALUKU_UTARA,2020-09-21,-97,-0.95,
KALIMANTAN_SELATAN,2020-09-21,-424,-4.17,
JAWA_TIMUR,2020-09-21,-466,-4.58,
