zone,last_update,value,percentage,population
JAWA_TIMUR,2020-09-21,415,26.83,
DKI_JAKARTA,2020-09-21,274,17.71,
JAWA_TENGAH,2020-09-21,182,11.76,
BALI,2020-09-21,106,6.85,
SUMATERA_UTARA,2020-09-21,62,4.01,
RIAU,2020-09-21,57,3.68,
ACEH,2020-09-21,55,3.56,
KALIMANTAN_TIMUR,2020-09-21,55,3.56,
SUMATERA_SELATAN,2020-09-21,43,2.78,
JAWA_BARAT,2020-09-21,38,2.46,
SUMATERA_BARAT,2020-09-21,33,2.13,
KALIMANTAN_SELATAN,2020-09-21,29,1.87,
SULAWESI_SELATAN,2020-09-21,28,1.81,
PAPUA,2020-09-21,22,1.42,
BANTEN,2020-09-21,19,1.23,
KALIMANTAN_TENGAH,2020-09-21,17,1.10,
NUSA_TENGGARA_BARAT,2020-09-21,16,1.03,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,14,0.90,
KEPULAUAN_RIAU,2020-09-21,12,0.78,
SULAWESI_TENGGARA,2020-09-21,11,0.71,
SULAWESI_UTARA,2020-09-21,10,0.65,
GORONTALO,2020-09-21,9,0.58,
PAPUA_BARAT,2020-09-21,9,0.58,
LAMPUNG,2020-09-21,8,0.52,
MALUKU_UTARA,2020-09-21,6,0.39,
BENGKULU,2020-09-20,5,0.32,
JAMBI,2020-09-20,3,0.19,
MALUKU,2020-09-21,3,0.19,
NUSA_TENGGARA_TIMUR,2020-09-20,3,0.19,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,2,0.13,
KALIMANTAN_BARAT,2020-09-21,1,0.06,
KALIMANTAN_UTARA,2020-09-21,1,0.06,
SULAWESI_TENGAH,2020-09-21,1,0.06,
SULAWESI_BARAT,2020-09-21,0,0.00,
