zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,1274,,11058944
KALIMANTAN_TIMUR,2020-09-21,455,,3439150
KALIMANTAN_SELATAN,2020-09-21,428,,3215366
PAPUA_BARAT,2020-09-21,390,,735514
ACEH,2020-09-21,323,,3856404
BALI,2020-09-21,308,,4247341
KEPULAUAN_RIAU,2020-09-21,302,,1744063
MALUKU,2020-09-21,299,,1054437
MALUKU_UTARA,2020-09-21,233,,885950
GORONTALO,2020-09-21,223,,1068216
SULAWESI_UTARA,2020-09-21,167,,2154904
SULAWESI_TENGGARA,2020-09-21,165,,1487542
NATIONAL,2020-09-21,163,,245596822
RIAU,2020-09-21,163,,5492714
KALIMANTAN_TENGAH,2020-09-21,158,,2251078
PAPUA,2020-09-21,156,,1740450
SUMATERA_BARAT,2020-09-21,155,,5135071
JAWA_TIMUR,2020-09-21,128,,40531918
KALIMANTAN_UTARA,2020-09-21,112,,560965
SULAWESI_SELATAN,2020-09-21,109,,8340621
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,97,,3656108
JAWA_TENGAH,2020-09-21,86,,36461504
SUMATERA_UTARA,2020-09-21,81,,13181814
SUMATERA_SELATAN,2020-09-21,78,,7467555
JAWA_BARAT,2020-09-21,77,,45485037
BENGKULU,2020-09-20,75,,1248241
SULAWESI_BARAT,2020-09-21,60,,1256533
NUSA_TENGGARA_BARAT,2020-09-21,53,,4736032
BANTEN,2020-09-21,45,,10451189
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,28,,1330690
JAMBI,2020-09-20,24,,3080619
KALIMANTAN_BARAT,2020-09-21,23,,4641876
NUSA_TENGGARA_TIMUR,2020-09-20,20,,3096127
LAMPUNG,2020-09-21,11,,8455434
SULAWESI_TENGAH,2020-09-21,4,,2047415
