zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,15939,30.73,
JAWA_TIMUR,2020-09-21,5135,9.90,
JAWA_BARAT,2020-09-21,4832,9.32,
JAWA_TENGAH,2020-09-21,4139,7.98,
RIAU,2020-09-21,2730,5.26,
SULAWESI_SELATAN,2020-09-21,1795,3.46,
KALIMANTAN_TIMUR,2020-09-21,1763,3.40,
SUMATERA_UTARA,2020-09-21,1743,3.36,
SUMATERA_BARAT,2020-09-21,1653,3.19,
ACEH,2020-09-21,1652,3.19,
BALI,2020-09-21,1503,2.90,
BANTEN,2020-09-21,1200,2.31,
PAPUA,2020-09-21,1028,1.98,
KALIMANTAN_SELATAN,2020-09-21,980,1.89,
SUMATERA_SELATAN,2020-09-21,704,1.36,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,674,1.30,
PAPUA_BARAT,2020-09-21,576,1.11,
SULAWESI_TENGGARA,2020-09-21,518,1.00,
KALIMANTAN_TENGAH,2020-09-21,489,0.94,
KEPULAUAN_RIAU,2020-09-21,489,0.94,
MALUKU,2020-09-21,451,0.87,
SULAWESI_UTARA,2020-09-21,315,0.61,
LAMPUNG,2020-09-21,283,0.55,
NUSA_TENGGARA_BARAT,2020-09-21,271,0.52,
GORONTALO,2020-09-21,236,0.46,
KALIMANTAN_BARAT,2020-09-21,168,0.32,
BENGKULU,2020-09-20,145,0.28,
MALUKU_UTARA,2020-09-21,115,0.22,
NUSA_TENGGARA_TIMUR,2020-09-20,115,0.22,
SULAWESI_BARAT,2020-09-21,86,0.17,
JAMBI,2020-09-20,82,0.16,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,69,0.13,
SULAWESI_TENGAH,2020-09-21,69,0.13,
KALIMANTAN_UTARA,2020-09-21,44,0.08,
