zone,last_update,value,percentage,population
BALI,2020-09-21,25,,4247341
DKI_JAKARTA,2020-09-21,25,,11058944
KALIMANTAN_TIMUR,2020-09-21,16,,3439150
ACEH,2020-09-21,14,,3856404
PAPUA,2020-09-21,13,,1740450
PAPUA_BARAT,2020-09-21,12,,735514
JAWA_TIMUR,2020-09-21,10,,40531918
RIAU,2020-09-21,10,,5492714
KALIMANTAN_SELATAN,2020-09-21,9,,3215366
GORONTALO,2020-09-21,8,,1068216
KALIMANTAN_TENGAH,2020-09-21,8,,2251078
KEPULAUAN_RIAU,2020-09-21,7,,1744063
MALUKU_UTARA,2020-09-21,7,,885950
SULAWESI_TENGGARA,2020-09-21,7,,1487542
NATIONAL,2020-09-21,6,,245596822
SUMATERA_BARAT,2020-09-21,6,,5135071
SUMATERA_SELATAN,2020-09-21,6,,7467555
JAWA_TENGAH,2020-09-21,5,,36461504
SULAWESI_UTARA,2020-09-21,5,,2154904
SUMATERA_UTARA,2020-09-21,5,,13181814
BENGKULU,2020-09-20,4,,1248241
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,4,,3656108
MALUKU,2020-09-21,3,,1054437
NUSA_TENGGARA_BARAT,2020-09-21,3,,4736032
SULAWESI_SELATAN,2020-09-21,3,,8340621
BANTEN,2020-09-21,2,,10451189
KALIMANTAN_UTARA,2020-09-21,2,,560965
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,2,,1330690
JAMBI,2020-09-20,1,,3080619
JAWA_BARAT,2020-09-21,1,,45485037
LAMPUNG,2020-09-21,1,,8455434
NUSA_TENGGARA_TIMUR,2020-09-20,1,,3096127
KALIMANTAN_BARAT,2020-09-21,0,,4641876
SULAWESI_BARAT,2020-09-21,0,,1256533
SULAWESI_TENGAH,2020-09-21,0,,2047415
