date,total_confirmed,confirmed,total_recover,recover,total_active,active,total_death,death
2020-03-28,1155,1155,59,59,994,994,102,102
2020-04-25,8607,7452,1042,983,6845,5851,720,618
2020-05-23,21745,13138,5249,4207,15145,8300,1351,631
2020-06-20,45029,23284,17883,12634,24717,9572,2429,1078
2020-07-14,78572,33543,37636,19753,37226,12509,3710,1281
