zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-06,2120,,11058944
KALIMANTAN_SELATAN,2020-08-06,2014,,3215366
PAPUA,2020-08-06,1833,,1740450
MALUKU_UTARA,2020-08-06,1786,,885950
GORONTALO,2020-08-06,1340,,1068216
SULAWESI_UTARA,2020-08-06,1309,,2154904
SULAWESI_SELATAN,2020-08-06,1219,,8340621
MALUKU,2020-08-06,1158,,1054437
BALI,2020-08-06,856,,4247341
KALIMANTAN_TENGAH,2020-08-06,831,,2251078
PAPUA_BARAT,2020-08-06,669,,735514
SULAWESI_TENGGARA,2020-08-06,639,,1487542
JAWA_TIMUR,2020-08-06,594,,40531918
KALIMANTAN_UTARA,2020-08-06,519,,560965
KALIMANTAN_TIMUR,2020-08-06,494,,3439150
NATIONAL,2020-08-07,494,,245596822
SUMATERA_SELATAN,2020-08-06,482,,7467555
NUSA_TENGGARA_BARAT,2020-08-06,469,,4736032
SUMATERA_UTARA,2020-08-06,339,,13181814
KEPULAUAN_RIAU,2020-08-05,284,,1744063
JAWA_TENGAH,2020-08-06,278,,36461504
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,220,,3656108
SULAWESI_BARAT,2020-08-06,211,,1256533
SUMATERA_BARAT,2020-08-06,202,,5135071
BENGKULU,2020-08-06,192,,1248241
BANTEN,2020-08-06,184,,10451189
JAWA_BARAT,2020-08-06,154,,45485037
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,148,,1330690
ACEH,2020-08-06,125,,3856404
RIAU,2020-08-06,113,,5492714
SULAWESI_TENGAH,2020-08-05,105,,2047415
KALIMANTAN_BARAT,2020-08-06,84,,4641876
JAMBI,2020-08-05,62,,3080619
NUSA_TENGGARA_TIMUR,2020-08-05,49,,3096127
LAMPUNG,2020-08-06,35,,8455434
