zone,last_update,value,percentage,population
JAWA_TIMUR,2020-08-09,18038,22.28,
DKI_JAKARTA,2020-08-09,16229,20.05,
SULAWESI_SELATAN,2020-08-09,7210,8.91,
JAWA_TENGAH,2020-08-09,6626,8.19,
JAWA_BARAT,2020-08-09,4412,5.45,
KALIMANTAN_SELATAN,2020-08-09,4026,4.97,
BALI,2020-08-09,3262,4.03,
SUMATERA_SELATAN,2020-08-09,2233,2.76,
SUMATERA_UTARA,2020-08-09,2071,2.56,
PAPUA,2020-08-09,1848,2.28,
SULAWESI_UTARA,2020-08-09,1617,2.00,
BANTEN,2020-08-09,1474,1.82,
NUSA_TENGGARA_BARAT,2020-08-09,1427,1.76,
KALIMANTAN_TENGAH,2020-08-09,1376,1.70,
KALIMANTAN_TIMUR,2020-08-09,1177,1.45,
GORONTALO,2020-08-09,1115,1.38,
MALUKU_UTARA,2020-08-09,854,1.05,
SUMATERA_BARAT,2020-08-09,805,0.99,
MALUKU,2020-08-09,790,0.98,
SULAWESI_TENGGARA,2020-08-09,693,0.86,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,570,0.70,
RIAU,2020-08-09,382,0.47,
KALIMANTAN_BARAT,2020-08-09,379,0.47,
PAPUA_BARAT,2020-08-09,362,0.45,
KEPULAUAN_RIAU,2020-08-09,320,0.40,
KALIMANTAN_UTARA,2020-08-09,266,0.33,
LAMPUNG,2020-08-08,219,0.27,
SULAWESI_TENGAH,2020-08-07,195,0.24,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,189,0.23,
SULAWESI_BARAT,2020-08-08,165,0.20,
BENGKULU,2020-08-09,148,0.18,
NUSA_TENGGARA_TIMUR,2020-08-05,129,0.16,
JAMBI,2020-08-08,117,0.14,
ACEH,2020-08-09,91,0.11,
