zone,last_update,value,percentage,population
ACEH,2020-08-09,81.03,,
SUMATERA_UTARA,2020-08-09,52.31,,
MALUKU_UTARA,2020-08-09,45.88,,
RIAU,2020-08-09,45.83,,
PAPUA,2020-08-09,42.17,,
JAMBI,2020-08-08,42.11,,
SULAWESI_UTARA,2020-08-09,39.46,,
MALUKU,2020-08-09,38.72,,
JAWA_BARAT,2020-08-09,38.67,,
SULAWESI_BARAT,2020-08-08,38.18,,
KALIMANTAN_SELATAN,2020-08-09,35.48,,
KEPULAUAN_RIAU,2020-08-09,35.16,,
KALIMANTAN_TIMUR,2020-08-09,34.82,,
SUMATERA_SELATAN,2020-08-09,34.28,,
PAPUA_BARAT,2020-08-09,33.51,,
BENGKULU,2020-08-09,32.94,,
NUSA_TENGGARA_BARAT,2020-08-09,32.26,,
DKI_JAKARTA,2020-08-09,32.10,,
NATIONAL,2020-08-09,30.88,,
JAWA_TENGAH,2020-08-09,30.74,,
SULAWESI_TENGGARA,2020-08-09,30.39,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,29.87,,
SULAWESI_SELATAN,2020-08-09,27.83,,
KALIMANTAN_TENGAH,2020-08-09,26.56,,
SUMATERA_BARAT,2020-08-09,26.40,,
GORONTALO,2020-08-09,25.77,,
LAMPUNG,2020-08-08,24.18,,
BANTEN,2020-08-09,21.59,,
JAWA_TIMUR,2020-08-09,21.23,,
NUSA_TENGGARA_TIMUR,2020-08-05,14.47,,
BALI,2020-08-09,12.23,,
KALIMANTAN_UTARA,2020-08-09,8.84,,
SULAWESI_TENGAH,2020-08-07,6.48,,
KALIMANTAN_BARAT,2020-08-09,6.39,,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,4.98,,
