zone,last_update,value,percentage,population
JAWA_TIMUR,2020-08-09,1876,32.78,
DKI_JAKARTA,2020-08-09,910,15.90,
JAWA_TENGAH,2020-08-09,716,12.51,
SULAWESI_SELATAN,2020-08-09,334,5.84,
KALIMANTAN_SELATAN,2020-08-09,306,5.35,
SUMATERA_UTARA,2020-08-09,224,3.91,
JAWA_BARAT,2020-08-09,223,3.90,
SUMATERA_SELATAN,2020-08-09,194,3.39,
SULAWESI_UTARA,2020-08-09,140,2.45,
NUSA_TENGGARA_BARAT,2020-08-09,123,2.15,
BANTEN,2020-08-09,95,1.66,
KALIMANTAN_TENGAH,2020-08-09,95,1.66,
MALUKU_UTARA,2020-08-09,52,0.91,
KALIMANTAN_TIMUR,2020-08-09,51,0.89,
BALI,2020-08-09,47,0.82,
GORONTALO,2020-08-09,40,0.70,
PAPUA,2020-08-09,35,0.61,
SUMATERA_BARAT,2020-08-09,34,0.59,
MALUKU,2020-08-09,25,0.44,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,24,0.42,
KEPULAUAN_RIAU,2020-08-09,23,0.40,
BENGKULU,2020-08-09,21,0.37,
ACEH,2020-08-09,19,0.33,
SULAWESI_TENGGARA,2020-08-09,17,0.30,
RIAU,2020-08-09,14,0.24,
LAMPUNG,2020-08-08,13,0.23,
SULAWESI_TENGAH,2020-08-07,7,0.12,
PAPUA_BARAT,2020-08-09,5,0.09,
SULAWESI_BARAT,2020-08-08,5,0.09,
JAMBI,2020-08-08,4,0.07,
KALIMANTAN_BARAT,2020-08-09,2,0.03,
KALIMANTAN_UTARA,2020-08-09,2,0.03,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,2,0.03,
NUSA_TENGGARA_TIMUR,2020-08-05,1,0.02,
