zone,last_update,value,percentage,population
MALUKU_UTARA,2020-08-09,867,,885950
PAPUA,2020-08-09,789,,1740450
KALIMANTAN_SELATAN,2020-08-09,741,,3215366
DKI_JAKARTA,2020-08-09,733,,11058944
SULAWESI_UTARA,2020-08-09,531,,2154904
MALUKU,2020-08-09,488,,1054437
GORONTALO,2020-08-09,375,,1068216
SULAWESI_SELATAN,2020-08-09,349,,8340621
PAPUA_BARAT,2020-08-09,252,,735514
KALIMANTAN_TENGAH,2020-08-09,236,,2251078
SULAWESI_TENGGARA,2020-08-09,208,,1487542
KALIMANTAN_TIMUR,2020-08-09,191,,3439150
SUMATERA_UTARA,2020-08-09,191,,13181814
SUMATERA_SELATAN,2020-08-09,170,,7467555
NATIONAL,2020-08-09,158,,245596822
NUSA_TENGGARA_BARAT,2020-08-09,156,,4736032
JAWA_TIMUR,2020-08-09,132,,40531918
ACEH,2020-08-09,122,,3856404
BALI,2020-08-09,109,,4247341
KEPULAUAN_RIAU,2020-08-09,107,,1744063
JAWA_TENGAH,2020-08-09,89,,36461504
SULAWESI_BARAT,2020-08-08,84,,1256533
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,69,,3656108
BENGKULU,2020-08-09,66,,1248241
JAWA_BARAT,2020-08-09,64,,45485037
RIAU,2020-08-09,61,,5492714
SUMATERA_BARAT,2020-08-09,59,,5135071
KALIMANTAN_UTARA,2020-08-09,46,,560965
BANTEN,2020-08-09,41,,10451189
JAMBI,2020-08-08,29,,3080619
LAMPUNG,2020-08-08,9,,8455434
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,8,,1330690
NUSA_TENGGARA_TIMUR,2020-08-05,7,,3096127
SULAWESI_TENGAH,2020-08-07,7,,2047415
KALIMANTAN_BARAT,2020-08-09,6,,4641876
