date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0
2020-03-23,6,6,0,0,1,1,5,5
2020-04-03,19,13,3,3,3,2,13,8
2020-04-14,35,16,14,11,6,3,15,2
2020-04-25,60,25,27,13,6,0,27,12
2020-05-06,94,34,60,33,6,0,28,1
2020-05-17,110,16,77,17,6,0,27,-1
2020-05-28,117,7,101,24,6,0,10,-17
2020-06-08,133,16,114,13,8,2,11,1
2020-06-19,225,92,166,52,10,2,49,38
2020-06-30,237,12,217,51,11,1,9,-40
2020-07-11,242,5,221,4,11,0,10,1
