zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,2177,,11058944
KALIMANTAN_SELATAN,2020-09-21,870,,3215366
KALIMANTAN_TIMUR,2020-09-21,758,,3439150
MALUKU,2020-09-21,593,,1054437
BALI,2020-09-21,568,,4247341
GORONTALO,2020-09-21,541,,1068216
PAPUA_BARAT,2020-09-21,534,,735514
PAPUA,2020-09-21,502,,1740450
SULAWESI_UTARA,2020-09-21,425,,2154904
KEPULAUAN_RIAU,2020-09-21,405,,1744063
ACEH,2020-09-21,386,,3856404
SULAWESI_TENGGARA,2020-09-21,342,,1487542
MALUKU_UTARA,2020-09-21,328,,885950
KALIMANTAN_TENGAH,2020-09-21,326,,2251078
NATIONAL,2020-09-21,284,,245596822
SULAWESI_SELATAN,2020-09-21,252,,8340621
RIAU,2020-09-21,250,,5492714
SUMATERA_BARAT,2020-09-21,243,,5135071
JAWA_TIMUR,2020-09-21,237,,40531918
KALIMANTAN_UTARA,2020-09-21,194,,560965
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,191,,3656108
SUMATERA_UTARA,2020-09-21,190,,13181814
SUMATERA_SELATAN,2020-09-21,145,,7467555
JAWA_TENGAH,2020-09-21,144,,36461504
NUSA_TENGGARA_BARAT,2020-09-21,117,,4736032
SULAWESI_BARAT,2020-09-21,112,,1256533
JAWA_BARAT,2020-09-21,94,,45485037
BENGKULU,2020-09-20,93,,1248241
BANTEN,2020-09-21,91,,10451189
KALIMANTAN_BARAT,2020-09-21,59,,4641876
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,49,,1330690
JAMBI,2020-09-20,40,,3080619
NUSA_TENGGARA_TIMUR,2020-09-20,26,,3096127
LAMPUNG,2020-09-21,17,,8455434
SULAWESI_TENGAH,2020-09-21,13,,2047415
