zone,last_update,value,percentage,population
JAWA_TIMUR,2020-09-21,795,27.24,
DKI_JAKARTA,2020-09-21,457,15.66,
JAWA_TENGAH,2020-09-21,423,14.50,
BALI,2020-09-21,170,5.83,
KALIMANTAN_TIMUR,2020-09-21,149,5.11,
SUMATERA_UTARA,2020-09-21,116,3.98,
ACEH,2020-09-21,101,3.46,
SUMATERA_SELATAN,2020-09-21,96,3.29,
RIAU,2020-09-21,85,2.91,
KALIMANTAN_SELATAN,2020-09-21,66,2.26,
JAWA_BARAT,2020-09-21,57,1.95,
SULAWESI_SELATAN,2020-09-21,50,1.71,
SUMATERA_BARAT,2020-09-21,45,1.54,
NUSA_TENGGARA_BARAT,2020-09-21,37,1.27,
BANTEN,2020-09-21,33,1.13,
PAPUA,2020-09-21,30,1.03,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,26,0.89,
KALIMANTAN_TENGAH,2020-09-21,26,0.89,
SULAWESI_TENGGARA,2020-09-21,24,0.82,
KEPULAUAN_RIAU,2020-09-21,23,0.79,
GORONTALO,2020-09-21,18,0.62,
PAPUA_BARAT,2020-09-21,17,0.58,
SULAWESI_UTARA,2020-09-21,16,0.55,
LAMPUNG,2020-09-21,15,0.51,
MALUKU_UTARA,2020-09-21,12,0.41,
MALUKU,2020-09-21,8,0.27,
BENGKULU,2020-09-20,7,0.24,
SULAWESI_TENGAH,2020-09-21,4,0.14,
JAMBI,2020-09-20,3,0.10,
KALIMANTAN_BARAT,2020-09-21,3,0.10,
NUSA_TENGGARA_TIMUR,2020-09-20,3,0.10,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,2,0.07,
KALIMANTAN_UTARA,2020-09-21,1,0.03,
SULAWESI_BARAT,2020-09-21,0,0.00,
