date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0
2020-03-19,0,0,0,0,0,0,0,0
2020-03-28,1,1,0,0,1,1,0,0
2020-04-06,15,14,3,3,3,2,9,9
2020-04-15,29,14,6,3,3,0,20,11
2020-04-24,43,14,16,10,4,1,23,3
2020-05-03,69,26,16,0,6,2,47,24
2020-05-12,148,79,30,14,15,9,103,56
2020-05-21,304,156,38,8,35,20,231,128
2020-05-30,493,189,63,25,51,16,379,148
2020-06-08,699,206,114,51,70,19,515,136
2020-06-17,926,227,151,37,85,15,690,175
2020-06-26,1189,263,249,98,101,16,839,149
2020-07-05,1678,489,374,125,106,5,1198,359
2020-07-14,0,0,0,0,0,0,0,0
