nama_provinsi,kode_provinsi,nama_kabupatenkota,kode_kabupatenkota,nama_kecamatan,kode_kecamatan,jumlah_penduduk,total,density,level_kerawanan
JAWA TENGAH,33,KAB. BANJARNEGARA,33.04,Susukan,330401,63758,26,0.0004077919633614605,1
SUMATERA UTARA,12,KAB. TAPANULI UTARA,12.02,Sipoholon,120204,24529,10,0.00040768070447225733,1
PAPUA,91,KAB. SARMI,91.10,Pantai Timur Bagian Barat,911014,4914,2,0.000407000407000407,1
JAWA TENGAH,33,KAB. KARANGANYAR,33.13,Tasikmadu,331310,63968,26,0.00040645322661330666,1
SUMATERA UTARA,12,KAB. DELI SERDANG,12.07,Lubuk Pakam,120728,88759,36,0.00040559267229238726,1
JAWA TENGAH,33,KAB. PURBALINGGA,33.03,Bukateja,330302,78916,32,0.00040549444979471846,1
KALIMANTAN TENGAH,62,KAB. KOTAWARINGIN BARAT,62.01,Kotawaringin Lama,620103,17283,7,0.0004050222762251924,1
MALUKU,81,KOTA AMBON,81.71,Leitimur Selatan,817105,9911,4,0.0004035919685198265,1
JAWA TENGAH,33,KAB. WONOSOBO,33.07,Kalikajar,330707,71883,29,0.0004034333569828749,1
ACEH,11,KAB. SIMEULUE,11.09,Simeulue Tengah,110901,7442,3,0.00040311744154797097,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Tegalsari,351023,52112,21,0.00040297820079828063,1
ACEH,11,KAB. ACEH TENGGARA,11.02,Tanoh Alas,110215,4966,2,0.0004027386226339106,1
GORONTALO,75,KOTA GORONTALO,75.71,Kota Tengah,757106,27361,11,0.00040203208947041407,1
SULAWESI SELATAN,73,KAB. TANA TORAJA,73.18,Rantetayo,731811,14927,6,0.0004019561867756415,1
SUMATERA BARAT,13,KAB. PADANG PARIAMAN,13.05,Nan Sabaris,130503,29863,12,0.0004018350467133242,1
JAWA TIMUR,35,KAB. KEDIRI,35.06,Kras,350603,64711,26,0.00040178640416621596,1
PAPUA BARAT,92,KAB. SORONG,92.01,Seget,920106,4978,2,0.0004017677782241864,1
SUMATERA UTARA,12,KAB. ASAHAN,12.09,Kota Kisaran Barat,120919,62278,25,0.0004014258646713125,1
JAWA TENGAH,33,KAB. GROBOGAN,33.15,Tegowanu,331518,57326,23,0.0004012141087813558,1
JAWA TIMUR,35,KAB. MOJOKERTO,35.16,Jatirejo,351601,44932,18,0.00040060535920947207,1
SUMATERA SELATAN,16,KAB. BANYUASIN,16.07,Banyuasin I,160701,47659,19,0.00039866551962903124,1
JAWA TIMUR,35,KAB. PONOROGO,35.02,Siman,350210,47659,19,0.00039866551962903124,1
KALIMANTAN UTARA,65,KAB. MALINAU,65.02,Kayan Hulu,650205,2509,1,0.00039856516540454366,1
JAWA BARAT,32,KAB. BOGOR,32.01,Cigudeg,320122,115585,46,0.00039797551585413335,1
BENGKULU,17,KAB. KAUR,17.04,Kinal,170401,5030,2,0.00039761431411530816,1
JAWA TIMUR,35,KAB. BLITAR,35.05,Selopuro,350522,45307,18,0.0003972896020482486,1
KALIMANTAN TENGAH,62,KAB. BARITO SELATAN,62.04,Dusun Selatan,620406,55529,22,0.00039618937852293394,1
SULAWESI TENGGARA,74,KAB. MUNA,74.03,Katobu,740316,27770,11,0.00039611091105509543,1
JAWA BARAT,32,KAB. SUKABUMI,32.02,Cicurug,320216,131359,52,0.0003958617224552562,1
JAWA TENGAH,33,KAB. PATI,33.18,Gunungwungkal,331817,37915,15,0.0003956217855729922,1
JAWA TENGAH,33,KAB. PATI,33.18,Tambakromo,331803,55681,22,0.0003951078464826422,1
ACEH,11,KAB. PIDIE,11.07,Mila,110711,10133,4,0.0003947498272969506,1
JAWA TENGAH,33,KAB. BOYOLALI,33.09,Sawit,330908,32959,13,0.0003944294426408568,1
JAWA TIMUR,35,KAB. MAGETAN,35.20,Panekan,352008,58401,23,0.0003938288727932741,1
JAWA TENGAH,33,KAB. KLATEN,33.10,Karangnongko,331010,38096,15,0.0003937421251574969,1
JAMBI,15,KAB. BUNGO,15.08,Rimbo Tengah,150813,30485,12,0.00039363621453173694,1
JAWA BARAT,32,KAB. KUNINGAN,32.08,Garawangi,320808,43195,17,0.0003935640699154995,1
KALIMANTAN TENGAH,62,KAB. GUNUNG MAS,62.10,Mihing Raya,621007,7628,3,0.0003932878867330886,1
NUSA TENGGARA BARAT,52,KAB. LOMBOK BARAT,52.01,Gunungsari,520109,91811,36,0.0003921098779013408,1
JAWA BARAT,32,KAB. SUMEDANG,32.11,Cisitu,321105,30632,12,0.0003917471924784539,1
SULAWESI SELATAN,73,KAB. MAROS,73.09,Turikale,730914,48505,19,0.0003917121946191114,1
JAMBI,15,KAB. MERANGIN,15.02,Renah Pembarap,150216,12791,5,0.00039089985145805646,1
JAWA BARAT,32,KAB. BOGOR,32.01,Cijeruk,320128,81975,32,0.00039036291552302534,1
KALIMANTAN TIMUR,64,KAB. KUTAI KARTANEGARA,64.02,Marang Kayu,640217,25656,10,0.00038977237293420645,1
KALIMANTAN TENGAH,62,KAB. KATINGAN,62.06,Sanaman Mantikei,620606,10280,4,0.0003891050583657588,1
BANTEN,36,KAB. TANGERANG,36.03,Rajeg,360311,141480,55,0.0003887475261521063,1
JAWA TENGAH,33,KAB. PURBALINGGA,33.03,Purbalingga,330305,59186,23,0.0003886054134423681,1
JAWA TENGAH,33,KAB. PURBALINGGA,33.03,Kejobong,330303,51518,20,0.00038821382817655966,1
SULAWESI TENGAH,72,KAB. MOROWALI,72.06,Bungku Barat,720608,12888,5,0.0003879577901924271,1
SUMATERA UTARA,12,KAB. TOBA SAMOSIR,12.12,Tampahan,121222,5158,2,0.00038774718883288094,1
JAWA BARAT,32,KAB. CIANJUR,32.03,Cipanas,320328,105763,41,0.0003876592002874351,1
GORONTALO,75,KAB. GORONTALO,75.01,Tilango,750118,15494,6,0.00038724667613269654,1
ACEH,11,KAB. ACEH BARAT,11.05,Woyla Timur,110511,5173,2,0.00038662284941040013,1
JAWA TENGAH,33,KAB. PURBALINGGA,33.03,Kemangkon,330301,64683,25,0.0003865003169302599,1
SULAWESI TENGGARA,74,KAB. KONAWE,74.02,Bondoala,740221,5178,2,0.0003862495171881035,1
JAWA BARAT,32,KAB. BOGOR,32.01,Cariu,320108,49194,19,0.00038622596251575397,1
PAPUA BARAT,92,KAB. SORONG SELATAN,92.04,Moswaren,920410,2590,1,0.0003861003861003861,1
JAWA BARAT,32,KOTA SUKABUMI,32.72,Warudoyong,327204,59667,23,0.0003854727068563863,1
JAWA TIMUR,35,KAB. MOJOKERTO,35.16,Puri,351611,77851,30,0.00038535150479762626,1
JAWA BARAT,32,KOTA CIREBON,32.74,Kesambi,327405,77927,30,0.000384975682369397,1
JAWA BARAT,32,KAB. KARAWANG,32.15,Telukjambe Barat,321527,54595,21,0.00038465060903013096,1
JAWA TIMUR,35,KAB. BONDOWOSO,35.11,Maesan,351101,49407,19,0.0003845608921812699,1
JAWA TENGAH,33,KAB. BOYOLALI,33.09,Ngemplak,330911,88501,34,0.000384176449983616,1
JAWA TIMUR,35,KAB. TRENGGALEK,35.03,Durenan,350313,52066,20,0.00038412783774440136,1
JAWA BARAT,32,KOTA BANJAR,32.79,Pataruman,327902,62540,24,0.0003837543971858011,1
SUMATERA BARAT,13,KAB. PASAMAN,13.08,Simpang Alahan Mati,130816,13041,5,0.00038340618050762977,1
JAWA TENGAH,33,KAB. KARANGANYAR,33.13,Jumapolo,331303,44376,17,0.00038308995853614567,1
JAWA TIMUR,35,KAB. LAMONGAN,35.24,Sekaran,352409,44381,17,0.00038304679930600935,1
JAWA TENGAH,33,KAB. WONOGIRI,33.12,Slogohimo,331219,54863,21,0.0003827716311539653,1
JAWA BARAT,32,KAB. BANDUNG,32.04,Katapang,320411,125425,48,0.0003826988239984054,1
BENGKULU,17,KAB. KAUR,17.04,Kaur Tengah,170404,5230,2,0.0003824091778202677,1
JAWA BARAT,32,KAB. CIREBON,32.09,Karangsembung,320906,36625,14,0.00038225255972696245,1
JAWA TENGAH,33,KAB. MAGELANG,33.08,Dukun,330806,47110,18,0.000382084483124602,1
SULAWESI TENGGARA,74,KAB. MUNA,74.03,Duruka,740317,13088,5,0.00038202933985330076,1
RIAU,14,KAB. BENGKALIS,14.03,Bukit Batu,140303,20945,8,0.00038195273334924805,1
BALI,51,KAB. TABANAN,51.02,Kediri,510206,83817,32,0.00038178412493885486,1
MALUKU UTARA,82,KAB. HALMAHERA UTARA,82.03,Tobelo Tengah,820311,15720,6,0.0003816793893129771,1
JAWA TIMUR,35,KAB. KEDIRI,35.06,Purwoasri,350615,62904,24,0.00038153376573826786,1
KALIMANTAN SELATAN,63,KOTA BANJARBARU,63.72,Banjarbaru Selatan,637205,44561,17,0.00038149951751531607,1
SUMATERA UTARA,12,KOTA MEDAN,12.71,Medan Timur,127120,126067,48,0.0003807499186940278,1
JAWA TENGAH,33,KAB. PEKALONGAN,33.26,Kandangserang,332601,34247,13,0.00037959529301836656,1
JAWA TIMUR,35,KAB. BONDOWOSO,35.11,Curahdami,351107,34301,13,0.00037899769686014983,1
JAWA TENGAH,33,KAB. SEMARANG,33.22,Sumowono,332209,34359,13,0.00037835792659856227,1
JAWA TENGAH,33,KAB. KEBUMEN,33.05,Karangsambung,330526,47630,18,0.00037791307999160195,1
JAWA TIMUR,35,KAB. MADIUN,35.19,Saradan,351912,71522,27,0.00037750622186180475,1
JAWA TIMUR,35,KAB. JEMBER,35.09,Tanggul,350906,92750,35,0.0003773584905660377,1
RIAU,14,KAB. KAMPAR,14.01,Tambang,140103,68974,26,0.00037695363470293156,1
JAWA TIMUR,35,KAB. KEDIRI,35.06,Gampengrejo,350612,34519,13,0.00037660418899736377,1
SULAWESI SELATAN,73,KAB. LUWU TIMUR,73.24,Tomoni,732408,26578,10,0.0003762510346903454,1
SULAWESI SELATAN,73,KAB. LUWU,73.17,Walenrang,731706,18610,7,0.00037614185921547554,1
LAMPUNG,18,KAB. LAMPUNG BARAT,18.04,Suoh,180409,18612,7,0.0003761014399312272,1
KEPULAUAN BANGKA BELITUNG,19,KOTA PANGKAL PINANG,19.71,Taman Sari,197102,21283,8,0.00037588685805572524,1
RIAU,14,KAB. KUANTAN SINGINGI,14.09,Cerenti,140905,15970,6,0.0003757044458359424,1
SUMATERA BARAT,13,KAB. TANAH DATAR,13.04,Salimpauang,130410,23957,9,0.00037567308093667824,1
JAWA BARAT,32,KAB. SUKABUMI,32.02,Kebonpedes,320234,31982,12,0.00037521105621912324,1
SULAWESI UTARA,71,KAB. MINAHASA SELATAN,71.05,Motoling Timur,710522,10666,4,0.0003750234389649353,1
LAMPUNG,18,KAB. LAMPUNG TENGAH,18.02,Kalirejo,180201,77366,29,0.0003748416617118631,1
SUMATERA BARAT,13,KAB. PADANG PARIAMAN,13.05,V Koto Kampung Dalam,130506,24035,9,0.0003744539213646765,1
JAWA TENGAH,33,KAB. MAGELANG,33.08,Salam,330804,48149,18,0.00037383953976198884,1
LAMPUNG,18,KOTA BANDAR LAMPUNG,18.71,Tanjungkarang Pusat,187106,58859,22,0.0003737746139078136,1
SULAWESI SELATAN,73,KOTA PALOPO,73.73,Wara Selatan,737303,16055,6,0.0003737153534724385,1
SULAWESI SELATAN,73,KAB. SOPPENG,73.12,Lalabata,731204,48220,18,0.0003732890916632103,1
JAWA TENGAH,33,KAB. DEMAK,33.21,Guntur,332103,83090,31,0.00037308942110964017,1
JAWA TIMUR,35,KAB. GRESIK,35.25,Ujungpangkah,352507,50963,19,0.00037281949649745896,1
KALIMANTAN SELATAN,63,KAB. TAPIN,63.05,Bungur,630509,13427,5,0.0003723840023832576,1
SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,12.72,Siantar Selatan,127204,18799,7,0.00037236023192723015,1
JAWA TIMUR,35,KOTA MADIUN,35.77,Manguharjo,357702,61802,23,0.0003721562408983528,1
JAWA TIMUR,35,KAB. GRESIK,35.25,Panceng,352503,51063,19,0.00037208937978575485,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Sokaraja,330219,88756,33,0.00037180584974536935,1
SULAWESI SELATAN,73,KAB. WAJO,73.13,Sabangparu,731301,24214,9,0.0003716858016023788,1
BANTEN,36,KAB. TANGERANG,36.03,Sindang Jaya,360329,80991,30,0.0003704115272067267,1
JAWA BARAT,32,KAB. BOGOR,32.01,Sukajaya,320135,59474,22,0.0003699095403033258,1
KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA,19.01,Merawang,190103,29743,11,0.00036983491914063815,1
SUMATERA SELATAN,16,KAB. MUARA ENIM,16.03,Muara Enim,160302,70307,26,0.0003698067048800262,1
LAMPUNG,18,KOTA METRO,18.72,Metro Pusat,187201,54091,20,0.00036974727773566766,1
JAWA TENGAH,33,KAB. JEPARA,33.20,Jepara,332006,81182,30,0.00036954004582296566,1
JAWA TIMUR,35,KAB. PONOROGO,35.02,Sawoo,350205,62328,23,0.0003690155307405981,1
JAWA TENGAH,33,KAB. KEBUMEN,33.05,Sempor,330518,70495,26,0.0003688204837222498,1
BALI,51,KAB. TABANAN,51.02,Penebel,510208,51532,19,0.0003687029418613677,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Genteng,351009,94928,35,0.0003687004887915051,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Tambak,330208,51542,19,0.00036863140739591015,1
BANTEN,36,KOTA SERANG,36.73,Walantaka,367303,92234,34,0.00036862762105080557,1
JAWA TENGAH,33,KAB. KLATEN,33.10,Gantiwarno,331002,40696,15,0.00036858659327698056,1
JAWA TIMUR,35,KAB. KEDIRI,35.06,Pagu,350611,40723,15,0.00036834221447339344,1
BANTEN,36,KOTA SERANG,36.73,Taktakan,367306,92361,34,0.0003681207436039021,1
JAWA BARAT,32,KAB. BANDUNG BARAT,32.17,Batujajar,321709,100657,37,0.00036758496676833207,1
JAWA TENGAH,33,KAB. PURBALINGGA,33.03,Kalimanah,330306,57175,21,0.00036729339746392655,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Purwojati,330213,38127,14,0.0003671938521257901,1
JAWA TIMUR,35,KAB. BONDOWOSO,35.11,Klabang,351114,19064,7,0.0003671842215694503,1
SUMATERA BARAT,13,KAB. PASAMAN,13.08,Bonjol,130804,27249,10,0.000366985944438328,1
JAWA TIMUR,35,KAB. PROBOLINGGO,35.13,Kraksaan,351314,68152,25,0.00036682709238173493,1
JAWA TENGAH,33,KOTA MAGELANG,33.71,Magelang Tengah,337103,49077,18,0.00036677058499908307,1
SUMATERA BARAT,13,KAB. SOLOK,13.02,IX Koto Sungai Lasi,130209,10913,4,0.00036653532484193165,1
SULAWESI SELATAN,73,KAB. TANA TORAJA,73.18,Sangalla,731813,8199,3,0.00036589828027808267,1
PAPUA BARAT,92,KOTA SORONG,92.71,Sorong Utara,927105,35538,13,0.0003658056165231583,1
JAWA TENGAH,33,KAB. JEPARA,33.20,Mayong,332004,90264,33,0.00036559425684658335,1
KALIMANTAN UTARA,65,KAB. TANA TIDUNG,65.04,Betayau,650404,2736,1,0.0003654970760233918,1
GORONTALO,75,KOTA GORONTALO,75.71,Dumbo Raya,757108,19157,7,0.0003654016808477319,1
JAWA BARAT,32,KAB. CIREBON,32.09,Dukupuntang,320916,62951,23,0.00036536353671903543,1
JAWA TIMUR,35,KAB. KEDIRI,35.06,Wates,350606,93139,34,0.0003650457917735857,1
SULAWESI SELATAN,73,KAB. LUWU TIMUR,73.24,Tomoni Timur,732409,13699,5,0.0003649901452660778,1
SULAWESI UTARA,71,KAB. MINAHASA UTARA,71.06,Dimembe,710605,27398,10,0.0003649901452660778,1
KALIMANTAN BARAT,61,KOTA PONTIANAK,61.71,Pontianak Kota,617105,126155,46,0.00036463081130355516,1
SUMATERA SELATAN,16,KOTA PRABUMULIH,16.74,Cambai,167403,19205,7,0.00036448841447539703,1
JAWA TENGAH,33,KAB. WONOGIRI,33.12,Giriwoyo,331203,41216,15,0.0003639363354037267,1
KEPULAUAN BANGKA BELITUNG,19,KAB. BANGKA TENGAH,19.04,Koba,190401,41251,15,0.0003636275484230685,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Banyuwangi,351016,121258,44,0.0003628626564845206,1
DAERAH ISTIMEWA YOGYAKARTA,34,KAB. KULON PROGO,34.01,Galur,340104,33073,12,0.00036283373144256647,1
NUSA TENGGARA BARAT,52,KAB. SUMBAWA,52.04,Sumbawa,520408,63423,23,0.00036264446651845545,1
RIAU,14,KAB. ROKAN HILIR,14.07,Tanah Putih,140703,68968,25,0.0003624869504697831,1
ACEH,11,KAB. ACEH TENGAH,11.04,Bies,110420,8278,3,0.000362406378352259,1
SULAWESI SELATAN,73,KAB. JENEPONTO,73.04,Batang,730404,22086,8,0.0003622204111201666,1
GORONTALO,75,KAB. BONE BOLANGO,75.03,Suwawa Timur,750311,5522,2,0.0003621876131836291,1
KEPULAUAN BANGKA BELITUNG,19,KOTA PANGKAL PINANG,19.71,Rangkui,197104,38724,14,0.00036153289949385393,1
RIAU,14,KAB. SIAK,14.08,Minas,140803,27672,10,0.0003613761202659728,1
KALIMANTAN TENGAH,62,KAB. BARITO UTARA,62.05,Teweh Tengah,620505,58126,21,0.00036128410694009563,1
SUMATERA SELATAN,16,KAB. MUARA ENIM,16.03,Semende Darat Laut,160308,13855,5,0.00036088054853843375,1
SULAWESI TENGAH,72,KAB. MOROWALI,72.06,Bungku Tengah,720605,27741,10,0.0003604772719080062,1
JAWA TIMUR,35,KAB. MOJOKERTO,35.16,Mojosari,351608,80513,29,0.00036019027983058636,1
ACEH,11,KAB. ACEH TENGGARA,11.02,Bambel,110203,19440,7,0.000360082304526749,1
SULAWESI UTARA,71,KAB. MINAHASA,71.02,Pineleng,710213,27813,10,0.00035954409808363,1
RIAU,14,KAB. KEPULAUAN MERANTI,14.10,Tebing Tinggi,141001,66831,24,0.00035911478206221664,1
JAWA TIMUR,35,KOTA PROBOLINGGO,35.74,Kedopok,357405,36239,13,0.0003587295455172604,1
BANTEN,36,KOTA CILEGON,36.72,Pulomerak,367203,47517,17,0.0003577666940252962,1
JAWA TENGAH,33,KAB. SEMARANG,33.22,Banyubiru,332207,44736,16,0.000357653791130186,1
KALIMANTAN BARAT,61,KAB. KAPUAS HULU,61.06,Bunut Hilir,610605,8393,3,0.00035744072441320146,1
JAWA TENGAH,33,KAB. PATI,33.18,Pucakwangi,331805,47584,17,0.00035726294552790853,1
JAWA BARAT,32,KAB. PURWAKARTA,32.14,Babakancikao,321412,55984,20,0.00035724492712203485,1
JAWA TIMUR,35,KAB. MALANG,35.07,Pakis,350718,139964,50,0.0003572347174987854,1
JAWA TENGAH,33,KAB. WONOSOBO,33.07,Sapuran,330703,61586,22,0.0003572240444256812,1
JAWA TENGAH,33,KOTA SURAKARTA,33.72,Pasar Kliwon,337203,86890,31,0.0003567729312924387,1
JAWA TENGAH,33,KAB. BATANG,33.25,Tulis,332510,39256,14,0.0003566333808844508,1
JAWA TIMUR,35,KAB. SIDOARJO,35.15,Krian,351511,123470,44,0.00035636186927998705,1
SULAWESI UTARA,71,KOTA MANADO,71.71,Tuminiting,717102,56123,20,0.00035636013755501307,1
SULAWESI TENGGARA,74,KAB. BOMBANA,74.06,Rumbia,740604,11225,4,0.00035634743875278396,1
JAWA TENGAH,33,KAB. REMBANG,33.17,Sumber,331701,36559,13,0.00035558959490139227,1
KALIMANTAN SELATAN,63,KAB. TAPIN,63.05,Tapin Utara,630504,25337,9,0.0003552117456683901,1
JAWA TENGAH,33,KAB. KARANGANYAR,33.13,Mojogedang,331315,70623,25,0.00035399232544638433,1
JAWA TIMUR,35,KAB. TULUNGAGUNG,35.04,Rejotangan,350413,81979,29,0.00035374913087498017,1
JAWA TIMUR,35,KAB. MALANG,35.07,Tajinan,350715,53714,19,0.00035372528577279664,1
PAPUA,91,KAB. JAYAPURA,91.03,Sentani Barat,910304,5656,2,0.0003536067892503536,1
JAWA TENGAH,33,KAB. KEBUMEN,33.05,Padureso,330524,16969,6,0.00035358595085155283,1
JAWA TENGAH,33,KAB. KLATEN,33.10,Karangdowo,331013,45256,16,0.00035354428142124803,1
SUMATERA BARAT,13,KOTA SAWAHLUNTO,13.73,Lembah Segar,137301,14143,5,0.0003535317825072474,1
SULAWESI UTARA,71,KOTA BITUNG,71.72,Aertembaga,717204,31132,11,0.0003533341899010664,1
JAWA TIMUR,35,KAB. MAGETAN,35.20,Karangrejo,352013,25515,9,0.0003527336860670194,1
JAWA BARAT,32,KAB. KARAWANG,32.15,Rengasdengklok,321506,108042,38,0.0003517150737676089,1
JAWA TIMUR,35,KOTA MADIUN,35.77,Kartoharjo,357701,57041,20,0.0003506249890429691,1
JAWA TENGAH,33,KAB. BANJARNEGARA,33.04,Wanadadi,330410,34236,12,0.0003505082369435682,1
JAWA BARAT,32,KAB. SUKABUMI,32.02,Ciemas,320222,51361,18,0.0003504604661124199,1
JAWA TIMUR,35,KAB. LAMONGAN,35.24,Brondong,352407,74241,26,0.000350210799962285,1
SULAWESI TENGGARA,74,KAB. KOLAKA,74.01,Latambaga,740114,31413,11,0.00035017349504982016,1
SULAWESI UTARA,71,KOTA BITUNG,71.72,Girian,717206,37151,13,0.0003499232860488278,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Patikraja,330212,60042,21,0.00034975517138003396,1
JAWA TENGAH,33,KAB. TEGAL,33.28,Tarub,332814,85872,30,0.000349357182783678,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Banyumas,330211,54395,19,0.00034929681036860005,1
JAWA TIMUR,35,KAB. JOMBANG,35.17,Perak,351701,57363,20,0.00034865679967923573,1
JAWA BARAT,32,KAB. BANDUNG,32.04,Banjaran,320413,131935,46,0.00034865653541516655,1
JAWA TENGAH,33,KAB. BANYUMAS,33.02,Sumbang,330221,91922,32,0.0003481212332194687,1
GORONTALO,75,KAB. PAHUWATO,75.04,Randangan,750403,17239,6,0.0003480480306282267,1
JAWA TIMUR,35,KAB. BANYUWANGI,35.10,Giri,351017,31610,11,0.0003479911420436571,1
JAWA BARAT,32,KAB. KUNINGAN,32.08,Jalaksana,320812,48864,17,0.00034790438768827765,1
JAWA TIMUR,35,KAB. MAGETAN,35.20,Parang,352002,46014,16,0.000347720259051593,1
JAWA TIMUR,35,KAB. LAMONGAN,35.24,Bluluk,352402,23008,8,0.0003477051460361613,1
BANTEN,36,KAB. SERANG,36.04,Binuang,360418,28773,10,0.0003475480485177076,1
RIAU,14,KAB. KEPULAUAN MERANTI,14.10,Rangsang Barat,141002,20171,7,0.0003470328689703039,1
SUMATERA SELATAN,16,KAB. BANYUASIN,16.07,Talang Kelapa,160710,141231,49,0.00034694932415687776,1
JAWA BARAT,32,KAB. BANDUNG BARAT,32.17,Sindangkerta,321714,66398,23,0.00034639597578240306,1
LAMPUNG,18,KAB. PRINGSEWU,18.10,Pagelaran,181005,51964,18,0.0003463936571472558,1
JAWA TIMUR,35,KAB. TUBAN,35.23,Kenduruan,352301,28874,10,0.0003463323405139572,1
SUMATERA SELATAN,16,KAB. OGAN ILIR,16.10,Sungai Pinang,161012,26009,9,0.0003460340651313007,1
JAWA BARAT,32,KAB. SUBANG,32.13,Legonkulon,321321,23128,8,0.0003459010722933241,1
SULAWESI UTARA,71,KAB. MINAHASA UTARA,71.06,Talawaan,710609,20277,7,0.00034521872071805495,1
RIAU,14,KAB. ROKAN HULU,14.06,Rokan IV Koto,140602,23195,8,0.00034490191851692175,1
BANTEN,36,KAB. TANGERANG,36.03,Sepatan Timur,360330,86987,30,0.0003448791198684861,1
JAWA TENGAH,33,KAB. BOYOLALI,33.09,Ampel,330902,40599,14,0.0003448360797063967,1
BALI,51,KAB. BANGLI,51.06,Bangli,510602,55106,19,0.00034479004101186804,1
KALIMANTAN UTARA,65,KAB. BULUNGAN,65.01,Bunyu,650110,11604,4,0.0003447087211306446,1
JAWA TIMUR,35,KAB. JEMBER,35.09,Kencong,350902,72634,25,0.00034419142550320785,1
KEPULAUAN RIAU,21,KAB. BINTAN,21.01,Gunung Kijang,210104,14532,5,0.00034406826314340767,1
JAWA TIMUR,35,KAB. SITUBONDO,35.12,Jatibanteng,351201,23256,8,0.0003439972480220158,1
JAWA BARAT,32,KAB. SUKABUMI,32.02,Cireunghas,320235,34925,12,0.0003435934144595562,1
JAWA BARAT,32,KAB. PURWAKARTA,32.14,Jatiluhur,321403,69938,24,0.00034316108553290056,1
SUMATERA BARAT,13,KOTA BUKITTINGGI,13.75,Mandiangin K. Selayan,137502,52464,18,0.00034309240622140897,1
KALIMANTAN TIMUR,64,KAB. KUTAI TIMUR,64.08,Muara Ancalong,640801,14574,5,0.00034307671195279267,1
JAWA TENGAH,33,KAB. WONOSOBO,33.07,Leksono,330705,46638,16,0.00034306788455765684,1
SUMATERA BARAT,13,KAB. PASAMAN,13.08,Lubuk Sikaping,130805,52472,18,0.00034304009757585,1
JAWA BARAT,32,KAB. SUMEDANG,32.11,Ganeas,321119,26258,9,0.0003427526848960317,1
KALIMANTAN BARAT,61,KAB. KAPUAS HULU,61.06,Embaloh Hilir,610603,5837,2,0.00034264176803152307,1
KALIMANTAN UTARA,65,KAB. BULUNGAN,65.01,Tanjung Palas Timur,650104,14598,5,0.00034251267296889985,1
MALUKU UTARA,82,KAB. HALMAHERA BARAT,82.01,Jailolo,820101,35052,12,0.00034234851078397807,1
JAWA BARAT,32,KAB. BANDUNG BARAT,32.17,Lembang,321701,184355,63,0.00034173198448645277,1
SUMATERA UTARA,12,KOTA MEDAN,12.71,Medan Perjuangan,127118,114199,39,0.00034150912004483403,1
JAWA TENGAH,33,KAB. BREBES,33.29,Salem,332901,61546,21,0.00034120820199525555,1
JAWA TENGAH,33,KAB. BREBES,33.29,Sirampog,332905,67441,23,0.00034103883394374343,1
BALI,51,KAB. BULELENG,51.08,Sawan,510807,85151,29,0.00034057145541449893,1
SULAWESI SELATAN,73,KOTA PALOPO,73.73,Wara Barat,737306,11746,4,0.00034054146092286734,1
JAWA BARAT,32,KAB. KUNINGAN,32.08,Cilebak,320825,11753,4,0.00034033863694375905,1
JAWA TIMUR,35,KOTA KEDIRI,35.71,Pesantren,357103,91129,31,0.00034017711156711914,1
JAWA TENGAH,33,KAB. KENDAL,33.24,Weleri,332412,61740,21,0.0003401360544217687,1
JAWA TENGAH,33,KAB. BANJARNEGARA,33.04,Purwanegara,330404,82355,28,0.0003399915002124947,1
JAWA TENGAH,33,KAB. PURWOREJO,33.06,Banyuurip,330607,44122,15,0.00033996645664294457,1
NUSA TENGGARA TIMUR,53,KAB. FLORES TIMUR,53.06,Larantuka,530603,41200,14,0.00033980582524271844,1
BENGKULU,17,KAB. BENGKULU TENGAH,17.09,Talang Empat,170902,11772,4,0.0003397893306150187,1
BANTEN,36,KAB. TANGERANG,36.03,Solear,360331,79600,27,0.00033919597989949746,1
KALIMANTAN BARAT,61,KOTA PONTIANAK,61.71,Pontianak Barat,617103,150451,51,0.0003389807977348107,1
MALUKU,81,KAB. BURU,81.04,Air Buaya,810402,11808,4,0.00033875338753387534,1
JAWA TENGAH,33,KAB. REMBANG,33.17,Sluke,331713,29536,10,0.00033856988082340195,1
JAWA TENGAH,33,KAB. DEMAK,33.21,Gajah,332108,50260,17,0.00033824114604058894,1
KALIMANTAN BARAT,61,KAB. SAMBAS,61.01,Subah,610110,23681,8,0.00033782357163971116,1
KALIMANTAN BARAT,61,KAB. KETAPANG,61.04,Delta Pawan,610416,91835,31,0.00033756193172537703,1
JAWA BARAT,32,KAB. CIREBON,32.09,Pabuaran,320933,35558,12,0.00033747679847010516,1
JAWA BARAT,32,KOTA CIREBON,32.74,Lemah Wungkuk,327402,59303,20,0.000337251066556498,1
DAERAH ISTIMEWA YOGYAKARTA,34,KAB. KULON PROGO,34.01,Lendah,340105,41532,14,0.0003370894731773091,1
