zone,last_update,value,percentage,population
MALUKU_UTARA,2020-08-06,589,,885950
GORONTALO,2020-08-06,418,,1068216
DKI_JAKARTA,2020-08-06,200,,11058944
SULAWESI_TENGGARA,2020-08-06,136,,1487542
KALIMANTAN_SELATAN,2020-08-06,135,,3215366
SULAWESI_UTARA,2020-08-06,115,,2154904
KALIMANTAN_UTARA,2020-08-06,91,,560965
BALI,2020-08-06,89,,4247341
PAPUA,2020-08-06,83,,1740450
MALUKU,2020-08-06,76,,1054437
PAPUA_BARAT,2020-08-06,71,,735514
KALIMANTAN_TENGAH,2020-08-06,69,,2251078
JAWA_TIMUR,2020-08-06,66,,40531918
SULAWESI_SELATAN,2020-08-06,64,,8340621
KALIMANTAN_TIMUR,2020-08-06,56,,3439150
SUMATERA_UTARA,2020-08-06,47,,13181814
NATIONAL,2020-08-08,46,,245596822
SUMATERA_SELATAN,2020-08-06,34,,7467555
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,31,,3656108
JAWA_TENGAH,2020-08-06,28,,36461504
NUSA_TENGGARA_BARAT,2020-08-06,24,,4736032
SULAWESI_BARAT,2020-08-06,15,,1256533
BANTEN,2020-08-06,14,,10451189
BENGKULU,2020-08-06,14,,1248241
RIAU,2020-08-06,10,,5492714
JAWA_BARAT,2020-08-06,7,,45485037
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,7,,1330690
NUSA_TENGGARA_TIMUR,2020-08-05,6,,3096127
SUMATERA_BARAT,2020-08-06,6,,5135071
KALIMANTAN_BARAT,2020-08-06,3,,4641876
LAMPUNG,2020-08-06,3,,8455434
SULAWESI_TENGAH,2020-08-05,2,,2047415
ACEH,2020-08-06,0,,3856404
JAMBI,2020-08-05,0,,3080619
KEPULAUAN_RIAU,2020-08-05,0,,1744063
