zone,last_update,value,percentage,population
GORONTALO,2020-08-06,389,,1068216
DKI_JAKARTA,2020-08-06,268,,11058944
KALIMANTAN_SELATAN,2020-08-06,158,,3215366
SULAWESI_UTARA,2020-08-06,150,,2154904
MALUKU,2020-08-06,121,,1054437
SULAWESI_TENGGARA,2020-08-06,114,,1487542
SULAWESI_SELATAN,2020-08-06,99,,8340621
PAPUA,2020-08-06,98,,1740450
KALIMANTAN_TIMUR,2020-08-06,94,,3439150
PAPUA_BARAT,2020-08-06,84,,735514
KALIMANTAN_TENGAH,2020-08-06,77,,2251078
KEPULAUAN_RIAU,2020-08-05,75,,1744063
BALI,2020-08-06,67,,4247341
MALUKU_UTARA,2020-08-06,59,,885950
JAWA_TIMUR,2020-08-06,58,,40531918
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,57,,3656108
NATIONAL,2020-08-07,52,,245596822
SUMATERA_UTARA,2020-08-06,49,,13181814
ACEH,2020-08-06,44,,3856404
NUSA_TENGGARA_BARAT,2020-08-06,43,,4736032
RIAU,2020-08-06,36,,5492714
SULAWESI_BARAT,2020-08-06,33,,1256533
SUMATERA_SELATAN,2020-08-06,29,,7467555
SUMATERA_BARAT,2020-08-06,26,,5135071
JAWA_TENGAH,2020-08-06,24,,36461504
BENGKULU,2020-08-06,21,,1248241
KALIMANTAN_UTARA,2020-08-06,20,,560965
BANTEN,2020-08-06,17,,10451189
JAMBI,2020-08-05,13,,3080619
JAWA_BARAT,2020-08-06,12,,45485037
LAMPUNG,2020-08-06,5,,8455434
SULAWESI_TENGAH,2020-08-05,4,,2047415
KALIMANTAN_BARAT,2020-08-06,3,,4641876
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,3,,1330690
NUSA_TENGGARA_TIMUR,2020-08-05,2,,3096127
