zone,last_update,value,percentage,population
JAWA_TIMUR,2020-08-09,158,32.44,
DKI_JAKARTA,2020-08-09,86,17.66,
JAWA_TENGAH,2020-08-09,60,12.32,
SUMATERA_SELATAN,2020-08-09,31,6.37,
SUMATERA_UTARA,2020-08-09,23,4.72,
JAWA_BARAT,2020-08-09,17,3.49,
KALIMANTAN_TIMUR,2020-08-09,15,3.08,
SULAWESI_SELATAN,2020-08-09,14,2.87,
KALIMANTAN_SELATAN,2020-08-09,11,2.26,
NUSA_TENGGARA_BARAT,2020-08-09,8,1.64,
SULAWESI_UTARA,2020-08-09,7,1.44,
BANTEN,2020-08-09,6,1.23,
GORONTALO,2020-08-09,5,1.03,
KALIMANTAN_TENGAH,2020-08-09,5,1.03,
ACEH,2020-08-09,4,0.82,
KEPULAUAN_RIAU,2020-08-09,4,0.82,
SULAWESI_TENGGARA,2020-08-09,4,0.82,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,3,0.62,
BENGKULU,2020-08-09,2,0.41,
MALUKU,2020-08-09,2,0.41,
MALUKU_UTARA,2020-08-09,2,0.41,
PAPUA,2020-08-09,2,0.41,
RIAU,2020-08-09,2,0.41,
BALI,2020-08-09,1,0.21,
LAMPUNG,2020-08-08,1,0.21,
SULAWESI_BARAT,2020-08-08,1,0.21,
JAMBI,2020-08-08,0,0.00,
KALIMANTAN_BARAT,2020-08-09,0,0.00,
KALIMANTAN_UTARA,2020-08-09,0,0.00,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,0,0.00,
NUSA_TENGGARA_TIMUR,2020-08-05,0,0.00,
PAPUA_BARAT,2020-08-09,0,0.00,
SULAWESI_TENGAH,2020-08-07,0,0.00,
SUMATERA_BARAT,2020-08-09,0,0.00,
