zone,last_update,value,percentage,population
JAWA_TIMUR,2020-08-06,2668,23.43,
DKI_JAKARTA,2020-08-06,2207,19.38,
JAWA_TENGAH,2020-08-06,1039,9.12,
SUMATERA_UTARA,2020-08-06,613,5.38,
SULAWESI_SELATAN,2020-08-06,533,4.68,
MALUKU_UTARA,2020-08-06,522,4.58,
GORONTALO,2020-08-06,446,3.92,
KALIMANTAN_SELATAN,2020-08-06,433,3.80,
BALI,2020-08-06,380,3.34,
JAWA_BARAT,2020-08-06,302,2.65,
SUMATERA_SELATAN,2020-08-06,253,2.22,
SULAWESI_UTARA,2020-08-06,247,2.17,
SULAWESI_TENGGARA,2020-08-06,202,1.77,
KALIMANTAN_TIMUR,2020-08-06,192,1.69,
KALIMANTAN_TENGAH,2020-08-06,156,1.37,
BANTEN,2020-08-06,146,1.28,
PAPUA,2020-08-06,145,1.27,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,115,1.01,
NUSA_TENGGARA_BARAT,2020-08-06,114,1.00,
MALUKU,2020-08-06,80,0.70,
RIAU,2020-08-06,54,0.47,
PAPUA_BARAT,2020-08-06,52,0.46,
KALIMANTAN_UTARA,2020-08-06,51,0.45,
SUMATERA_BARAT,2020-08-06,29,0.25,
LAMPUNG,2020-08-06,24,0.21,
NUSA_TENGGARA_TIMUR,2020-08-05,19,0.17,
SULAWESI_BARAT,2020-08-06,19,0.17,
BENGKULU,2020-08-06,17,0.15,
KALIMANTAN_BARAT,2020-08-06,16,0.14,
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,9,0.08,
SULAWESI_TENGAH,2020-08-05,4,0.04,
JAMBI,2020-08-05,1,0.01,
ACEH,2020-08-06,0,0.00,
KEPULAUAN_RIAU,2020-08-05,0,0.00,
