zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,122,,11058944
KALIMANTAN_TIMUR,2020-09-21,52,,3439150
KEPULAUAN_RIAU,2020-09-21,49,,1744063
MALUKU,2020-09-21,46,,1054437
SUMATERA_BARAT,2020-09-21,35,,5135071
BALI,2020-09-21,33,,4247341
PAPUA_BARAT,2020-09-21,29,,735514
RIAU,2020-09-21,29,,5492714
ACEH,2020-09-21,26,,3856404
KALIMANTAN_SELATAN,2020-09-21,26,,3215366
SULAWESI_TENGGARA,2020-09-21,24,,1487542
MALUKU_UTARA,2020-09-21,21,,885950
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,18,,3656108
NATIONAL,2020-09-21,17,,245596822
PAPUA,2020-09-21,17,,1740450
JAWA_BARAT,2020-09-21,15,,45485037
BANTEN,2020-09-21,12,,10451189
KALIMANTAN_TENGAH,2020-09-21,11,,2251078
SULAWESI_UTARA,2020-09-21,11,,2154904
JAWA_TIMUR,2020-09-21,9,,40531918
SUMATERA_UTARA,2020-09-21,8,,13181814
JAWA_TENGAH,2020-09-21,7,,36461504
SULAWESI_SELATAN,2020-09-21,6,,8340621
SUMATERA_SELATAN,2020-09-21,6,,7467555
BENGKULU,2020-09-20,5,,1248241
JAMBI,2020-09-20,5,,3080619
KALIMANTAN_UTARA,2020-09-21,5,,560965
NUSA_TENGGARA_BARAT,2020-09-21,5,,4736032
GORONTALO,2020-09-21,2,,1068216
NUSA_TENGGARA_TIMUR,2020-09-20,2,,3096127
KALIMANTAN_BARAT,2020-09-21,1,,4641876
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,1,,1330690
LAMPUNG,2020-09-21,1,,8455434
SULAWESI_BARAT,2020-09-21,1,,1256533
SULAWESI_TENGAH,2020-09-21,0,,2047415
