zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,29,23.39,
JAWA_TIMUR,2020-09-21,25,20.16,
JAWA_TENGAH,2020-09-21,20,16.13,
BANTEN,2020-09-21,7,5.65,
BALI,2020-09-21,6,4.84,
KALIMANTAN_TIMUR,2020-09-21,6,4.84,
RIAU,2020-09-21,6,4.84,
NUSA_TENGGARA_BARAT,2020-09-21,3,2.42,
SULAWESI_SELATAN,2020-09-21,3,2.42,
ACEH,2020-09-21,2,1.61,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,2,1.61,
JAWA_BARAT,2020-09-21,2,1.61,
KALIMANTAN_SELATAN,2020-09-21,2,1.61,
KALIMANTAN_TENGAH,2020-09-21,2,1.61,
SULAWESI_UTARA,2020-09-21,2,1.61,
SUMATERA_UTARA,2020-09-21,2,1.61,
MALUKU,2020-09-21,1,0.81,
MALUKU_UTARA,2020-09-21,1,0.81,
SULAWESI_TENGGARA,2020-09-21,1,0.81,
SUMATERA_BARAT,2020-09-21,1,0.81,
SUMATERA_SELATAN,2020-09-21,1,0.81,
BENGKULU,2020-09-20,0,0.00,
GORONTALO,2020-09-21,0,0.00,
JAMBI,2020-09-20,0,0.00,
KALIMANTAN_BARAT,2020-09-21,0,0.00,
KALIMANTAN_UTARA,2020-09-21,0,0.00,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,0,0.00,
KEPULAUAN_RIAU,2020-09-21,0,0.00,
LAMPUNG,2020-09-21,0,0.00,
NUSA_TENGGARA_TIMUR,2020-09-20,0,0.00,
PAPUA,2020-09-21,0,0.00,
PAPUA_BARAT,2020-09-21,0,0.00,
SULAWESI_BARAT,2020-09-21,0,0.00,
SULAWESI_TENGAH,2020-09-21,0,0.00,
