zone,last_update,value,percentage,population
JAWA_BARAT,2020-09-21,435,74.74,
RIAU,2020-09-21,121,20.79,
KALIMANTAN_TIMUR,2020-09-21,98,16.84,
SUMATERA_BARAT,2020-09-21,92,15.81,
KEPULAUAN_RIAU,2020-09-21,85,14.60,
BANTEN,2020-09-21,59,10.14,
BALI,2020-09-21,53,9.11,
MALUKU,2020-09-21,46,7.90,
PAPUA,2020-09-21,29,4.98,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,25,4.30,
DKI_JAKARTA,2020-09-21,24,4.12,
SUMATERA_UTARA,2020-09-21,21,3.61,
MALUKU_UTARA,2020-09-21,18,3.09,
JAMBI,2020-09-20,13,2.23,
LAMPUNG,2020-09-21,10,1.72,
NUSA_TENGGARA_BARAT,2020-09-21,10,1.72,
PAPUA_BARAT,2020-09-21,8,1.37,
BENGKULU,2020-09-20,2,0.34,
JAWA_TIMUR,2020-09-21,2,0.34,
KALIMANTAN_UTARA,2020-09-21,1,0.17,
SULAWESI_BARAT,2020-09-21,1,0.17,
SULAWESI_UTARA,2020-09-21,1,0.17,
KALIMANTAN_TENGAH,2020-09-21,0,0.00,
SULAWESI_TENGAH,2020-09-21,0,0.00,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,-3,-0.52,
KALIMANTAN_BARAT,2020-09-21,-10,-1.72,
SULAWESI_TENGGARA,2020-09-21,-10,-1.72,
SUMATERA_SELATAN,2020-09-21,-10,-1.72,
KALIMANTAN_SELATAN,2020-09-21,-16,-2.75,
GORONTALO,2020-09-21,-18,-3.09,
NUSA_TENGGARA_TIMUR,2020-09-20,-45,-7.73,
SULAWESI_SELATAN,2020-09-21,-48,-8.25,
JAWA_TENGAH,2020-09-21,-103,-17.70,
ACEH,2020-09-21,-279,-47.94,
