zone,last_update,value,percentage,population
KEPULAUAN_RIAU,2020-09-21,100.00,,
LAMPUNG,2020-09-21,100.00,,
PAPUA,2020-09-21,100.00,,
SULAWESI_BARAT,2020-09-21,100.00,,
MALUKU_UTARA,2020-09-21,94.74,,
MALUKU,2020-09-21,93.88,,
JAMBI,2020-09-20,92.86,,
RIAU,2020-09-21,75.62,,
JAWA_BARAT,2020-09-21,62.68,,
KALIMANTAN_TIMUR,2020-09-21,55.06,,
SUMATERA_BARAT,2020-09-21,50.83,,
BANTEN,2020-09-21,48.76,,
NUSA_TENGGARA_BARAT,2020-09-21,40.00,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,39.06,,
BALI,2020-09-21,38.13,,
PAPUA_BARAT,2020-09-21,38.10,,
BENGKULU,2020-09-20,33.33,,
KALIMANTAN_UTARA,2020-09-21,33.33,,
SUMATERA_UTARA,2020-09-21,21.00,,
NATIONAL,2020-09-21,13.94,,
SULAWESI_UTARA,2020-09-21,4.35,,
DKI_JAKARTA,2020-09-21,1.78,,
JAWA_TIMUR,2020-09-21,0.54,,
KALIMANTAN_TENGAH,2020-09-21,0.00,,
SULAWESI_TENGAH,2020-09-21,0.00,,
KALIMANTAN_SELATAN,2020-09-21,-19.51,,
SUMATERA_SELATAN,2020-09-21,-21.28,,
SULAWESI_TENGGARA,2020-09-21,-27.78,,
JAWA_TENGAH,2020-09-21,-43.28,,
SULAWESI_SELATAN,2020-09-21,-94.12,,
KALIMANTAN_BARAT,2020-09-21,-200.00,,
ACEH,2020-09-21,-281.82,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,-300.00,,
NUSA_TENGGARA_TIMUR,2020-09-20,-750.00,,
GORONTALO,2020-09-21,-900.00,,
