zone,last_update,value,percentage,population
GORONTALO,2020-09-21,1000.00,,
NUSA_TENGGARA_TIMUR,2020-09-20,850.00,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,400.00,,
ACEH,2020-09-21,379.80,,
KALIMANTAN_BARAT,2020-09-21,300.00,,
SULAWESI_SELATAN,2020-09-21,188.24,,
JAWA_TENGAH,2020-09-21,134.87,,
SULAWESI_TENGGARA,2020-09-21,125.00,,
SUMATERA_SELATAN,2020-09-21,119.15,,
KALIMANTAN_SELATAN,2020-09-21,117.07,,
SULAWESI_TENGAH,2020-09-21,100.00,,
DKI_JAKARTA,2020-09-21,96.08,,
JAWA_TIMUR,2020-09-21,92.66,,
KALIMANTAN_TENGAH,2020-09-21,91.67,,
SULAWESI_UTARA,2020-09-21,86.96,,
NATIONAL,2020-09-21,83.09,,
SUMATERA_UTARA,2020-09-21,77.00,,
BENGKULU,2020-09-20,66.67,,
KALIMANTAN_UTARA,2020-09-21,66.67,,
PAPUA_BARAT,2020-09-21,61.90,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,57.81,,
BALI,2020-09-21,57.55,,
SUMATERA_BARAT,2020-09-21,48.62,,
NUSA_TENGGARA_BARAT,2020-09-21,48.00,,
BANTEN,2020-09-21,45.45,,
KALIMANTAN_TIMUR,2020-09-21,41.57,,
JAWA_BARAT,2020-09-21,37.03,,
RIAU,2020-09-21,20.62,,
JAMBI,2020-09-20,7.14,,
MALUKU,2020-09-21,4.08,,
KEPULAUAN_RIAU,2020-09-21,0.00,,
LAMPUNG,2020-09-21,0.00,,
MALUKU_UTARA,2020-09-21,0.00,,
PAPUA,2020-09-21,0.00,,
SULAWESI_BARAT,2020-09-21,0.00,,
