zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,1352,32.38,
JAWA_BARAT,2020-09-21,694,16.62,
JAWA_TIMUR,2020-09-21,368,8.81,
JAWA_TENGAH,2020-09-21,238,5.70,
SUMATERA_BARAT,2020-09-21,181,4.33,
KALIMANTAN_TIMUR,2020-09-21,178,4.26,
RIAU,2020-09-21,160,3.83,
BALI,2020-09-21,139,3.33,
BANTEN,2020-09-21,121,2.90,
SUMATERA_UTARA,2020-09-21,100,2.39,
ACEH,2020-09-21,99,2.37,
KEPULAUAN_RIAU,2020-09-21,85,2.04,
KALIMANTAN_SELATAN,2020-09-21,82,1.96,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,64,1.53,
SULAWESI_SELATAN,2020-09-21,51,1.22,
MALUKU,2020-09-21,49,1.17,
SUMATERA_SELATAN,2020-09-21,47,1.13,
SULAWESI_TENGGARA,2020-09-21,36,0.86,
PAPUA,2020-09-21,29,0.69,
NUSA_TENGGARA_BARAT,2020-09-21,25,0.60,
KALIMANTAN_TENGAH,2020-09-21,24,0.57,
SULAWESI_UTARA,2020-09-21,23,0.55,
PAPUA_BARAT,2020-09-21,21,0.50,
MALUKU_UTARA,2020-09-21,19,0.45,
JAMBI,2020-09-20,14,0.34,
LAMPUNG,2020-09-21,10,0.24,
BENGKULU,2020-09-20,6,0.14,
NUSA_TENGGARA_TIMUR,2020-09-20,6,0.14,
KALIMANTAN_BARAT,2020-09-21,5,0.12,
KALIMANTAN_UTARA,2020-09-21,3,0.07,
GORONTALO,2020-09-21,2,0.05,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,1,0.02,
SULAWESI_BARAT,2020-09-21,1,0.02,
SULAWESI_TENGAH,2020-09-21,1,0.02,
