zone,last_update,value,percentage,population
GORONTALO,2020-08-06,198,,1068216
DKI_JAKARTA,2020-08-06,186,,11058944
PAPUA,2020-08-06,118,,1740450
SULAWESI_UTARA,2020-08-06,84,,2154904
ACEH,2020-08-06,79,,3856404
KEPULAUAN_RIAU,2020-08-05,73,,1744063
KALIMANTAN_TIMUR,2020-08-06,70,,3439150
MALUKU,2020-08-06,53,,1054437
SULAWESI_BARAT,2020-08-06,46,,1256533
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,43,,3656108
KALIMANTAN_UTARA,2020-08-06,30,,560965
NUSA_TENGGARA_BARAT,2020-08-06,30,,4736032
RIAU,2020-08-06,26,,5492714
SUMATERA_BARAT,2020-08-06,22,,5135071
KALIMANTAN_TENGAH,2020-08-06,19,,2251078
BENGKULU,2020-08-06,18,,1248241
JAMBI,2020-08-05,15,,3080619
SUMATERA_UTARA,2020-08-06,12,,13181814
NATIONAL,2020-08-08,5,,245596822
BANTEN,2020-08-06,4,,10451189
KALIMANTAN_BARAT,2020-08-06,4,,4641876
SULAWESI_TENGAH,2020-08-05,3,,2047415
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,2,,1330690
LAMPUNG,2020-08-06,2,,8455434
NUSA_TENGGARA_TIMUR,2020-08-05,-1,,3096127
SUMATERA_SELATAN,2020-08-06,-10,,7467555
PAPUA_BARAT,2020-08-06,-12,,735514
JAWA_BARAT,2020-08-06,-13,,45485037
JAWA_TENGAH,2020-08-06,-14,,36461504
SULAWESI_SELATAN,2020-08-06,-15,,8340621
SULAWESI_TENGGARA,2020-08-06,-27,,1487542
JAWA_TIMUR,2020-08-06,-30,,40531918
BALI,2020-08-06,-63,,4247341
KALIMANTAN_SELATAN,2020-08-06,-109,,3215366
MALUKU_UTARA,2020-08-06,-430,,885950
