zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-06,5937,22.65,
JAWA_TIMUR,2020-08-06,4692,17.90,
JAWA_TENGAH,2020-08-06,2148,8.19,
SULAWESI_SELATAN,2020-08-06,1653,6.31,
SUMATERA_UTARA,2020-08-06,1215,4.63,
JAWA_BARAT,2020-08-06,1188,4.53,
KALIMANTAN_SELATAN,2020-08-06,1146,4.37,
GORONTALO,2020-08-06,811,3.09,
SULAWESI_UTARA,2020-08-06,705,2.69,
KALIMANTAN_TIMUR,2020-08-06,667,2.54,
BALI,2020-08-06,649,2.48,
PAPUA,2020-08-06,473,1.80,
SUMATERA_SELATAN,2020-08-06,437,1.67,
NUSA_TENGGARA_BARAT,2020-08-06,402,1.53,
KALIMANTAN_TENGAH,2020-08-06,399,1.52,
ACEH,2020-08-06,325,1.24,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,323,1.23,
BANTEN,2020-08-06,272,1.04,
RIAU,2020-08-06,271,1.03,
SULAWESI_TENGGARA,2020-08-06,239,0.91,
MALUKU_UTARA,2020-08-06,237,0.90,
MALUKU,2020-08-06,211,0.80,
SUMATERA_BARAT,2020-08-06,189,0.72,
KEPULAUAN_RIAU,2020-08-05,151,0.58,
PAPUA_BARAT,2020-08-06,106,0.40,
SULAWESI_BARAT,2020-08-06,94,0.36,
KALIMANTAN_UTARA,2020-08-06,73,0.28,
JAMBI,2020-08-05,57,0.22,
LAMPUNG,2020-08-06,53,0.20,
BENGKULU,2020-08-06,45,0.17,
KALIMANTAN_BARAT,2020-08-06,35,0.13,
SULAWESI_TENGAH,2020-08-05,19,0.07,
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,16,0.06,
NUSA_TENGGARA_TIMUR,2020-08-05,15,0.06,
