zone,last_update,value,percentage,population
GORONTALO,2020-08-09,686,,1068216
MALUKU_UTARA,2020-08-09,661,,885950
DKI_JAKARTA,2020-08-09,397,,11058944
KALIMANTAN_SELATAN,2020-08-09,366,,3215366
PAPUA,2020-08-09,304,,1740450
SULAWESI_UTARA,2020-08-09,258,,2154904
BALI,2020-08-09,184,,4247341
PAPUA_BARAT,2020-08-09,177,,735514
SULAWESI_TENGGARA,2020-08-09,169,,1487542
MALUKU,2020-08-09,149,,1054437
KALIMANTAN_TENGAH,2020-08-09,142,,2251078
JAWA_TIMUR,2020-08-09,141,,40531918
SULAWESI_SELATAN,2020-08-09,135,,8340621
KALIMANTAN_TIMUR,2020-08-09,124,,3439150
NATIONAL,2020-08-09,99,,245596822
KALIMANTAN_UTARA,2020-08-09,96,,560965
SUMATERA_UTARA,2020-08-09,87,,13181814
SUMATERA_SELATAN,2020-08-09,79,,7467555
JAWA_TENGAH,2020-08-09,67,,36461504
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,61,,3656108
NUSA_TENGGARA_BARAT,2020-08-09,49,,4736032
JAWA_BARAT,2020-08-09,41,,45485037
SULAWESI_BARAT,2020-08-08,37,,1256533
BENGKULU,2020-08-09,25,,1248241
RIAU,2020-08-09,23,,5492714
BANTEN,2020-08-09,21,,10451189
SUMATERA_BARAT,2020-08-09,13,,5135071
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,12,,1330690
NUSA_TENGGARA_TIMUR,2020-08-05,6,,3096127
KALIMANTAN_BARAT,2020-08-09,5,,4641876
LAMPUNG,2020-08-08,5,,8455434
SULAWESI_TENGAH,2020-08-07,5,,2047415
KEPULAUAN_RIAU,2020-08-09,4,,1744063
JAMBI,2020-08-08,2,,3080619
ACEH,2020-08-09,0,,3856404
