zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-09,2123,153.95,
SULAWESI_SELATAN,2020-08-09,415,30.09,
ACEH,2020-08-09,403,29.22,
KALIMANTAN_TIMUR,2020-08-09,271,19.65,
SUMATERA_UTARA,2020-08-09,230,16.68,
RIAU,2020-08-09,225,16.32,
SUMATERA_BARAT,2020-08-09,201,14.58,
KEPULAUAN_RIAU,2020-08-09,165,11.97,
NUSA_TENGGARA_BARAT,2020-08-09,136,9.86,
MALUKU,2020-08-09,124,8.99,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,90,6.53,
BANTEN,2020-08-09,88,6.38,
SULAWESI_UTARA,2020-08-09,69,5.00,
JAMBI,2020-08-08,64,4.64,
KALIMANTAN_TENGAH,2020-08-09,47,3.41,
SULAWESI_BARAT,2020-08-08,40,2.90,
PAPUA_BARAT,2020-08-09,29,2.10,
KALIMANTAN_BARAT,2020-08-09,20,1.45,
LAMPUNG,2020-08-08,20,1.45,
BENGKULU,2020-08-09,16,1.16,
SULAWESI_TENGAH,2020-08-07,4,0.29,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,-3,-0.22,
SULAWESI_TENGGARA,2020-08-09,-3,-0.22,
GORONTALO,2020-08-09,-4,-0.29,
NUSA_TENGGARA_TIMUR,2020-08-05,-4,-0.29,
KALIMANTAN_UTARA,2020-08-09,-26,-1.89,
KALIMANTAN_SELATAN,2020-08-09,-151,-10.95,
BALI,2020-08-09,-158,-11.46,
PAPUA,2020-08-09,-161,-11.68,
SUMATERA_SELATAN,2020-08-09,-188,-13.63,
JAWA_BARAT,2020-08-09,-337,-24.44,
MALUKU_UTARA,2020-08-09,-369,-26.76,
JAWA_TENGAH,2020-08-09,-412,-29.88,
JAWA_TIMUR,2020-08-09,-1206,-87.45,
