zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-09,15,,11058944
KALIMANTAN_SELATAN,2020-08-09,10,,3215366
SULAWESI_UTARA,2020-08-09,8,,2154904
GORONTALO,2020-08-09,7,,1068216
JAWA_TIMUR,2020-08-09,7,,40531918
KALIMANTAN_TIMUR,2020-08-09,7,,3439150
MALUKU_UTARA,2020-08-09,7,,885950
SUMATERA_SELATAN,2020-08-09,6,,7467555
BENGKULU,2020-08-09,4,,1248241
JAWA_TENGAH,2020-08-09,4,,36461504
KALIMANTAN_TENGAH,2020-08-09,4,,2251078
KEPULAUAN_RIAU,2020-08-09,4,,1744063
MALUKU,2020-08-09,4,,1054437
NATIONAL,2020-08-09,4,,245596822
NUSA_TENGGARA_BARAT,2020-08-09,4,,4736032
SULAWESI_SELATAN,2020-08-09,4,,8340621
SULAWESI_TENGGARA,2020-08-09,3,,1487542
SUMATERA_UTARA,2020-08-09,3,,13181814
ACEH,2020-08-09,2,,3856404
PAPUA,2020-08-09,2,,1740450
SULAWESI_BARAT,2020-08-08,2,,1256533
BANTEN,2020-08-09,1,,10451189
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,1,,3656108
JAMBI,2020-08-08,1,,3080619
PAPUA_BARAT,2020-08-09,1,,735514
RIAU,2020-08-09,1,,5492714
BALI,2020-08-09,0,,4247341
JAWA_BARAT,2020-08-09,0,,45485037
KALIMANTAN_BARAT,2020-08-09,0,,4641876
KALIMANTAN_UTARA,2020-08-09,0,,560965
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,0,,1330690
LAMPUNG,2020-08-08,0,,8455434
NUSA_TENGGARA_TIMUR,2020-08-05,0,,3096127
SULAWESI_TENGAH,2020-08-07,0,,2047415
SUMATERA_BARAT,2020-08-09,0,,5135071
