zone,last_update,value,percentage,population
GORONTALO,2020-08-06,759,,1068216
DKI_JAKARTA,2020-08-06,537,,11058944
KALIMANTAN_SELATAN,2020-08-06,356,,3215366
SULAWESI_UTARA,2020-08-06,327,,2154904
PAPUA,2020-08-06,272,,1740450
MALUKU_UTARA,2020-08-06,268,,885950
MALUKU,2020-08-06,200,,1054437
SULAWESI_SELATAN,2020-08-06,198,,8340621
KALIMANTAN_TIMUR,2020-08-06,194,,3439150
KALIMANTAN_TENGAH,2020-08-06,177,,2251078
SULAWESI_TENGGARA,2020-08-06,161,,1487542
BALI,2020-08-06,153,,4247341
PAPUA_BARAT,2020-08-06,144,,735514
KALIMANTAN_UTARA,2020-08-06,130,,560965
JAWA_TIMUR,2020-08-06,116,,40531918
NATIONAL,2020-08-08,107,,245596822
SUMATERA_UTARA,2020-08-06,92,,13181814
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,88,,3656108
KEPULAUAN_RIAU,2020-08-05,87,,1744063
NUSA_TENGGARA_BARAT,2020-08-06,85,,4736032
ACEH,2020-08-06,84,,3856404
SULAWESI_BARAT,2020-08-06,75,,1256533
JAWA_TENGAH,2020-08-06,59,,36461504
SUMATERA_SELATAN,2020-08-06,59,,7467555
RIAU,2020-08-06,49,,5492714
SUMATERA_BARAT,2020-08-06,37,,5135071
BENGKULU,2020-08-06,36,,1248241
BANTEN,2020-08-06,26,,10451189
JAWA_BARAT,2020-08-06,26,,45485037
JAMBI,2020-08-05,19,,3080619
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,12,,1330690
SULAWESI_TENGAH,2020-08-05,9,,2047415
KALIMANTAN_BARAT,2020-08-06,8,,4641876
LAMPUNG,2020-08-06,6,,8455434
NUSA_TENGGARA_TIMUR,2020-08-05,5,,3096127
