zone,last_update,value,percentage,population
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,165.38,,
MALUKU_UTARA,2020-08-06,147.84,,
KALIMANTAN_BARAT,2020-08-06,134.04,,
SULAWESI_TENGAH,2020-08-05,127.27,,
JAWA_TIMUR,2020-08-06,126.55,,
SULAWESI_SELATAN,2020-08-06,123.52,,
NUSA_TENGGARA_TIMUR,2020-08-05,122.58,,
BALI,2020-08-06,122.54,,
BANTEN,2020-08-06,115.97,,
JAWA_BARAT,2020-08-06,111.38,,
KALIMANTAN_TENGAH,2020-08-06,102.44,,
KALIMANTAN_UTARA,2020-08-06,101.30,,
KALIMANTAN_SELATAN,2020-08-06,101.06,,
JAWA_TENGAH,2020-08-06,90.42,,
NATIONAL,2020-08-08,90.10,,
SULAWESI_TENGGARA,2020-08-06,82.93,,
SULAWESI_UTARA,2020-08-06,79.05,,
MALUKU,2020-08-06,77.66,,
PAPUA_BARAT,2020-08-06,71.82,,
SUMATERA_SELATAN,2020-08-06,69.65,,
LAMPUNG,2020-08-06,61.46,,
DKI_JAKARTA,2020-08-06,60.84,,
GORONTALO,2020-08-06,60.09,,
KALIMANTAN_TIMUR,2020-08-06,56.59,,
NUSA_TENGGARA_BARAT,2020-08-06,56.47,,
SUMATERA_UTARA,2020-08-06,56.16,,
SUMATERA_BARAT,2020-08-06,52.17,,
JAMBI,2020-08-05,48.61,,
SULAWESI_BARAT,2020-08-06,45.19,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,44.71,,
BENGKULU,2020-08-06,42.35,,
PAPUA,2020-08-06,42.03,,
RIAU,2020-08-06,37.60,,
KEPULAUAN_RIAU,2020-08-05,22.53,,
ACEH,2020-08-06,9.41,,
