zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-09,11412,22.96,
JAWA_TIMUR,2020-08-09,8838,17.78,
JAWA_TENGAH,2020-08-09,5138,10.34,
SULAWESI_SELATAN,2020-08-09,3509,7.06,
KALIMANTAN_SELATAN,2020-08-09,2570,5.17,
SUMATERA_UTARA,2020-08-09,2500,5.03,
JAWA_BARAT,2020-08-09,2390,4.81,
BALI,2020-08-09,1597,3.21,
SULAWESI_UTARA,2020-08-09,1244,2.50,
GORONTALO,2020-08-09,1197,2.41,
KALIMANTAN_TIMUR,2020-08-09,1197,2.41,
SUMATERA_SELATAN,2020-08-09,1041,2.09,
PAPUA,2020-08-09,1020,2.05,
KALIMANTAN_TENGAH,2020-08-09,811,1.63,
NUSA_TENGGARA_BARAT,2020-08-09,742,1.49,
MALUKU_UTARA,2020-08-09,514,1.03,
SULAWESI_TENGGARA,2020-08-09,509,1.02,
RIAU,2020-08-09,492,0.99,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,491,0.99,
ACEH,2020-08-09,474,0.95,
BANTEN,2020-08-09,459,0.92,
MALUKU,2020-08-09,456,0.92,
SUMATERA_BARAT,2020-08-09,340,0.68,
PAPUA_BARAT,2020-08-09,266,0.54,
KEPULAUAN_RIAU,2020-08-09,202,0.41,
SULAWESI_BARAT,2020-08-08,137,0.28,
LAMPUNG,2020-08-08,102,0.21,
BENGKULU,2020-08-09,89,0.18,
JAMBI,2020-08-08,88,0.18,
KALIMANTAN_UTARA,2020-08-09,80,0.16,
KALIMANTAN_BARAT,2020-08-09,60,0.12,
NUSA_TENGGARA_TIMUR,2020-08-05,31,0.06,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,29,0.06,
SULAWESI_TENGAH,2020-08-07,23,0.05,
