zone,last_update,value,percentage,population
MALUKU_UTARA,2020-08-06,813,,885950
KALIMANTAN_SELATAN,2020-08-06,803,,3215366
GORONTALO,2020-08-06,644,,1068216
DKI_JAKARTA,2020-08-06,586,,11058944
SULAWESI_SELATAN,2020-08-06,549,,8340621
SULAWESI_UTARA,2020-08-06,511,,2154904
BALI,2020-08-06,470,,4247341
KALIMANTAN_TENGAH,2020-08-06,354,,2251078
MALUKU,2020-08-06,277,,1054437
JAWA_TIMUR,2020-08-06,275,,40531918
PAPUA,2020-08-06,274,,1740450
SULAWESI_TENGGARA,2020-08-06,251,,1487542
PAPUA_BARAT,2020-08-06,215,,735514
NATIONAL,2020-08-08,182,,245596822
KALIMANTAN_TIMUR,2020-08-06,177,,3439150
KALIMANTAN_UTARA,2020-08-06,139,,560965
JAWA_TENGAH,2020-08-06,123,,36461504
SUMATERA_SELATAN,2020-08-06,105,,7467555
SUMATERA_UTARA,2020-08-06,102,,13181814
NUSA_TENGGARA_BARAT,2020-08-06,93,,4736032
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,57,,3656108
JAWA_BARAT,2020-08-06,50,,45485037
SULAWESI_BARAT,2020-08-06,49,,1256533
BANTEN,2020-08-06,45,,10451189
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,32,,1330690
BENGKULU,2020-08-06,29,,1248241
RIAU,2020-08-06,26,,5492714
SUMATERA_BARAT,2020-08-06,26,,5135071
KEPULAUAN_RIAU,2020-08-05,24,,1744063
KALIMANTAN_BARAT,2020-08-06,14,,4641876
SULAWESI_TENGAH,2020-08-05,14,,2047415
NUSA_TENGGARA_TIMUR,2020-08-05,12,,3096127
JAMBI,2020-08-05,11,,3080619
ACEH,2020-08-06,10,,3856404
LAMPUNG,2020-08-06,7,,8455434
