zone,last_update,value,percentage,population
ACEH,2020-08-09,90.93,,
KEPULAUAN_RIAU,2020-08-09,81.68,,
RIAU,2020-08-09,66.06,,
SUMATERA_BARAT,2020-08-09,60.00,,
JAMBI,2020-08-08,59.09,,
MALUKU,2020-08-09,48.46,,
SULAWESI_BARAT,2020-08-08,45.26,,
BENGKULU,2020-08-09,42.70,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-09,41.55,,
KALIMANTAN_TIMUR,2020-08-09,39.77,,
LAMPUNG,2020-08-08,38.24,,
SUMATERA_UTARA,2020-08-09,35.76,,
PAPUA_BARAT,2020-08-09,35.71,,
DKI_JAKARTA,2020-08-09,34.88,,
NUSA_TENGGARA_BARAT,2020-08-09,33.29,,
SULAWESI_TENGGARA,2020-08-09,28.09,,
GORONTALO,2020-08-09,24.31,,
PAPUA,2020-08-09,23.92,,
BANTEN,2020-08-09,13.29,,
KALIMANTAN_BARAT,2020-08-09,11.67,,
NATIONAL,2020-08-09,4.56,,
KALIMANTAN_UTARA,2020-08-09,2.50,,
JAWA_TENGAH,2020-08-09,1.63,,
SUMATERA_SELATAN,2020-08-09,1.25,,
JAWA_BARAT,2020-08-09,-0.63,,
SULAWESI_UTARA,2020-08-09,-3.14,,
KALIMANTAN_SELATAN,2020-08-09,-6.07,,
KALIMANTAN_TENGAH,2020-08-09,-9.12,,
BALI,2020-08-09,-17.60,,
NUSA_TENGGARA_TIMUR,2020-08-05,-22.58,,
SULAWESI_SELATAN,2020-08-09,-30.49,,
SULAWESI_TENGAH,2020-08-07,-39.13,,
JAWA_TIMUR,2020-08-09,-40.12,,
MALUKU_UTARA,2020-08-09,-43.39,,
KEPULAUAN_BANGKA_BELITUNG,2020-08-09,-62.07,,
