zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,307,,11058944
KALIMANTAN_SELATAN,2020-09-21,125,,3215366
ACEH,2020-09-21,109,,3856404
PAPUA_BARAT,2020-09-21,86,,735514
BALI,2020-09-21,81,,4247341
KALIMANTAN_TIMUR,2020-09-21,66,,3439150
SUMATERA_BARAT,2020-09-21,50,,5135071
MALUKU,2020-09-21,45,,1054437
NATIONAL,2020-09-21,41,,245596822
SULAWESI_TENGGARA,2020-09-21,35,,1487542
SULAWESI_UTARA,2020-09-21,35,,2154904
GORONTALO,2020-09-21,33,,1068216
RIAU,2020-09-21,33,,5492714
JAWA_TIMUR,2020-09-21,29,,40531918
KALIMANTAN_TENGAH,2020-09-21,29,,2251078
JAWA_TENGAH,2020-09-21,28,,36461504
JAWA_BARAT,2020-09-21,27,,45485037
SULAWESI_SELATAN,2020-09-21,26,,8340621
PAPUA,2020-09-21,25,,1740450
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,20,,3656108
SUMATERA_UTARA,2020-09-21,19,,13181814
NUSA_TENGGARA_TIMUR,2020-09-20,18,,3096127
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,14,,1330690
SUMATERA_SELATAN,2020-09-21,14,,7467555
KALIMANTAN_UTARA,2020-09-21,12,,560965
SULAWESI_BARAT,2020-09-21,11,,1256533
BANTEN,2020-09-21,10,,10451189
KEPULAUAN_RIAU,2020-09-21,10,,1744063
NUSA_TENGGARA_BARAT,2020-09-21,10,,4736032
KALIMANTAN_BARAT,2020-09-21,8,,4641876
BENGKULU,2020-09-20,7,,1248241
JAMBI,2020-09-20,2,,3080619
LAMPUNG,2020-09-21,1,,8455434
MALUKU_UTARA,2020-09-21,0,,885950
SULAWESI_TENGAH,2020-09-21,0,,2047415
