zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,3478,28.20,
JAWA_BARAT,2020-09-21,1591,12.90,
JAWA_TIMUR,2020-09-21,1083,8.78,
JAWA_TENGAH,2020-09-21,812,6.58,
RIAU,2020-09-21,761,6.17,
SUMATERA_BARAT,2020-09-21,446,3.62,
BANTEN,2020-09-21,428,3.47,
SULAWESI_SELATAN,2020-09-21,414,3.36,
KALIMANTAN_TIMUR,2020-09-21,349,2.83,
BALI,2020-09-21,345,2.80,
ACEH,2020-09-21,342,2.77,
SUMATERA_UTARA,2020-09-21,292,2.37,
PAPUA,2020-09-21,282,2.29,
KALIMANTAN_SELATAN,2020-09-21,245,1.99,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,208,1.69,
SULAWESI_TENGGARA,2020-09-21,164,1.33,
SUMATERA_SELATAN,2020-09-21,156,1.26,
KEPULAUAN_RIAU,2020-09-21,142,1.15,
PAPUA_BARAT,2020-09-21,129,1.05,
KALIMANTAN_TENGAH,2020-09-21,118,0.96,
MALUKU,2020-09-21,105,0.85,
NUSA_TENGGARA_BARAT,2020-09-21,97,0.79,
SULAWESI_UTARA,2020-09-21,85,0.69,
GORONTALO,2020-09-21,84,0.68,
LAMPUNG,2020-09-21,44,0.36,
MALUKU_UTARA,2020-09-21,38,0.31,
JAMBI,2020-09-20,35,0.28,
KALIMANTAN_BARAT,2020-09-21,32,0.26,
SULAWESI_TENGAH,2020-09-21,32,0.26,
BENGKULU,2020-09-20,26,0.21,
SULAWESI_BARAT,2020-09-21,21,0.17,
NUSA_TENGGARA_TIMUR,2020-09-20,19,0.15,
KALIMANTAN_UTARA,2020-09-21,7,0.06,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,6,0.05,
