zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,3398,33.90,
JAWA_BARAT,2020-09-21,1230,12.27,
JAWA_TIMUR,2020-09-21,1182,11.79,
JAWA_TENGAH,2020-09-21,1024,10.22,
ACEH,2020-09-21,420,4.19,
KALIMANTAN_SELATAN,2020-09-21,403,4.02,
BALI,2020-09-21,345,3.44,
SUMATERA_BARAT,2020-09-21,255,2.54,
SUMATERA_UTARA,2020-09-21,247,2.46,
KALIMANTAN_TIMUR,2020-09-21,226,2.25,
SULAWESI_SELATAN,2020-09-21,220,2.19,
RIAU,2020-09-21,182,1.82,
BANTEN,2020-09-21,109,1.09,
SUMATERA_SELATAN,2020-09-21,105,1.05,
SULAWESI_UTARA,2020-09-21,76,0.76,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,72,0.72,
KALIMANTAN_TENGAH,2020-09-21,65,0.65,
PAPUA_BARAT,2020-09-21,63,0.63,
NUSA_TENGGARA_TIMUR,2020-09-20,56,0.56,
SULAWESI_TENGGARA,2020-09-21,52,0.52,
MALUKU,2020-09-21,47,0.47,
NUSA_TENGGARA_BARAT,2020-09-21,45,0.45,
PAPUA,2020-09-21,43,0.43,
KALIMANTAN_BARAT,2020-09-21,39,0.39,
GORONTALO,2020-09-21,35,0.35,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,19,0.19,
KEPULAUAN_RIAU,2020-09-21,17,0.17,
SULAWESI_BARAT,2020-09-21,14,0.14,
BENGKULU,2020-09-20,9,0.09,
KALIMANTAN_UTARA,2020-09-21,7,0.07,
JAMBI,2020-09-20,6,0.06,
LAMPUNG,2020-09-21,6,0.06,
SULAWESI_TENGAH,2020-09-21,1,0.01,
MALUKU_UTARA,2020-09-21,0,0.00,
