zone,last_update,value,percentage,population
DKI_JAKARTA,2020-09-21,314,,11058944
PAPUA_BARAT,2020-09-21,175,,735514
PAPUA,2020-09-21,162,,1740450
RIAU,2020-09-21,139,,5492714
SULAWESI_TENGGARA,2020-09-21,110,,1487542
KALIMANTAN_TIMUR,2020-09-21,101,,3439150
MALUKU,2020-09-21,100,,1054437
ACEH,2020-09-21,89,,3856404
SUMATERA_BARAT,2020-09-21,87,,5135071
BALI,2020-09-21,81,,4247341
KEPULAUAN_RIAU,2020-09-21,81,,1744063
GORONTALO,2020-09-21,79,,1068216
KALIMANTAN_SELATAN,2020-09-21,76,,3215366
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,57,,3656108
KALIMANTAN_TENGAH,2020-09-21,52,,2251078
NATIONAL,2020-09-21,50,,245596822
SULAWESI_SELATAN,2020-09-21,50,,8340621
MALUKU_UTARA,2020-09-21,43,,885950
BANTEN,2020-09-21,41,,10451189
SULAWESI_UTARA,2020-09-21,39,,2154904
JAWA_BARAT,2020-09-21,35,,45485037
JAWA_TIMUR,2020-09-21,27,,40531918
JAWA_TENGAH,2020-09-21,22,,36461504
SUMATERA_UTARA,2020-09-21,22,,13181814
BENGKULU,2020-09-20,21,,1248241
SUMATERA_SELATAN,2020-09-21,21,,7467555
NUSA_TENGGARA_BARAT,2020-09-21,20,,4736032
SULAWESI_BARAT,2020-09-21,17,,1256533
SULAWESI_TENGAH,2020-09-21,16,,2047415
KALIMANTAN_UTARA,2020-09-21,12,,560965
JAMBI,2020-09-20,11,,3080619
KALIMANTAN_BARAT,2020-09-21,7,,4641876
NUSA_TENGGARA_TIMUR,2020-09-20,6,,3096127
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,5,,1330690
LAMPUNG,2020-09-21,5,,8455434
