zone,last_update,value,percentage,population
JAWA_TENGAH,2020-09-21,8.50,,
BALI,2020-09-21,6.67,,
JAWA_TIMUR,2020-09-21,6.28,,
NUSA_TENGGARA_BARAT,2020-09-21,6.19,,
KALIMANTAN_TENGAH,2020-09-21,5.93,,
SULAWESI_UTARA,2020-09-21,5.88,,
LAMPUNG,2020-09-21,4.55,,
SUMATERA_UTARA,2020-09-21,4.11,,
BENGKULU,2020-09-20,3.85,,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,3.37,,
SULAWESI_SELATAN,2020-09-21,3.14,,
SULAWESI_TENGAH,2020-09-21,3.12,,
BANTEN,2020-09-21,3.04,,
KALIMANTAN_TIMUR,2020-09-21,2.87,,
KALIMANTAN_SELATAN,2020-09-21,2.86,,
NATIONAL,2020-09-21,2.76,,
MALUKU_UTARA,2020-09-21,2.63,,
SUMATERA_SELATAN,2020-09-21,2.56,,
ACEH,2020-09-21,1.75,,
DKI_JAKARTA,2020-09-21,1.52,,
RIAU,2020-09-21,1.45,,
KEPULAUAN_RIAU,2020-09-21,1.41,,
SUMATERA_BARAT,2020-09-21,1.35,,
SULAWESI_TENGGARA,2020-09-21,1.22,,
PAPUA,2020-09-21,1.06,,
MALUKU,2020-09-21,0.95,,
JAWA_BARAT,2020-09-21,0.50,,
GORONTALO,2020-09-21,0.00,,
JAMBI,2020-09-20,0.00,,
KALIMANTAN_BARAT,2020-09-21,0.00,,
KALIMANTAN_UTARA,2020-09-21,0.00,,
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,0.00,,
NUSA_TENGGARA_TIMUR,2020-09-20,0.00,,
PAPUA_BARAT,2020-09-21,0.00,,
SULAWESI_BARAT,2020-09-21,0.00,,
