zone,last_update,value,percentage,population
PAPUA,2020-09-21,136,,1740450
RIAU,2020-09-21,103,,5492714
PAPUA_BARAT,2020-09-21,90,,735514
SULAWESI_TENGGARA,2020-09-21,74,,1487542
KEPULAUAN_RIAU,2020-09-21,71,,1744063
MALUKU,2020-09-21,54,,1054437
GORONTALO,2020-09-21,46,,1068216
MALUKU_UTARA,2020-09-21,42,,885950
SUMATERA_BARAT,2020-09-21,36,,5135071
DAERAH_ISTIMEWA_YOGYAKARTA,2020-09-21,35,,3656108
KALIMANTAN_TIMUR,2020-09-21,33,,3439150
BANTEN,2020-09-21,29,,10451189
SULAWESI_SELATAN,2020-09-21,22,,8340621
KALIMANTAN_TENGAH,2020-09-21,20,,2251078
SULAWESI_TENGAH,2020-09-21,15,,2047415
BENGKULU,2020-09-20,13,,1248241
NUSA_TENGGARA_BARAT,2020-09-21,10,,4736032
JAMBI,2020-09-20,9,,3080619
JAWA_BARAT,2020-09-21,8,,45485037
NATIONAL,2020-09-21,8,,245596822
SULAWESI_BARAT,2020-09-21,6,,1256533
SUMATERA_SELATAN,2020-09-21,6,,7467555
LAMPUNG,2020-09-21,4,,8455434
SUMATERA_UTARA,2020-09-21,3,,13181814
DKI_JAKARTA,2020-09-21,2,,11058944
SULAWESI_UTARA,2020-09-21,2,,2154904
KALIMANTAN_UTARA,2020-09-21,0,,560965
KALIMANTAN_BARAT,2020-09-21,-2,,4641876
JAWA_TIMUR,2020-09-21,-4,,40531918
BALI,2020-09-21,-5,,4247341
JAWA_TENGAH,2020-09-21,-8,,36461504
KEPULAUAN_BANGKA_BELITUNG,2020-09-21,-10,,1330690
NUSA_TENGGARA_TIMUR,2020-09-20,-12,,3096127
ACEH,2020-09-21,-22,,3856404
KALIMANTAN_SELATAN,2020-09-21,-51,,3215366
